Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1747510048.61,0.020,0.051,-0.062,-0.080,-0.128,-0.045,29.655,20.230,-49.936
1747510048.63,-0.021,0.074,-0.027,-0.143,0.172,-0.007,29.511,20.242,-49.939
1747510048.65,-0.005,0.044,-0.006,-0.074,0.308,0.086,29.398,20.481,-49.861
1747510048.67,0.004,0.040,-0.014,0.036,0.225,0.105,29.427,20.733,-49.752
1747510048.69,0.003,0.055,-0.017,0.038,0.157,0.088,29.518,20.892,-49.678
1747510048.71,0.001,0.042,-0.003,-0.083,0.147,0.084,29.524,21.009,-49.590
1747510048.73,0.018,0.033,0.001,-0.132,0.155,0.105,29.420,21.077,-49.433
1747510048.75,-0.003,0.028,-0.041,-0.046,0.232,0.099,29.348,21.220,-49.287
1747510048.77,0.001,0.024,-0.048,-0.010,0.257,0.088,29.347,21.435,-49.186
1747510048.79,-0.005,0.027,-0.010,-0.072,0.206,0.063,29.325,21.654,-49.102
1747510048.81,0.004,0.023,0.012,-0.141,0.052,0.080,29.222,21.745,-48.994
1747510048.83,0.003,0.013,0.005,-0.139,-0.063,0.091,29.092,21.633,-48.839
1747510048.85,0.008,0.013,-0.004,-0.096,-0.110,0.060,28.982,21.450,-48.710
1747510048.87,0.017,0.014,-0.029,-0.070,-0.332,-0.000,28.899,21.177,-48.661
1747510048.89,0.010,0.018,-0.012,0.038,-0.484,-0.066,28.853,20.731,-48.720
1747510048.91,0.004,0.023,-0.013,0.270,-0.764,-0.066,28.984,20.114,-48.893
1747510048.93,0.010,0.026,-0.008,0.404,-1.016,-0.107,29.335,19.222,-49.162
1747510048.95,0.026,0.048,0.048,0.360,-1.388,-0.169,29.707,18.010,-49.502
1747510048.97,0.062,0.063,0.117,0.312,-1.490,-0.257,29.987,16.529,-49.905
1747510048.99,0.036,0.067,0.034,0.459,-1.444,-0.350,30.301,15.134,-50.428
1747510049.01,0.006,0.078,-0.050,0.897,-1.971,-0.394,30.910,13.608,-51.129
1747510049.03,0.041,0.105,-0.024,1.487,-2.802,-0.360,32.152,11.280,-51.991
1747510049.05,0.136,0.167,0.101,1.517,-2.908,-0.269,33.854,8.404,-52.780
1747510049.07,0.091,0.204,0.177,0.819,-2.710,-0.176,35.180,5.491,-53.288
1747510049.09,0.053,0.211,0.191,0.064,-2.681,-0.079,35.658,2.558,-53.495
1747510049.11,0.003,0.125,0.103,-0.293,-2.358,-0.112,35.480,-0.325,-53.594
1747510049.13,-0.084,0.102,0.065,-0.216,-1.925,-0.153,35.159,-2.620,-53.786
1747510049.15,-0.048,0.085,-0.086,-0.038,-2.039,-0.234,35.037,-4.697,-54.016
1747510049.17,0.053,0.182,-0.067,-0.119,-2.294,-0.372,35.013,-6.900,-54.424
1747510049.19,0.047,0.213,0.029,-0.345,-2.455,-0.211,34.797,-9.380,-54.856
1747510049.21,0.007,0.104,0.072,-0.433,-2.090,0.071,34.364,-11.900,-55.011
1747510049.23,-0.023,0.025,0.084,-0.459,-1.808,0.290,33.822,-14.127,-54.860
1747510049.25,-0.007,0.062,0.025,-0.513,-2.037,0.221,33.200,-16.431,-54.596
1747510049.27,0.004,0.084,0.023,-0.489,-2.067,0.106,32.608,-18.778,-54.546
1747510049.29,0.046,0.089,-0.020,-0.421,-2.310,0.188,32.061,-21.254,-54.527
1747510049.31,0.091,0.111,-0.059,-0.285,-2.543,0.399,31.554,-24.118,-54.287
1747510049.33,0.055,0.105,-0.026,-0.093,-2.473,0.618,31.103,-27.272,-53.704
