Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1747675521.80,0.004,-0.005,-0.013,0.000,0.002,-0.003,0.953,0.618,28.884
1747675521.81,0.004,-0.004,-0.017,-0.003,-0.001,-0.003,0.951,0.620,28.882
1747675521.82,0.003,-0.004,-0.022,-0.005,0.001,-0.001,0.949,0.618,28.881
1747675521.83,0.000,-0.003,-0.020,-0.003,0.002,-0.000,0.948,0.619,28.881
1747675521.84,-0.001,-0.001,-0.014,-0.003,-0.000,-0.000,0.946,0.620,28.881
1747675521.85,-0.000,-0.002,-0.016,-0.004,-0.002,0.001,0.944,0.619,28.882
1747675521.86,0.003,-0.001,-0.012,-0.004,-0.001,0.004,0.944,0.619,28.882
1747675521.87,0.006,-0.000,-0.015,-0.001,-0.002,0.001,0.943,0.619,28.883
1747675521.88,0.007,-0.001,-0.014,0.001,-0.001,-0.002,0.943,0.618,28.883
1747675521.89,0.007,-0.002,-0.012,0.000,0.003,-0.003,0.944,0.619,28.883
1747675521.90,0.006,-0.003,-0.013,0.001,0.001,-0.002,0.944,0.620,28.882
1747675521.91,0.002,-0.004,-0.016,0.000,0.002,-0.000,0.944,0.620,28.882
1747675521.92,-0.002,-0.004,-0.015,-0.001,0.002,0.001,0.944,0.621,28.882
1747675521.93,-0.001,-0.005,-0.017,-0.002,-0.001,0.000,0.944,0.621,28.882
1747675521.94,0.000,-0.005,-0.014,-0.004,0.002,-0.000,0.942,0.622,28.882
1747675521.95,0.003,-0.004,-0.016,0.000,-0.001,0.002,0.941,0.622,28.882
1747675521.96,0.004,-0.003,-0.016,-0.001,0.001,-0.000,0.940,0.622,28.883
1747675521.97,0.005,-0.005,-0.015,-0.002,-0.001,0.000,0.939,0.623,28.882
1747675521.98,0.003,-0.004,-0.015,-0.000,-0.001,0.000,0.939,0.623,28.882
1747675521.99,0.003,-0.003,-0.017,0.000,0.001,0.001,0.938,0.623,28.882
1747675522.00,0.002,-0.002,-0.017,0.001,0.002,0.002,0.938,0.623,28.882
1747675522.01,0.001,-0.001,-0.014,-0.001,0.000,0.000,0.938,0.624,28.882
1747675522.02,0.003,-0.003,-0.014,-0.000,0.000,-0.002,0.938,0.623,28.882
1747675522.03,0.002,-0.002,-0.016,-0.001,-0.000,0.002,0.938,0.623,28.882
1747675522.04,0.003,-0.003,-0.015,0.000,-0.001,0.000,0.938,0.623,28.883
1747675522.05,0.003,-0.003,-0.015,-0.002,0.001,-0.002,0.939,0.623,28.883
1747675522.06,0.003,-0.004,-0.015,-0.000,-0.001,0.002,0.939,0.623,28.881
1747675522.07,0.004,-0.005,-0.018,-0.004,-0.001,-0.000,0.938,0.622,28.881
1747675522.08,0.004,-0.003,-0.017,-0.001,0.001,0.001,0.937,0.623,28.881
1747675522.09,0.005,-0.004,-0.017,0.001,0.000,-0.000,0.937,0.624,28.881
1747675522.10,0.006,-0.004,-0.014,-0.001,-0.000,-0.002,0.936,0.625,28.881
1747675522.11,0.005,-0.005,-0.014,-0.001,0.000,0.000,0.936,0.625,28.880
1747675522.12,0.003,-0.004,-0.017,-0.003,-0.000,0.001,0.934,0.626,28.880
1747675522.13,0.002,-0.004,-0.018,-0.001,0.000,0.003,0.933,0.626,28.881
1747675522.14,-0.000,-0.004,-0.017,-0.001,0.001,-0.000,0.933,0.627,28.881
1747675522.15,-0.000,-0.003,-0.016,-0.001,-0.000,-0.005,0.934,0.627,28.880
1747675522.16,0.001,-0.002,-0.016,-0.001,-0.002,0.000,0.933,0.627,28.880
1747675522.17,0.001,-0.002,-0.016,-0.001,-0.000,-0.001,0.933,0.627,28.880
1747675522.18,0.002,-0.002,-0.017,-0.000,0.000,-0.002,0.933,0.628,28.880
1747675522.19,0.002,-0.002,-0.016,-0.001,0.001,0.002,0.933,0.628,28.880
1747675522.20,0.002,-0.003,-0.015,0.001,-0.001,0.000,0.934,0.628,28.880
1747675522.21,0.003,-0.003,-0.017,0.002,-0.001,0.002,0.934,0.628,28.880
1747675522.22,0.002,-0.003,-0.018,0.001,0.000,0.000,0.936,0.628,28.880
1747675522.23,0.002,-0.004,-0.016,0.003,-0.001,-0.002,0.936,0.628,28.880
1747675522.24,0.001,-0.005,-0.017,-0.000,-0.001,0.002,0.937,0.627,28.880
1747675522.25,0.001,-0.005,-0.018,-0.002,0.002,0.001,0.937,0.628,28.881
1747675522.26,0.003,-0.005,-0.019,-0.002,0.001,-0.000,0.936,0.629,28.880
1747675522.27,0.004,-0.005,-0.018,-0.002,0.002,0.002,0.936,0.630,28.881
