Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1747510847.95,0.011,0.106,0.178,0.319,-0.709,-0.877,19.236,10.148,-34.015
1747510847.97,-0.030,0.081,0.138,0.216,-0.976,-0.485,19.423,9.410,-34.903
1747510847.99,-0.134,0.051,0.148,-0.113,-0.906,-0.278,19.420,8.492,-35.340
1747510848.01,-0.058,0.083,0.093,-0.251,-0.797,-0.213,19.156,7.574,-35.583
1747510848.03,-0.072,0.105,0.135,-0.195,-0.576,-0.272,18.861,6.898,-35.845
1747510848.05,-0.036,0.098,0.098,-0.150,-0.746,-0.267,18.631,6.268,-36.144
1747510848.07,-0.030,0.102,0.100,-0.137,-0.962,-0.279,18.441,5.395,-36.455
1747510848.09,-0.012,0.119,0.105,-0.151,-1.364,-0.261,18.263,4.183,-36.807
1747510848.11,-0.014,0.124,0.108,-0.215,-1.478,-0.327,18.029,2.610,-37.167
1747510848.13,-0.093,0.085,-0.028,0.011,-0.997,-0.490,17.876,1.317,-37.690
1747510848.15,-0.161,0.092,-0.064,0.203,-0.447,-0.580,18.012,0.734,-38.381
1747510848.17,-0.107,0.099,0.057,0.124,-0.439,-0.529,18.205,0.474,-39.066
1747510848.19,-0.006,0.123,0.164,-0.002,-0.685,-0.405,18.270,0.026,-39.618
1747510848.21,0.040,0.146,0.121,-0.080,-0.999,-0.420,18.233,-0.801,-40.090
1747510848.23,0.053,0.224,0.166,-0.131,-1.234,-0.765,18.115,-1.851,-40.786
1747510848.25,0.001,0.218,0.078,-0.037,-1.227,-1.171,18.057,-2.953,-41.950
1747510848.27,-0.179,0.176,-0.035,0.086,-1.796,-1.336,18.181,-4.234,-43.495
1747510848.29,-0.032,0.209,0.076,0.054,-1.940,-1.230,18.381,-5.964,-45.067
1747510848.31,0.115,0.182,0.122,0.158,-2.545,-1.038,18.648,-8.093,-46.385
1747510848.33,0.077,0.166,0.124,0.411,-2.603,-1.276,19.165,-10.609,-47.657
1747510848.35,-0.085,0.129,0.025,0.853,-2.775,-1.814,20.219,-13.145,-49.336
1747510848.37,-0.124,0.064,0.076,1.416,-2.345,-2.212,22.041,-15.345,-51.405
1747510848.39,-0.074,0.022,0.167,1.472,-1.078,-1.769,24.482,-16.771,-53.428
1747510848.41,-0.113,-0.267,0.293,0.364,-1.427,-0.538,25.798,-17.450,-54.470
1747510848.43,0.291,-0.203,0.101,-0.218,-2.245,0.590,25.832,-19.660,-54.341
1747510848.45,0.138,0.037,0.128,-0.688,-2.478,0.496,25.074,-22.627,-53.831
1747510848.47,-0.063,0.026,0.166,-0.981,-1.862,0.049,24.073,-25.116,-53.959
1747510848.49,-0.014,-0.142,0.151,-1.065,-1.272,0.138,22.972,-26.688,-54.479
1747510848.51,0.098,-0.083,0.051,-1.033,-0.873,0.217,21.813,-27.758,-54.832
1747510848.53,0.041,0.015,-0.030,-0.813,-0.371,0.030,20.707,-28.437,-55.275
1747510848.55,0.260,-0.156,0.045,0.097,-0.779,0.308,20.315,-28.924,-55.268
1747510848.57,0.027,-0.019,-0.216,0.561,-1.290,0.334,20.484,-30.368,-54.656
1747510848.59,0.009,0.057,0.027,0.385,-1.254,0.132,20.840,-32.004,-54.113
1747510848.61,0.051,0.010,-0.065,-0.283,-2.188,0.050,20.861,-34.100,-54.007
1747510848.63,0.002,-0.076,-0.013,-0.733,-0.911,0.042,20.305,-35.901,-54.334
1747510848.65,-0.011,-0.223,0.181,-0.317,-0.071,0.100,19.760,-36.099,-54.665
1747510848.67,0.120,-0.101,-0.311,0.038,-1.028,0.132,19.571,-36.769,-54.628
1747510848.69,0.060,-0.009,-0.083,0.107,-0.995,0.380,19.486,-38.084,-54.341
1747510848.71,0.066,-0.058,0.041,0.029,-0.657,0.367,19.243,-39.176,-53.863
1747510848.73,-0.089,0.016,-0.013,-0.270,-0.699,-0.102,19.060,-39.960,-53.856
1747510848.75,0.120,0.053,0.039,-0.690,-0.632,-0.327,18.817,-40.605,-54.406
1747510848.77,0.552,0.114,0.074,-0.951,0.276,-0.154,18.302,-40.552,-55.355
1747510848.79,0.724,-0.004,0.088,-0.835,0.777,0.436,17.381,-39.664,-55.948
1747510848.81,0.623,0.013,-0.177,-0.142,0.625,0.859,16.455,-38.955,-55.750
1747510848.83,0.515,0.050,-0.075,0.303,0.588,1.506,15.747,-38.573,-54.546
1747510848.85,0.558,0.086,0.135,-0.019,0.587,2.268,14.572,-38.439,-52.668
1747510848.87,0.584,0.139,0.268,-0.525,1.196,2.615,12.537,-37.949,-50.551
