Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Pitch,Roll,Yaw
1743403877.57,0.024,0.007,0.015,0.225,-0.022,-0.016,-21.417,44.319,23.962,-69.246,-82.535,179.079
1743403877.59,-0.048,-0.010,-0.040,0.378,-0.028,-0.075,-21.435,44.317,23.977,-69.153,-81.725,179.977
1743403877.61,-0.087,-0.022,-0.009,0.470,0.263,-0.114,-21.364,44.495,23.684,-68.965,-80.371,-178.733
1743403877.63,-0.100,-0.053,0.016,0.475,0.454,-0.136,-21.484,44.874,23.048,-68.729,-78.631,-177.359
1743403877.65,-0.086,-0.051,-0.012,0.515,0.667,-0.170,-21.827,45.089,22.430,-68.439,-76.713,-175.982
1743403877.67,-0.048,-0.069,0.050,0.552,1.020,-0.189,-22.724,45.283,20.711,-68.088,-74.369,-174.564
1743403877.69,-0.069,-0.060,0.044,0.537,1.047,-0.257,-23.232,45.356,19.775,-67.668,-71.887,-173.202
1743403877.71,-0.088,-0.046,0.044,0.582,1.022,-0.308,-23.858,45.577,18.587,-67.153,-69.549,-171.971
1743403877.73,-0.055,-0.019,0.049,0.822,0.897,-0.338,-24.497,45.660,17.721,-66.520,-67.056,-170.497
1743403877.75,-0.032,-0.009,0.041,1.102,0.797,-0.399,-25.154,45.826,16.289,-65.683,-64.232,-168.461
1743403877.77,-0.032,-0.013,0.040,1.352,0.880,-0.404,-25.677,46.128,14.658,-64.623,-60.985,-166.001
1743403877.79,-0.065,-0.054,-0.066,1.407,0.437,-0.310,-26.262,46.230,12.892,-63.457,-57.885,-163.403
1743403877.81,0.007,-0.032,0.031,1.413,0.581,-0.197,-26.526,46.611,11.535,-62.314,-54.990,-160.789
1743403877.83,0.106,0.002,0.103,1.287,0.880,0.061,-26.698,46.698,9.758,-61.337,-51.980,-158.311
1743403877.85,0.035,0.041,-0.037,1.330,1.036,0.102,-26.550,46.931,7.959,-60.472,-48.640,-155.808
1743403877.87,0.000,0.018,-0.015,1.230,0.581,0.123,-26.750,47.359,6.138,-59.556,-45.698,-153.512
1743403877.89,-0.013,-0.039,-0.002,1.236,0.562,0.250,-26.686,47.941,4.653,-58.705,-43.221,-151.321
1743403877.91,-0.014,-0.006,-0.028,1.162,0.717,0.272,-26.549,47.854,3.247,-57.879,-40.577,-149.131
1743403877.93,0.050,0.022,0.027,1.100,0.758,0.213,-26.283,48.071,1.691,-57.084,-38.152,-147.262
1743403877.95,0.045,-0.032,-0.038,1.409,0.342,0.153,-26.264,48.064,0.286,-56.072,-35.894,-145.409
1743403877.97,0.011,-0.083,-0.074,1.677,-0.022,0.096,-26.304,48.166,-1.292,-54.692,-34.137,-143.456
1743403877.99,0.009,-0.111,-0.101,1.557,0.278,0.022,-26.132,48.310,-3.020,-53.148,-32.531,-141.603
1743403878.01,0.081,-0.061,0.015,0.970,0.512,0.083,-26.038,47.907,-4.579,-51.931,-31.009,-140.323
1743403878.03,0.157,-0.023,0.111,0.808,0.647,0.264,-25.746,48.044,-5.805,-51.217,-29.541,-139.291
1743403878.05,0.129,-0.035,0.088,1.358,0.650,0.326,-25.397,48.205,-7.060,-50.334,-27.646,-137.925
1743403878.07,0.021,-0.135,-0.221,1.885,0.214,0.360,-25.062,47.591,-8.927,-48.804,-25.794,-136.075
1743403878.09,0.067,-0.046,-0.051,1.319,0.560,0.237,-24.689,47.656,-10.739,-47.222,-24.119,-134.439
1743403878.11,0.130,-0.032,0.135,0.886,0.657,0.350,-24.354,47.357,-12.117,-46.260,-22.597,-133.371
1743403878.13,0.128,0.040,0.146,1.117,0.660,0.479,-23.524,47.226,-13.252,-45.415,-20.953,-132.167
1743403878.15,0.016,0.001,-0.004,1.576,0.355,0.486,-23.019,47.001,-14.888,-44.153,-19.296,-130.701
1743403878.17,-0.040,0.002,-0.103,1.585,0.129,0.428,-22.479,46.800,-16.453,-42.560,-18.045,-129.235
1743403878.19,0.015,0.064,0.043,1.167,0.334,0.451,-21.959,46.418,-17.975,-41.213,-16.934,-127.990
1743403878.21,-0.053,0.039,0.114,1.128,0.368,0.502,-21.472,46.138,-19.206,-40.146,-15.778,-126.846
1743403878.23,-0.086,-0.027,0.077,1.425,0.383,0.477,-20.844,45.519,-20.575,-38.916,-14.558,-125.700
1743403878.25,-0.063,-0.070,-0.161,1.519,0.419,0.324,-20.331,45.160,-21.986,-37.329,-13.429,-124.617
1743403878.27,0.042,-0.060,-0.059,1.027,0.377,0.345,-19.819,44.506,-23.535,-35.984,-12.475,-123.808
1743403878.29,0.058,-0.027,0.060,0.856,0.490,0.543,-18.964,44.268,-24.440,-35.082,-11.489,-122.955
1743403878.31,0.051,-0.002,0.020,0.969,0.546,0.593,-18.321,44.118,-25.691,-34.190,-10.306,-121.943
1743403878.33,0.065,-0.085,-0.118,1.089,0.566,0.449,-17.407,43.816,-26.688,-33.127,-9.085,-121.007
1743403878.35,0.109,-0.098,-0.076,1.010,0.431,0.261,-16.992,43.203,-27.695,-31.992,-8.203,-120.348
1743403878.37,0.088,-0.048,0.079,1.024,0.525,0.247,-16.411,42.797,-28.851,-30.892,-7.361,-119.864
1743403878.39,-0.046,0.067,-0.011,0.974,0.415,0.254,-15.885,42.346,-29.636,-29.776,-6.586,-119.392
1743403878.41,-0.122,0.127,-0.011,0.927,0.275,0.311,-15.179,41.787,-30.893,-28.749,-5.934,-118.894
1743403878.43,-0.124,0.037,-0.026,1.045,0.245,0.275,-14.787,41.442,-31.785,-27.657,-5.432,-118.396
1743403878.45,-0.061,-0.040,0.017,1.095,0.261,0.274,-14.229,40.707,-32.704,-26.455,-4.895,-117.925
1743403878.46,-0.017,-0.091,-0.087,1.000,0.389,0.115,-13.943,39.788,-33.776,-25.274,-4.382,-117.564
1743403878.49,-0.058,-0.083,-0.105,0.863,0.365,-0.014,-13.483,39.059,-34.546,-24.217,-3.869,-117.437
1743403878.50,-0.053,0.017,-0.021,0.823,0.265,0.030,-13.279,38.489,-35.351,-23.269,-3.486,-117.385
1743403878.53,0.010,0.032,0.020,0.935,0.193,0.006,-12.888,37.847,-36.275,-22.282,-3.178,-117.290
1743403878.55,0.116,-0.108,0.252,1.191,-0.059,-0.031,-12.818,37.032,-36.922,-21.070,-3.061,-117.241
1743403878.56,0.220,-0.386,-0.087,1.076,0.048,-0.233,-12.832,35.958,-38.003,-19.725,-3.174,-117.314
1743403878.58,0.023,-0.221,-0.181,1.067,0.361,-0.375,-12.950,35.160,-38.752,-18.510,-2.968,-117.633
1743403878.60,0.017,0.002,0.045,0.963,0.287,-0.242,-12.814,34.132,-39.577,-17.320,-2.741,-117.968
1743403878.62,0.125,0.030,0.064,0.868,0.555,0.101,-12.574,33.494,-40.312,-16.271,-2.258,-117.997
1743403878.64,-0.025,-0.034,0.114,0.698,0.559,0.241,-11.760,32.697,-40.766,-15.382,-1.541,-117.731
1743403878.66,0.080,-0.022,-0.151,0.760,0.503,0.201,-11.247,32.341,-41.398,-14.589,-0.846,-117.429
1743403878.68,0.134,-0.039,-0.151,0.920,0.269,0.126,-10.886,31.601,-42.162,-13.622,-0.367,-117.232
1743403878.70,0.101,-0.037,-0.001,0.867,0.325,0.256,-10.356,30.837,-42.567,-12.584,-0.021,-117.012
1743403878.72,-0.076,-0.036,0.077,0.685,0.674,0.524,-9.945,30.168,-43.335,-11.685,0.626,-116.553
1743403878.74,-0.261,-0.033,0.145,0.563,0.931,0.565,-8.830,29.691,-43.617,-10.994,1.723,-115.884
1743403878.76,-0.033,0.024,-0.042,0.835,0.399,0.356,-7.773,29.187,-44.199,-10.185,2.635,-115.360
1743403878.78,0.201,-0.168,-0.082,0.916,0.106,0.368,-7.111,28.585,-44.739,-9.156,2.919,-114.985
1743403878.80,-0.011,-0.025,-0.008,0.888,0.346,0.283,-6.801,27.784,-45.258,-8.090,3.216,-114.619
1743403878.82,-0.225,-0.096,0.006,0.798,0.646,0.120,-6.177,26.880,-45.593,-7.128,3.823,-114.442
1743403878.84,-0.075,-0.020,-0.128,0.826,0.624,0.074,-5.339,26.078,-45.968,-6.196,4.583,-114.375
1743403878.86,0.011,0.017,-0.027,1.097,-0.054,-0.026,-4.684,25.275,-46.475,-5.128,4.990,-114.403
1743403878.88,0.145,0.096,-0.245,1.273,-0.440,0.146,-4.926,23.944,-47.111,-3.734,4.608,-114.441
1743403878.90,-0.023,-0.038,0.066,1.041,-0.052,0.091,-4.899,22.958,-47.594,-2.400,4.300,-114.335
1743403878.92,-0.145,-0.062,-0.035,0.854,0.279,-0.115,-4.798,21.817,-48.201,-1.323,4.461,-114.398
1743403878.94,-0.048,-0.021,-0.105,0.758,0.332,-0.138,-4.580,21.092,-48.461,-0.416,4.826,-114.596
1743403878.96,0.018,0.007,-0.126,0.779,0.143,-0.158,-4.292,20.107,-48.593,0.420,5.142,-114.788
1743403878.98,0.021,0.033,-0.251,0.931,-0.243,-0.260,-4.326,19.367,-48.943,1.382,5.064,-115.078
1743403879.00,0.045,0.008,-0.102,0.806,-0.297,-0.347,-4.425,18.395,-49.576,2.363,4.739,-115.478
1743403879.02,0.045,-0.003,-0.168,0.613,-0.132,-0.297,-4.722,17.615,-49.759,3.144,4.531,-115.871
1743403879.04,0.010,-0.015,-0.196,0.395,-0.039,-0.220,-4.972,17.036,-50.056,3.676,4.458,-116.159
1743403879.06,0.031,-0.014,-0.220,0.238,-0.062,-0.156,-5.155,16.361,-50.159,4.024,4.427,-116.359
1743403879.08,0.048,-0.022,-0.316,0.189,-0.222,-0.157,-5.284,16.200,-50.332,4.243,4.296,-116.517
1743403879.10,0.093,-0.034,-0.325,0.019,-0.363,-0.143,-5.719,16.038,-50.125,4.368,3.954,-116.671
1743403879.12,0.090,-0.067,-0.315,-0.215,-0.336,-0.096,-6.010,16.241,-50.078,4.260,3.546,-116.782
1743403879.14,0.023,-0.088,-0.247,-0.567,-0.235,0.001,-6.358,16.193,-49.997,3.814,3.217,-116.787
1743403879.16,0.055,-0.060,-0.308,-0.842,-0.132,0.114,-6.742,16.602,-50.193,3.006,2.998,-116.651
1743403879.18,0.141,-0.080,-0.206,-1.131,-0.091,0.253,-6.994,17.353,-49.690,1.888,2.869,-116.389
1743403879.20,0.125,-0.003,-0.220,-1.389,-0.062,0.485,-7.008,18.783,-49.225,0.470,2.775,-115.878
1743403879.22,0.046,-0.002,-0.293,-1.533,-0.158,0.588,-6.992,20.230,-48.442,-1.171,2.652,-115.166
1743403879.24,0.045,-0.082,-0.149,-1.830,-0.061,0.672,-7.029,21.591,-47.958,-3.054,2.543,-114.354
1743403879.26,-0.057,-0.072,-0.178,-2.015,-0.009,0.616,-6.873,23.548,-47.116,-5.221,2.564,-113.514
1743403879.28,-0.104,-0.092,-0.091,-2.130,0.132,0.478,-6.630,25.389,-46.234,-7.559,2.715,-112.785
1743403879.30,-0.108,-0.094,-0.085,-2.104,0.122,0.244,-6.514,27.587,-44.737,-9.960,2.952,-112.254
1743403879.32,-0.059,-0.129,-0.052,-2.017,-0.018,0.025,-6.388,29.386,-43.657,-12.318,3.075,-112.001
1743403879.34,0.047,-0.126,-0.117,-1.835,-0.342,-0.112,-6.434,31.433,-42.464,-14.509,2.873,-111.972
1743403879.36,0.107,-0.141,-0.055,-1.641,-0.531,-0.137,-6.931,33.017,-41.330,-16.494,2.363,-112.037
1743403879.38,0.060,-0.169,-0.014,-1.514,-0.664,-0.189,-7.585,34.423,-40.103,-18.294,1.627,-112.197
1743403879.40,0.112,-0.134,-0.034,-1.604,-0.627,-0.141,-8.230,35.742,-39.175,-20.055,0.807,-112.384
1743403879.42,0.161,-0.077,-0.022,-1.749,-0.530,-0.099,-9.152,36.994,-37.736,-21.985,0.116,-112.540
1743403879.44,0.127,-0.079,-0.013,-1.725,-0.590,-0.172,-9.738,38.129,-36.357,-23.981,-0.587,-112.753
1743403879.46,0.110,-0.118,-0.033,-1.604,-0.721,-0.237,-10.417,39.734,-34.669,-25.871,-1.444,-113.087
1743403879.48,0.080,-0.126,-0.028,-1.581,-0.773,-0.303,-10.961,40.810,-33.284,-27.676,-2.512,-113.540
1743403879.50,0.016,-0.119,-0.012,-1.559,-0.660,-0.395,-11.870,41.842,-31.777,-29.441,-3.590,-114.126
1743403879.52,-0.028,-0.114,-0.001,-1.584,-0.637,-0.497,-12.599,42.842,-30.340,-31.184,-4.718,-114.909
1743403879.54,-0.006,-0.110,0.031,-1.693,-0.621,-0.543,-13.629,43.856,-28.888,-32.992,-5.907,-115.848
1743403879.56,-0.016,-0.094,-0.033,-1.767,-0.680,-0.560,-14.628,44.523,-27.174,-34.881,-7.228,-116.928
1743403879.58,0.015,-0.084,-0.041,-1.909,-0.636,-0.532,-15.512,45.314,-25.194,-36.869,-8.646,-118.088
1743403879.60,0.064,-0.097,0.020,-1.985,-0.513,-0.596,-16.497,46.025,-23.163,-38.968,-10.080,-119.395
1743403879.62,0.107,-0.103,0.067,-1.984,-0.403,-0.665,-17.146,46.929,-21.196,-41.068,-11.556,-120.925
1743403879.64,0.117,-0.090,0.014,-1.866,-0.474,-0.701,-17.935,47.602,-18.995,-43.049,-13.152,-122.616
1743403879.66,0.132,-0.068,-0.004,-1.761,-0.605,-0.717,-18.839,48.224,-17.013,-44.864,-15.006,-124.443
1743403879.68,0.099,-0.073,-0.028,-1.707,-0.793,-0.803,-19.769,48.484,-15.010,-46.517,-17.214,-126.442
1743403879.70,0.089,-0.061,-0.015,-1.798,-1.021,-0.892,-20.698,48.710,-12.867,-48.099,-19.953,-128.773
1743403879.72,0.130,-0.021,0.074,-1.948,-1.000,-0.860,-21.886,48.997,-10.405,-49.718,-23.109,-131.430
1743403879.74,0.129,-0.030,0.131,-2.040,-0.833,-0.696,-23.018,49.132,-8.356,-51.423,-26.306,-134.237
1743403879.76,0.050,-0.009,0.066,-1.905,-0.685,-0.553,-23.942,48.903,-6.025,-53.088,-29.369,-137.071
1743403879.78,0.009,-0.044,-0.011,-1.739,-0.803,-0.247,-24.453,48.983,-3.656,-54.646,-32.171,-139.551
1743403879.80,-0.024,-0.049,-0.014,-1.667,-0.970,-0.270,-24.881,48.754,-1.601,-56.106,-35.069,-141.859
1743403879.82,-0.020,-0.071,0.094,-1.799,-0.871,-0.344,-25.169,48.981,0.900,-57.460,-38.394,-144.571
1743403879.84,-0.015,-0.112,0.164,-1.864,-0.826,-0.158,-25.197,48.644,2.989,-58.883,-41.889,-147.613
1743403879.86,0.002,-0.110,-0.005,-1.665,-1.066,-0.007,-25.625,48.597,5.019,-60.303,-45.467,-150.521
1743403879.88,0.020,-0.117,-0.070,-1.439,-0.919,0.008,-25.639,48.037,7.262,-61.500,-48.953,-153.189
1743403879.90,0.031,-0.123,0.054,-1.502,-0.598,-0.067,-25.540,47.819,9.439,-62.532,-52.267,-156.008
1743403879.92,0.032,-0.136,0.042,-1.592,-0.634,-0.026,-25.358,47.541,11.243,-63.509,-55.821,-159.287
1743403879.94,0.045,-0.082,0.017,-1.648,-0.899,0.281,-25.335,47.206,13.082,-64.602,-59.792,-162.745
1743403879.96,0.070,-0.021,0.099,-1.618,-0.838,0.669,-24.763,46.935,14.918,-65.979,-63.843,-166.103
1743403879.98,0.045,0.019,0.041,-1.434,-0.848,0.672,-23.959,46.746,16.885,-67.446,-67.743,-169.358
1743403880.00,0.015,0.019,-0.099,-1.086,-0.962,0.287,-23.092,46.494,18.501,-68.468,-71.648,-172.465
1743403880.02,0.007,-0.084,-0.077,-0.698,-0.941,0.039,-22.507,46.359,20.276,-68.908,-75.122,-175.053
1743403880.04,-0.019,-0.134,-0.080,-0.488,-0.971,0.126,-21.839,46.051,21.509,-69.132,-77.827,-176.783
1743403880.06,-0.036,-0.090,-0.030,-0.673,-0.882,0.313,-21.203,45.823,22.695,-69.505,-80.408,-178.406
1743403880.08,-0.008,-0.007,0.053,-0.995,-0.654,0.390,-20.710,45.317,23.318,-70.040,-83.721,178.984
1743403880.10,0.024,0.021,0.076,-1.012,-0.467,0.428,-20.073,44.977,24.531,-70.609,-87.570,175.540
1743403880.12,-0.007,0.005,0.028,-0.561,-0.158,0.370,-19.289,44.728,25.584,-71.079,-90.602,172.717
1743403880.14,-0.039,-0.058,-0.000,-0.110,0.118,0.311,-18.806,44.505,26.356,-71.460,-91.654,171.567
1743403880.16,-0.086,-0.071,-0.042,-0.030,-0.146,0.288,-18.483,44.317,26.837,-71.797,-91.791,171.362
1743403880.18,-0.158,-0.011,-0.124,-0.148,-0.686,0.216,-18.153,44.267,27.089,-72.084,-92.637,171.000
1743403880.20,-0.153,0.023,-0.037,-0.127,-0.534,0.193,-17.632,44.208,27.170,-72.303,-93.964,170.386
1743403880.22,-0.100,-0.013,0.118,-0.013,-0.025,0.170,-17.196,44.250,27.617,-72.502,-94.587,170.062
1743403880.24,-0.107,-0.049,0.188,0.000,0.271,0.099,-16.835,44.202,27.966,-72.661,-94.409,170.042
1743403880.26,-0.153,-0.060,0.099,-0.086,0.035,0.004,-16.761,44.183,27.974,-72.715,-94.369,169.858
1743403880.28,-0.166,-0.027,0.019,-0.108,-0.249,-0.075,-16.838,44.081,27.818,-72.659,-94.882,169.467
1743403880.30,-0.065,0.009,0.022,-0.033,-0.195,-0.074,-16.865,43.952,28.039,-72.556,-95.405,169.195
1743403880.32,0.001,0.009,-0.015,0.041,-0.121,-0.029,-16.773,44.145,28.354,-72.498,-95.523,169.242
1743403880.34,0.014,0.014,-0.033,0.067,-0.086,0.009,-16.606,43.962,28.239,-72.494,-95.448,169.445
1743403880.36,-0.017,0.002,0.008,0.138,0.031,0.019,-16.613,44.065,28.205,-72.513,-95.123,169.819
1743403880.38,-0.087,-0.032,0.071,0.183,0.121,0.008,-16.451,44.050,28.171,-72.540,-94.446,170.431
1743403880.40,-0.133,-0.041,0.057,0.197,0.057,-0.013,-16.489,44.176,27.892,-72.552,-93.637,171.166
1743403880.42,-0.135,-0.038,0.047,0.192,0.052,-0.054,-16.595,44.319,27.559,-72.529,-92.879,171.914
1743403880.44,-0.083,-0.045,0.087,0.195,0.233,-0.071,-16.747,44.753,27.382,-72.461,-92.030,172.645
1743403880.46,-0.051,-0.049,0.110,0.218,0.306,-0.093,-17.015,44.614,26.950,-72.368,-90.966,173.415
1743403880.48,-0.047,-0.039,0.084,0.250,0.103,-0.145,-17.097,44.859,26.465,-72.221,-89.911,174.259
1743403880.50,-0.031,-0.028,0.029,0.322,-0.180,-0.202,-17.278,45.110,26.368,-71.997,-89.013,175.270
1743403880.52,-0.020,-0.008,0.023,0.413,-0.274,-0.234,-17.486,45.175,25.747,-71.735,-88.031,176.595
1743403880.54,-0.022,-0.021,0.036,0.533,-0.195,-0.236,-17.675,45.389,25.566,-71.439,-86.734,178.250
1743403880.56,-0.051,-0.046,0.060,0.643,-0.068,-0.226,-17.862,45.595,24.933,-71.131,-84.960,-179.716
1743403880.58,-0.107,-0.041,0.086,0.728,0.283,-0.300,-17.896,45.839,24.195,-70.754,-82.698,-177.426
1743403880.60,-0.130,-0.039,0.052,0.823,0.779,-0.362,-18.499,45.923,23.119,-70.245,-79.782,-174.965
1743403880.62,-0.136,-0.040,0.046,0.899,1.316,-0.428,-19.314,46.468,22.018,-69.602,-76.214,-172.444
1743403880.64,-0.151,-0.021,-0.010,0.974,1.715,-0.512,-20.340,46.719,20.392,-68.800,-72.115,-169.916
1743403880.66,-0.170,-0.066,0.027,0.917,2.061,-0.610,-21.271,46.678,18.677,-67.821,-67.921,-167.722
1743403880.68,-0.190,-0.137,0.012,0.850,1.929,-0.662,-22.557,46.624,16.985,-66.747,-64.114,-166.117
1743403880.70,-0.054,-0.116,-0.065,0.836,1.659,-0.754,-23.902,46.927,15.247,-65.600,-61.006,-164.906
1743403880.72,0.076,-0.071,-0.015,1.013,1.465,-0.866,-24.909,46.685,13.375,-64.264,-58.278,-163.888
1743403880.74,0.148,-0.008,0.016,1.365,0.850,-0.643,-26.211,46.644,11.372,-62.754,-55.656,-162.467
1743403880.76,0.297,0.126,-0.118,1.743,0.465,0.029,-26.634,46.806,9.715,-61.462,-52.625,-159.766
1743403880.78,0.217,0.167,-0.074,1.661,0.755,0.162,-26.817,47.208,7.727,-60.278,-48.938,-156.371
1743403880.80,0.192,0.115,0.040,0.998,0.819,0.278,-26.592,47.445,5.993,-59.434,-45.907,-153.818
1743403880.82,0.192,0.055,0.157,0.951,0.950,0.452,-26.218,47.896,4.588,-58.994,-43.065,-151.793
1743403880.84,0.074,0.015,-0.065,1.411,0.602,0.297,-25.954,48.160,3.234,-58.293,-40.195,-149.420
1743403880.86,0.043,-0.055,-0.023,1.661,0.245,0.241,-25.594,48.520,1.584,-57.070,-37.550,-146.894
1743403880.88,0.073,-0.040,0.024,1.487,0.219,0.411,-25.417,48.372,-0.463,-55.816,-35.285,-144.384
1743403880.90,0.096,0.012,0.118,1.217,0.505,0.407,-24.966,48.521,-1.976,-54.837,-33.052,-142.170
1743403880.92,0.070,-0.044,-0.018,1.504,0.488,0.402,-24.774,48.732,-3.631,-53.811,-30.772,-140.158
1743403880.94,-0.046,-0.111,-0.214,2.021,0.006,0.313,-24.152,48.659,-5.290,-52.230,-28.664,-137.858
1743403880.96,-0.069,-0.157,-0.163,1.927,-0.136,0.126,-24.102,48.441,-7.233,-50.336,-27.192,-135.797
1743403880.98,0.013,-0.158,-0.051,1.476,0.240,0.020,-23.975,48.435,-8.948,-48.596,-26.044,-134.325
1743403881.00,0.136,-0.083,0.187,1.007,0.665,0.153,-23.919,47.996,-10.506,-47.373,-24.815,-133.340
1743403881.02,0.212,0.029,0.308,1.129,0.974,0.488,-23.430,47.753,-11.688,-46.477,-22.947,-132.186
1743403881.04,0.022,-0.065,-0.132,1.833,0.420,0.634,-22.838,47.639,-13.478,-45.145,-20.846,-130.385
1743403881.06,0.036,0.040,-0.226,1.538,0.350,0.356,-22.346,47.429,-15.257,-43.428,-19.237,-128.675
1743403881.08,0.071,-0.006,0.111,1.058,0.323,0.312,-21.665,47.148,-16.711,-42.207,-18.127,-127.606
1743403881.10,-0.031,-0.008,0.173,1.277,0.458,0.336,-21.327,46.719,-17.743,-41.069,-17.039,-126.615
1743403881.12,-0.046,-0.077,0.090,1.677,0.639,0.312,-20.546,46.345,-19.550,-39.568,-15.685,-125.520
1743403881.14,-0.047,-0.060,-0.233,1.664,0.603,0.211,-20.246,45.777,-21.383,-37.714,-14.284,-124.511
1743403881.16,0.053,0.055,-0.116,0.941,0.397,0.445,-19.798,45.158,-22.956,-36.336,-13.256,-123.671
1743403881.18,-0.040,0.012,0.111,0.760,0.500,0.714,-18.973,45.011,-23.833,-35.614,-12.155,-122.606
1743403881.20,-0.065,-0.017,0.130,1.012,0.823,0.599,-18.079,44.708,-24.807,-34.789,-10.690,-121.438
1743403881.22,-0.028,-0.100,-0.025,1.370,0.645,0.405,-17.239,44.235,-26.016,-33.543,-9.266,-120.486
1743403881.24,-0.037,-0.113,-0.141,1.327,0.300,0.290,-16.526,43.843,-27.560,-32.022,-8.339,-119.742
1743403881.26,-0.040,-0.050,-0.018,1.050,0.267,0.221,-15.962,43.127,-28.705,-30.740,-7.759,-119.192
1743403881.28,-0.030,-0.008,0.112,1.128,0.363,0.229,-15.475,42.280,-29.570,-29.567,-7.159,-118.718
1743403881.30,0.038,-0.021,0.088,1.447,0.215,0.296,-14.998,41.749,-30.831,-28.154,-6.538,-118.173
1743403881.32,0.042,-0.070,-0.060,1.518,0.106,0.272,-14.428,40.843,-32.029,-26.448,-6.102,-117.571
1743403881.34,-0.116,-0.086,-0.086,1.155,0.329,0.126,-14.230,40.032,-33.102,-24.954,-5.717,-117.143
1743403881.36,-0.121,-0.041,0.059,1.124,0.538,0.068,-13.825,39.142,-34.348,-23.713,-5.055,-116.876
1743403881.38,0.011,-0.003,0.007,1.383,0.167,-0.126,-13.485,38.187,-35.342,-22.280,-4.613,-116.773
1743403881.40,0.115,-0.077,0.091,1.424,0.000,-0.282,-13.733,37.034,-36.523,-20.636,-4.574,-116.879
1743403881.42,0.093,-0.164,0.037,1.527,-0.034,-0.513,-13.681,35.898,-37.708,-18.926,-4.714,-117.218
1743403881.44,0.039,-0.108,-0.031,1.426,0.120,-0.511,-14.060,34.612,-38.979,-17.171,-4.828,-117.698
1743403881.46,0.017,0.004,-0.002,1.278,0.234,-0.381,-14.130,33.378,-39.814,-15.591,-4.724,-118.082
1743403881.48,0.128,-0.043,0.002,1.200,0.232,-0.248,-14.017,32.087,-41.000,-14.172,-4.516,-118.313
1743403881.49,0.111,-0.033,-0.052,1.240,0.322,-0.140,-13.832,30.819,-41.667,-12.751,-4.250,-118.401
1743403881.52,0.005,-0.020,0.035,1.129,0.511,-0.135,-13.775,29.789,-42.228,-11.385,-3.777,-118.459
1743403881.54,0.097,0.031,-0.116,1.052,0.729,0.015,-13.020,28.850,-43.050,-10.145,-3.076,-118.433
1743403881.55,0.033,-0.006,-0.067,0.976,0.676,0.114,-12.361,27.877,-43.970,-8.998,-2.239,-118.292
1743403881.57,0.012,0.028,0.006,1.135,0.207,0.146,-11.734,27.075,-44.611,-7.810,-1.614,-118.055
1743403881.59,0.096,-0.042,-0.178,1.351,-0.146,0.035,-11.515,25.808,-45.449,-6.379,-1.617,-117.900
1743403881.61,0.150,-0.088,-0.021,1.205,0.008,0.023,-11.410,24.653,-45.883,-4.875,-1.724,-117.791
1743403881.63,-0.001,-0.126,-0.030,0.978,0.248,-0.100,-11.344,23.423,-46.733,-3.658,-1.572,-117.763
1743403881.65,-0.012,-0.048,-0.078,0.838,0.438,-0.146,-11.079,22.511,-47.212,-2.611,-1.173,-117.867
1743403881.67,0.032,0.018,-0.121,0.727,0.505,-0.040,-10.421,21.807,-47.566,-1.723,-0.631,-117.935
1743403881.69,0.019,0.045,-0.158,0.714,0.351,0.026,-10.154,21.289,-47.698,-0.908,-0.138,-117.887
1743403881.71,-0.007,0.104,-0.193,0.723,0.032,0.158,-9.487,20.521,-48.230,-0.089,0.061,-117.744
1743403881.73,-0.006,0.048,-0.239,0.676,-0.033,0.203,-9.427,20.027,-48.097,0.722,0.036,-117.468
1743403881.75,-0.017,-0.004,-0.195,0.546,-0.007,0.158,-9.414,19.312,-48.402,1.414,0.016,-117.204
1743403881.77,-0.082,-0.003,-0.319,0.517,-0.188,0.056,-9.342,18.887,-48.651,2.035,-0.094,-117.034
1743403881.79,-0.101,-0.038,-0.228,0.306,-0.193,-0.047,-9.517,18.060,-49.118,2.500,-0.321,-116.987
1743403881.81,-0.088,-0.035,-0.296,0.110,-0.156,-0.130,-9.642,18.069,-48.848,2.744,-0.502,-117.025
1743403881.83,-0.068,-0.056,-0.315,-0.090,-0.179,-0.183,-10.148,17.731,-49.057,2.762,-0.686,-117.185
1743403881.85,0.001,-0.021,-0.300,-0.358,-0.186,-0.085,-10.369,17.763,-48.835,2.511,-0.898,-117.315
1743403881.87,-0.023,-0.025,-0.299,-0.598,-0.181,-0.003,-10.748,17.903,-48.794,1.966,-1.091,-117.354
1743403881.89,0.011,-0.009,-0.311,-0.840,-0.135,0.147,-10.876,18.706,-48.532,1.147,-1.284,-117.269
1743403881.91,0.029,-0.020,-0.258,-1.131,-0.088,0.293,-11.009,19.374,-48.258,0.016,-1.424,-117.020
1743403881.93,0.008,-0.043,-0.228,-1.317,-0.052,0.314,-11.112,20.569,-47.901,-1.413,-1.483,-116.675
1743403881.95,0.038,-0.068,-0.198,-1.455,-0.113,0.262,-11.170,21.617,-47.269,-2.984,-1.575,-116.399
1743403881.97,0.083,-0.051,-0.177,-1.673,-0.103,0.363,-11.196,23.189,-46.509,-4.784,-1.677,-116.093
1743403881.99,-0.003,-0.086,-0.160,-1.904,-0.025,0.421,-11.291,24.950,-45.700,-6.854,-1.719,-115.701
