Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Pitch,Roll,Yaw
1743403873.68,1.306,-0.194,-0.960,-2.347,3.539,1.017,39.170,40.315,3.993,-32.088,65.011,29.743
1743403873.70,1.128,-0.330,-1.023,-1.441,3.761,1.521,39.538,39.169,8.258,-31.566,70.763,31.449
1743403873.72,1.073,-0.285,-0.881,-0.873,4.320,2.052,39.972,37.909,12.026,-29.995,76.386,32.231
1743403873.74,0.893,-0.240,-0.617,-0.750,4.497,2.544,40.089,35.971,15.837,-27.529,82.290,32.514
1743403873.76,0.438,-0.245,-0.450,-0.848,3.717,2.713,40.406,33.651,19.858,-24.590,87.600,32.594
1743403873.78,-0.045,-0.276,-0.408,-0.881,2.692,2.522,40.312,31.319,23.203,-21.563,91.707,32.457
1743403873.80,-0.449,-0.298,-0.406,-0.720,1.963,1.890,40.391,28.957,26.056,-18.994,94.644,32.063
1743403873.82,-0.507,-0.317,-0.312,-0.665,1.363,1.372,40.446,27.070,28.019,-17.016,96.703,31.517
1743403873.84,-0.619,-0.278,-0.171,-0.690,1.151,0.566,40.396,25.447,29.410,-15.815,98.297,30.989
1743403873.86,-0.667,-0.210,-0.187,-0.423,0.443,-0.160,40.020,24.241,30.849,-15.499,99.465,30.510
1743403873.88,-0.622,-0.212,-0.277,0.024,-0.323,-0.680,39.719,24.058,31.575,-15.936,99.585,29.720
1743403873.90,-0.343,0.014,-0.445,1.071,-0.613,-0.812,39.524,24.136,31.568,-16.920,98.907,28.301
1743403873.92,-0.117,-0.057,-0.301,1.324,-0.357,-1.178,39.632,25.378,30.967,-18.237,97.900,25.790
1743403873.94,-0.326,-0.009,0.164,-0.040,-0.627,-1.849,39.371,26.811,30.261,-20.021,97.146,24.181
1743403873.96,-0.427,0.109,0.382,-0.840,-1.404,-2.309,38.822,28.076,29.649,-22.358,96.523,24.414
1743403873.98,-0.124,0.080,-0.314,0.484,-1.852,-2.469,38.493,29.290,29.373,-25.050,94.682,24.426
1743403874.00,0.128,-0.029,-0.181,0.440,-1.287,-2.503,38.071,31.088,27.885,-27.913,92.628,23.951
1743403874.02,-0.052,-0.073,0.076,0.182,-0.403,-2.881,37.343,33.057,26.729,-30.987,91.588,23.681
1743403874.04,-0.042,0.177,0.090,0.348,-1.061,-2.876,35.883,35.036,26.337,-34.356,90.848,23.479
1743403874.06,0.250,0.435,0.079,1.105,-2.034,-2.399,34.629,36.833,25.754,-37.388,88.247,22.426
1743403874.08,0.635,0.436,0.086,1.442,-0.892,-1.418,33.931,38.916,23.938,-39.443,85.042,20.327
1743403874.10,0.386,0.237,-0.229,0.340,0.208,-1.110,33.197,40.300,22.294,-40.819,83.702,18.748
1743403874.12,0.065,0.112,-0.046,-0.404,0.529,-0.666,32.382,41.378,22.042,-41.808,84.261,18.730
1743403874.14,-0.125,0.101,-0.022,-0.619,-0.119,-0.390,31.634,41.828,22.411,-42.464,85.025,19.491
1743403874.16,-0.225,0.172,-0.046,-0.519,-0.319,-0.290,31.277,41.748,23.005,-42.886,85.264,20.357
1743403874.18,-0.183,0.222,0.005,-0.264,0.031,-0.276,31.392,41.585,23.352,-43.263,85.491,20.947
1743403874.20,0.060,0.192,0.025,-0.199,0.578,-0.112,31.036,41.692,23.482,-43.485,86.010,21.225
1743403874.22,0.198,-0.048,-0.029,-0.424,1.274,-0.841,30.995,41.676,23.939,-44.015,87.340,21.724
1743403874.24,0.113,-0.244,0.023,-0.100,2.505,-1.303,29.829,41.699,24.878,-45.294,89.816,22.151
1743403874.26,-0.056,-0.304,-0.038,0.416,2.475,-1.193,28.043,42.286,26.365,-46.784,92.725,21.948
1743403874.28,-0.093,-0.308,-0.128,0.820,0.739,-0.694,25.832,42.954,27.433,-47.872,93.810,20.922
1743403874.30,-0.009,-0.137,-0.056,0.577,-0.420,-1.072,24.418,43.636,27.738,-48.850,93.054,19.737
1743403874.32,-0.032,-0.123,0.046,0.234,-0.402,-1.746,23.593,44.156,27.226,-50.508,92.010,19.178
1743403874.34,-0.141,-0.261,0.139,0.170,0.730,-2.196,22.748,45.371,26.939,-52.765,91.973,18.946
1743403874.36,-0.168,-0.358,0.041,0.600,0.924,-2.319,20.789,45.823,26.844,-55.406,92.748,18.506
1743403874.38,-0.108,-0.319,-0.090,1.188,0.477,-2.477,18.301,46.940,26.759,-58.150,92.029,16.789
1743403874.40,-0.058,-0.238,-0.018,1.166,0.518,-3.103,15.841,47.771,26.065,-61.336,90.296,14.131
1743403874.42,-0.074,-0.164,-0.172,0.664,0.251,-3.773,13.193,48.781,25.320,-65.269,88.535,11.621
1743403874.44,-0.118,-0.183,-0.178,0.090,0.078,-4.341,9.856,49.995,24.954,-69.891,87.314,10.153
1743403874.46,-0.140,-0.342,-0.077,-0.197,-0.265,-4.818,6.022,50.653,24.550,-75.143,86.603,9.429
1743403874.48,-0.139,-0.510,-0.117,-0.799,-1.353,-4.946,1.802,50.517,24.488,-80.785,86.684,10.067
1743403874.50,-0.076,-0.666,-0.026,-1.453,-2.410,-4.676,-2.123,50.105,24.951,-86.285,98.209,23.088
1743403874.52,0.030,-0.302,0.141,-2.146,-3.448,-5.275,-5.112,48.851,25.791,-87.012,-147.913,139.786
1743403874.54,-0.168,3.370,0.365,-1.688,-3.708,-7.130,-7.815,46.865,27.859,-79.595,-120.371,170.971
1743403874.56,0.177,1.467,-0.123,0.817,-5.711,-2.593,-11.210,44.239,30.396,-74.274,-116.428,-179.906
1743403874.58,0.045,0.175,-0.215,2.476,-4.366,-0.570,-12.018,42.921,31.438,-73.862,-114.044,-171.687
1743403874.60,-0.248,-0.156,-0.055,2.163,-1.609,-0.913,-9.942,43.689,31.190,-74.122,-107.380,-161.851
1743403874.62,-0.292,-0.116,0.039,1.102,-0.308,-1.029,-9.028,45.269,29.815,-73.403,-101.090,-154.831
1743403874.64,-0.340,-0.238,0.123,0.495,0.511,0.235,-9.428,45.864,28.609,-73.071,-97.947,-152.230
1743403874.66,-0.518,-0.205,0.072,0.432,1.375,0.242,-9.639,45.994,28.129,-73.536,-95.413,-151.216
1743403874.68,-0.453,-0.115,-0.003,0.627,2.293,-0.176,-9.978,46.408,27.483,-73.571,-91.307,-149.667
1743403874.70,-0.274,-0.053,-0.091,0.858,2.732,-0.259,-11.009,46.462,26.709,-73.288,-85.524,-147.194
1743403874.72,-0.192,-0.047,-0.085,0.950,2.590,-0.425,-12.438,47.014,25.541,-72.772,-79.232,-144.332
1743403874.74,-0.107,-0.019,-0.096,0.948,2.085,-0.588,-14.154,47.112,24.121,-71.944,-73.633,-141.755
1743403874.76,-0.036,0.007,-0.081,0.835,1.548,-0.678,-15.643,47.453,22.578,-70.924,-69.375,-139.933
1743403874.78,-0.022,0.035,-0.015,0.656,1.136,-0.727,-17.206,47.363,21.169,-69.866,-66.476,-138.914
1743403874.80,0.029,-0.037,0.108,0.372,0.899,-0.706,-18.516,47.340,20.213,-68.874,-64.733,-138.808
1743403874.82,0.142,-0.112,0.185,0.089,0.438,-0.556,-19.745,47.215,19.357,-68.096,-64.204,-139.492
1743403874.84,0.190,-0.178,0.322,-0.162,-0.104,-0.430,-20.439,47.183,18.790,-67.610,-64.669,-140.674
1743403874.86,0.235,-0.147,0.327,-0.286,-0.274,-0.259,-21.250,46.652,18.682,-67.369,-65.994,-142.644
1743403874.88,0.132,-0.113,0.338,-0.512,0.744,0.034,-21.469,46.476,18.744,-67.431,-66.783,-144.205
1743403874.90,0.038,-0.070,0.021,-0.684,0.644,-0.064,-21.593,46.186,18.991,-67.715,-67.418,-146.340
1743403874.92,-0.060,0.012,-0.208,-0.628,-0.313,-0.146,-21.717,45.893,19.447,-67.878,-69.095,-148.769
1743403874.94,-0.128,-0.014,-0.255,-0.362,-0.859,-0.241,-21.843,45.814,19.675,-67.869,-71.333,-150.803
1743403874.96,-0.140,-0.065,-0.166,-0.058,-0.696,-0.311,-21.794,45.605,20.380,-67.637,-73.067,-152.070
1743403874.98,-0.149,-0.085,-0.074,0.154,-0.235,-0.316,-21.753,45.518,20.441,-67.266,-73.692,-152.557
1743403875.00,-0.143,-0.065,-0.026,0.167,0.249,-0.294,-22.105,45.417,20.104,-66.879,-73.472,-152.725
1743403875.02,-0.136,-0.082,-0.062,0.131,0.574,-0.295,-22.607,45.385,19.722,-66.509,-72.829,-152.937
1743403875.04,-0.142,-0.061,-0.052,0.129,0.938,-0.329,-23.164,45.231,19.224,-66.133,-71.942,-153.262
1743403875.06,-0.175,-0.046,-0.104,0.189,1.188,-0.326,-23.841,45.514,18.289,-65.709,-70.500,-153.458
1743403875.08,-0.196,-0.010,-0.196,0.123,0.811,-0.376,-24.540,45.275,17.596,-65.279,-69.310,-153.758
1743403875.10,-0.043,0.099,-0.097,0.431,0.787,-0.244,-25.341,45.364,16.847,-64.828,-68.203,-153.866
1743403875.12,0.263,0.208,-0.111,0.865,0.968,-0.007,-25.828,45.356,15.628,-64.392,-65.771,-152.643
1743403875.14,0.368,0.105,0.196,1.131,1.161,0.122,-26.367,45.857,14.165,-63.995,-62.452,-150.691
1743403875.16,0.146,-0.040,-0.069,2.177,0.737,-0.104,-26.554,45.877,12.253,-63.100,-58.003,-147.378
1743403875.18,-0.011,-0.113,-0.187,2.630,-0.144,-0.193,-26.779,46.309,10.076,-61.330,-53.464,-142.930
1743403875.20,-0.089,-0.121,-0.019,2.131,0.384,0.016,-27.148,46.637,7.720,-59.507,-49.772,-139.014
1743403875.22,-0.033,-0.120,0.236,1.160,1.441,0.243,-27.546,46.638,5.705,-58.359,-46.139,-136.434
1743403875.24,0.042,-0.086,0.310,0.726,1.515,0.336,-27.392,46.924,3.900,-57.911,-42.908,-135.055
1743403875.26,0.002,-0.102,0.063,1.439,1.169,0.412,-27.193,47.201,2.409,-57.303,-39.618,-133.347
1743403875.28,-0.054,-0.047,0.027,2.066,0.725,0.414,-26.624,47.520,0.115,-55.985,-36.062,-130.726
1743403875.30,0.024,-0.010,-0.065,1.975,0.499,0.468,-26.422,47.575,-2.389,-54.283,-32.877,-127.984
1743403875.32,0.251,0.045,0.126,1.364,0.712,0.564,-26.034,47.713,-4.253,-52.976,-30.142,-125.796
1743403875.34,0.310,0.134,0.123,1.315,0.757,0.492,-25.535,47.880,-6.018,-51.995,-27.647,-124.105
1743403875.36,0.201,0.189,0.098,1.687,0.275,0.415,-25.089,47.893,-7.809,-50.699,-25.522,-122.511
1743403875.38,0.003,0.040,0.095,2.056,0.178,0.574,-24.476,47.776,-9.699,-48.968,-23.659,-120.676
1743403875.40,-0.080,-0.104,-0.049,1.908,0.338,0.747,-23.627,47.749,-11.565,-47.102,-21.571,-118.596
1743403875.42,0.017,-0.128,0.026,1.265,0.791,0.816,-22.907,47.549,-13.246,-45.714,-19.415,-116.759
1743403875.44,0.099,0.009,0.180,0.914,1.059,0.795,-21.826,47.600,-14.791,-44.876,-17.029,-115.292
1743403875.46,0.049,0.037,0.152,1.590,0.505,0.773,-20.726,47.590,-15.874,-43.838,-14.878,-113.870
1743403875.48,0.000,0.025,-0.155,1.981,0.260,0.629,-20.011,47.235,-17.865,-41.914,-13.290,-112.370
1743403875.50,0.104,0.084,0.034,1.192,0.281,0.703,-19.462,46.910,-19.551,-40.298,-12.018,-111.199
1743403875.52,-0.050,-0.030,-0.026,1.225,0.315,0.820,-18.423,46.623,-20.836,-39.209,-10.735,-109.997
1743403875.54,-0.156,-0.071,-0.014,1.470,0.383,0.554,-17.306,46.361,-22.049,-37.811,-9.485,-108.915
1743403875.56,-0.095,-0.157,-0.033,1.511,0.435,0.385,-16.784,45.696,-23.633,-36.195,-8.446,-108.198
1743403875.58,-0.029,-0.145,-0.086,1.284,0.607,0.265,-16.235,44.942,-25.284,-34.629,-7.407,-107.740
1743403875.60,-0.039,-0.025,-0.037,1.095,0.378,0.229,-15.701,44.435,-26.477,-33.350,-6.542,-107.475
1743403875.61,-0.028,0.088,0.035,1.144,0.413,0.247,-15.055,43.790,-27.821,-32.116,-5.869,-107.238
1743403875.63,-0.001,0.081,0.085,1.219,0.508,0.263,-14.679,42.981,-28.952,-30.801,-5.078,-106.996
1743403875.65,0.126,-0.024,0.034,1.357,0.488,0.427,-13.928,42.378,-30.161,-29.364,-4.187,-106.642
1743403875.67,0.148,-0.073,-0.202,1.083,0.469,0.337,-13.359,41.620,-31.413,-27.949,-3.319,-106.257
1743403875.69,0.040,-0.060,-0.043,0.856,0.510,0.306,-12.678,40.892,-32.216,-26.912,-2.596,-106.031
1743403875.71,-0.048,-0.018,0.066,0.982,0.553,0.376,-11.897,40.458,-33.170,-25.888,-1.732,-105.762
1743403875.73,-0.026,0.005,0.078,1.218,0.347,0.314,-11.201,39.890,-33.983,-24.631,-1.036,-105.507
1743403875.75,0.034,-0.075,-0.028,1.130,0.385,0.265,-10.919,39.071,-35.315,-23.261,-0.469,-105.331
1743403875.77,0.019,-0.068,-0.145,0.925,0.490,0.212,-10.550,38.421,-35.985,-22.102,0.139,-105.236
1743403875.79,0.026,-0.020,-0.033,1.006,0.365,0.130,-9.812,37.501,-36.942,-21.034,0.739,-105.233
1743403875.81,0.055,-0.035,0.016,1.200,0.114,-0.020,-9.435,36.743,-37.798,-19.752,1.003,-105.395
1743403875.83,0.103,-0.048,0.040,1.206,0.175,-0.033,-9.257,35.719,-38.568,-18.372,1.126,-105.653
1743403875.85,0.078,-0.045,0.057,1.140,0.100,0.070,-8.937,34.821,-39.613,-17.019,1.295,-105.844
1743403875.87,0.032,-0.070,-0.078,0.990,0.291,0.187,-8.738,33.778,-40.448,-15.796,1.526,-105.902
1743403875.89,0.000,-0.050,-0.017,0.897,0.461,0.249,-8.147,33.087,-40.979,-14.723,2.008,-105.844
1743403875.91,0.092,-0.046,0.015,0.818,0.651,0.376,-7.484,32.563,-41.641,-13.715,2.749,-105.678
1743403875.93,0.028,-0.054,-0.001,0.781,0.633,0.373,-6.607,31.869,-42.317,-12.818,3.590,-105.423
1743403875.95,0.080,-0.027,-0.004,0.909,0.315,0.348,-5.982,30.956,-42.788,-11.810,4.193,-105.235
1743403875.97,0.061,-0.047,-0.131,1.035,0.158,0.307,-5.250,30.390,-43.199,-10.696,4.528,-105.066
1743403875.99,-0.086,0.014,-0.121,1.046,0.101,0.170,-4.896,29.207,-44.028,-9.462,4.684,-105.013
1743403876.01,-0.065,-0.028,-0.097,0.914,0.275,0.070,-4.755,28.182,-44.403,-8.325,4.925,-105.103
1743403876.03,0.065,-0.018,-0.117,0.851,0.213,0.037,-4.158,27.535,-44.714,-7.331,5.212,-105.255
1743403876.05,0.003,-0.062,0.039,0.859,-0.055,0.029,-3.905,26.558,-45.288,-6.363,5.319,-105.409
1743403876.07,-0.108,0.059,-0.268,1.057,-0.403,-0.065,-3.999,25.776,-45.952,-5.292,5.037,-105.629
1743403876.09,-0.050,0.039,-0.078,0.912,-0.203,-0.091,-4.205,24.805,-46.368,-4.130,4.627,-105.914
1743403876.11,0.000,-0.006,-0.022,0.722,0.180,-0.151,-4.293,23.977,-46.693,-3.229,4.605,-106.213
1743403876.13,0.076,-0.029,-0.073,0.634,0.262,-0.176,-4.269,23.000,-46.991,-2.478,4.887,-106.569
1743403876.15,0.056,0.003,-0.116,0.669,0.033,-0.163,-3.858,22.526,-47.231,-1.760,5.069,-106.917
1743403876.17,-0.021,0.072,-0.236,0.750,-0.294,-0.131,-4.012,21.926,-47.592,-0.968,4.907,-107.240
1743403876.19,-0.075,0.032,-0.291,0.758,-0.436,-0.224,-4.466,20.921,-48.058,-0.112,4.477,-107.589
1743403876.21,0.019,-0.040,-0.188,0.657,-0.485,-0.353,-4.605,20.240,-48.154,0.686,3.953,-108.075
1743403876.23,0.114,-0.042,-0.192,0.453,-0.413,-0.295,-5.212,19.465,-48.431,1.287,3.456,-108.557
1743403876.25,0.027,-0.074,-0.186,0.207,-0.362,-0.268,-5.783,19.096,-48.625,1.661,3.026,-108.984
1743403876.27,-0.043,-0.052,-0.364,0.068,-0.377,-0.250,-6.414,18.836,-48.552,1.801,2.631,-109.359
1743403876.29,-0.087,-0.066,-0.293,-0.193,-0.399,-0.233,-6.814,18.885,-48.476,1.711,2.189,-109.720
1743403876.31,0.050,-0.075,-0.299,-0.430,-0.422,-0.153,-7.284,18.584,-48.626,1.364,1.719,-110.024
1743403876.33,0.088,-0.086,-0.211,-0.776,-0.460,-0.075,-7.960,19.314,-48.525,0.675,1.228,-110.218
1743403876.35,-0.011,-0.065,-0.321,-1.015,-0.451,-0.046,-8.586,19.886,-48.102,-0.349,0.701,-110.366
1743403876.37,-0.029,-0.057,-0.250,-1.295,-0.364,0.026,-9.186,20.789,-47.638,-1.671,0.228,-110.477
1743403876.39,0.026,-0.046,-0.245,-1.460,-0.312,0.117,-9.617,22.033,-46.815,-3.244,-0.142,-110.489
1743403876.41,-0.015,-0.072,-0.151,-1.579,-0.272,0.149,-9.888,23.528,-46.075,-5.001,-0.456,-110.443
1743403876.43,-0.037,-0.044,-0.180,-1.703,-0.277,0.142,-10.025,24.897,-45.333,-6.875,-0.764,-110.392
1743403876.45,0.004,-0.083,-0.156,-1.768,-0.231,0.128,-10.296,26.758,-44.444,-8.850,-1.028,-110.368
1743403876.47,0.020,-0.094,-0.062,-1.885,-0.206,0.049,-10.741,28.370,-43.345,-10.944,-1.277,-110.420
1743403876.49,0.025,-0.133,0.004,-1.981,-0.186,0.074,-10.981,29.947,-42.449,-13.165,-1.477,-110.508
1743403876.51,-0.012,-0.135,-0.176,-1.875,-0.326,0.010,-11.396,31.561,-41.222,-15.377,-1.779,-110.638
1743403876.53,0.105,-0.097,0.008,-1.870,-0.322,-0.033,-11.601,33.186,-39.980,-17.501,-2.188,-110.855
1743403876.55,0.134,-0.169,0.093,-1.766,-0.325,-0.045,-11.797,34.867,-38.576,-19.590,-2.583,-111.097
1743403876.57,0.148,-0.192,-0.089,-1.587,-0.522,-0.059,-12.271,36.420,-37.287,-21.492,-3.122,-111.372
1743403876.59,0.177,-0.128,-0.060,-1.564,-0.568,-0.088,-12.879,37.459,-36.047,-23.267,-3.829,-111.692
1743403876.61,0.135,-0.149,-0.021,-1.612,-0.587,-0.152,-13.535,38.574,-34.494,-25.060,-4.618,-112.107
1743403876.63,0.050,-0.154,-0.021,-1.720,-0.572,-0.244,-14.097,40.076,-33.115,-26.929,-5.471,-112.662
1743403876.65,0.028,-0.104,0.053,-1.879,-0.399,-0.225,-14.807,40.956,-31.128,-28.944,-6.303,-113.327
1743403876.67,0.054,-0.060,0.084,-1.845,-0.267,-0.174,-15.200,42.184,-29.513,-31.068,-6.937,-113.982
1743403876.69,0.086,-0.027,-0.024,-1.610,-0.404,-0.253,-15.833,43.276,-27.839,-32.980,-7.590,-114.656
1743403876.71,0.095,-0.039,-0.017,-1.592,-0.646,-0.397,-16.248,44.459,-26.215,-34.722,-8.617,-115.525
1743403876.73,0.032,-0.072,0.012,-1.673,-0.794,-0.524,-17.089,44.989,-24.429,-36.478,-10.035,-116.644
1743403876.75,-0.049,-0.095,0.020,-1.739,-0.764,-0.639,-17.979,45.589,-22.692,-38.260,-11.740,-118.054
1743403876.77,-0.051,-0.099,0.047,-1.824,-0.607,-0.619,-19.007,46.206,-20.722,-40.088,-13.461,-119.653
1743403876.79,0.015,-0.072,0.051,-1.886,-0.427,-0.590,-19.861,46.773,-18.722,-41.968,-15.087,-121.335
1743403876.81,0.070,-0.019,0.080,-1.985,-0.389,-0.607,-20.427,47.287,-16.775,-43.908,-16.695,-123.154
1743403876.83,0.062,-0.011,0.097,-1.915,-0.542,-0.626,-21.416,47.841,-14.540,-45.843,-18.572,-125.171
1743403876.85,0.038,-0.047,0.011,-1.612,-0.748,-0.628,-21.922,48.292,-12.614,-47.505,-20.727,-127.221
1743403876.87,0.033,-0.005,-0.005,-1.480,-0.924,-0.673,-22.716,48.494,-10.634,-48.841,-23.184,-129.309
1743403876.89,0.029,-0.018,0.060,-1.624,-0.840,-0.772,-23.777,48.286,-8.712,-50.100,-25.954,-131.695
1743403876.91,0.066,-0.037,0.094,-1.762,-0.711,-0.700,-24.627,48.250,-6.793,-51.431,-28.882,-134.426
1743403876.93,0.105,-0.064,0.004,-1.680,-0.656,-0.468,-25.516,48.356,-4.707,-52.804,-31.669,-137.071
1743403876.95,0.081,-0.063,0.033,-1.693,-0.701,-0.419,-25.935,48.251,-2.679,-54.133,-34.405,-139.593
1743403876.97,0.062,-0.100,0.086,-1.749,-0.613,-0.323,-26.490,48.082,-0.803,-55.484,-37.320,-142.303
1743403876.99,0.008,-0.084,-0.002,-1.616,-0.581,-0.268,-26.859,47.921,1.186,-56.780,-40.162,-145.016
1743403877.01,-0.012,-0.108,-0.011,-1.574,-0.531,-0.255,-27.139,47.846,3.308,-57.949,-43.023,-147.728
1743403877.03,-0.041,-0.098,0.005,-1.490,-0.523,-0.221,-27.345,47.646,5.070,-59.010,-45.955,-150.565
1743403877.05,-0.014,-0.108,-0.086,-1.268,-0.702,-0.182,-27.382,47.061,6.759,-59.907,-48.877,-153.224
1743403877.07,0.030,-0.123,-0.005,-1.221,-0.638,-0.125,-27.450,46.969,8.357,-60.662,-51.756,-155.715
1743403877.09,0.050,-0.133,0.036,-1.350,-0.483,-0.047,-27.447,46.630,9.897,-61.454,-54.599,-158.318
1743403877.11,0.044,-0.127,0.039,-1.544,-0.391,0.032,-27.386,46.498,11.554,-62.369,-57.706,-161.323
1743403877.13,0.053,-0.095,0.012,-1.587,-0.320,0.161,-27.168,46.172,13.035,-63.383,-60.977,-164.646
1743403877.15,0.040,-0.030,0.017,-1.487,-0.281,0.200,-26.728,45.767,14.447,-64.378,-64.368,-168.066
1743403877.17,0.066,0.021,-0.027,-1.260,-0.299,0.316,-26.661,45.214,16.282,-65.287,-67.451,-171.198
1743403877.19,0.081,0.058,-0.028,-1.093,-0.507,0.370,-26.090,45.039,17.352,-66.142,-70.389,-173.961
1743403877.21,0.093,0.033,0.013,-0.923,-0.665,0.432,-25.727,44.554,18.738,-66.936,-73.223,-176.393
1743403877.23,0.069,0.018,-0.054,-0.873,-1.098,0.345,-24.858,44.658,19.984,-67.647,-76.271,-178.658
1743403877.25,-0.021,-0.058,-0.032,-0.694,-1.206,0.233,-24.320,44.399,21.259,-68.154,-79.663,179.098
1743403877.27,-0.093,-0.100,-0.016,-0.406,-1.111,0.192,-23.566,44.072,22.725,-68.491,-82.462,177.465
1743403877.29,-0.137,-0.067,-0.005,-0.106,-0.879,0.130,-22.754,44.005,23.757,-68.707,-84.268,176.701
1743403877.31,-0.144,-0.032,-0.038,-0.008,-0.777,0.167,-22.274,43.828,24.463,-68.868,-85.272,176.599
1743403877.33,-0.103,-0.003,0.022,-0.132,-0.481,0.232,-21.739,44.037,24.725,-69.117,-86.153,176.397
1743403877.35,-0.044,0.005,0.077,-0.165,-0.137,0.225,-21.112,43.902,25.165,-69.377,-86.947,175.879
1743403877.37,-0.006,-0.050,0.131,-0.088,0.081,0.311,-20.993,43.871,25.391,-69.694,-87.300,175.459
1743403877.39,-0.091,-0.058,0.079,0.005,-0.064,0.280,-20.741,43.886,25.531,-70.048,-87.357,175.314
1743403877.41,-0.220,-0.013,-0.050,0.171,-0.349,0.073,-20.314,44.057,25.787,-70.256,-87.305,175.592
1743403877.43,-0.257,-0.014,-0.013,0.263,-0.227,-0.084,-20.013,44.473,25.453,-70.224,-86.959,176.323
1743403877.45,-0.233,-0.054,0.040,0.244,0.001,-0.120,-20.171,44.521,25.363,-70.087,-86.251,177.141
1743403877.47,-0.196,-0.061,-0.014,0.178,0.023,-0.213,-20.030,44.169,25.091,-69.886,-85.645,177.755
1743403877.49,-0.040,-0.031,0.012,0.131,0.400,-0.206,-20.266,44.287,24.975,-69.617,-84.983,178.174
1743403877.51,0.060,-0.005,0.078,0.048,0.557,-0.119,-20.622,44.289,24.914,-69.420,-84.167,178.376
1743403877.53,0.083,0.010,0.074,0.032,0.338,-0.050,-20.922,44.315,24.493,-69.325,-83.572,178.421
1743403877.55,0.073,0.019,0.063,0.113,0.157,-0.015,-21.329,44.393,24.174,-69.283,-83.101,178.599
