Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1747685380.51,0.017,-0.008,-0.019,0.014,-0.040,0.000,-82.703,8.784,7.300
1747685380.52,0.018,0.005,-0.002,0.028,-0.038,-0.001,-82.686,8.752,7.291
1747685380.53,0.016,0.010,0.007,0.032,-0.027,0.000,-82.666,8.723,7.280
1747685380.54,0.006,0.006,0.009,0.017,-0.024,-0.005,-82.650,8.698,7.269
1747685380.55,-0.014,-0.002,0.009,0.004,-0.033,-0.004,-82.642,8.654,7.241
1747685380.56,-0.032,-0.005,0.001,-0.005,-0.025,-0.000,-82.640,8.623,7.227
1747685380.57,-0.032,-0.002,0.005,-0.012,-0.019,0.008,-82.641,8.634,7.251
1747685380.58,-0.021,0.006,0.013,-0.018,-0.001,0.003,-82.645,8.672,7.294
1747685380.59,-0.009,0.012,0.017,-0.026,0.021,-0.010,-82.655,8.695,7.312
1747685380.60,-0.003,0.009,0.021,-0.025,0.010,-0.017,-82.671,8.684,7.289
1747685380.61,-0.007,0.004,0.019,-0.028,-0.018,-0.023,-82.688,8.627,7.234
1747685380.62,-0.021,0.007,0.015,-0.029,-0.006,-0.029,-82.706,8.533,7.147
1747685380.63,-0.033,0.011,0.022,-0.025,0.012,-0.029,-82.726,8.410,7.022
1747685380.64,-0.033,0.002,0.026,-0.025,0.021,-0.020,-82.743,8.298,6.900
1747685380.65,-0.022,-0.006,0.013,-0.036,0.026,-0.010,-82.763,8.238,6.826
1747685380.66,-0.006,-0.005,0.005,-0.033,0.027,-0.008,-82.786,8.225,6.798
1747685380.67,0.013,0.001,-0.003,-0.016,0.036,-0.018,-82.803,8.203,6.758
1747685380.68,0.022,0.011,-0.009,0.001,0.045,-0.032,-82.811,8.119,6.649
1747685380.69,0.013,0.016,-0.012,-0.002,0.025,-0.034,-82.817,7.981,6.490
1747685380.70,0.001,0.008,-0.018,-0.005,0.004,-0.033,-82.824,7.817,6.317
1747685380.71,-0.002,-0.005,-0.029,-0.002,0.002,-0.030,-82.833,7.642,6.141
1747685380.72,0.008,-0.012,-0.030,0.005,0.023,-0.022,-82.839,7.492,5.984
1747685380.73,0.019,-0.014,-0.019,0.015,0.050,-0.011,-82.835,7.416,5.886
1747685380.74,0.021,-0.008,-0.011,0.017,0.077,-0.007,-82.827,7.389,5.823
1747685380.75,0.014,-0.003,-0.009,0.007,0.083,-0.004,-82.820,7.418,5.804
1747685380.76,0.006,-0.008,-0.008,-0.007,0.070,-0.009,-82.819,7.454,5.795
1747685380.77,0.004,-0.019,-0.013,-0.012,0.058,-0.007,-82.824,7.474,5.778
1747685380.78,0.010,-0.024,-0.018,-0.006,0.040,-0.001,-82.827,7.487,5.762
1747685380.79,0.024,-0.015,-0.018,0.017,0.025,0.005,-82.819,7.509,5.768
1747685380.80,0.030,0.003,-0.016,0.038,0.028,-0.011,-82.800,7.507,5.750
1747685380.81,0.019,0.017,-0.006,0.057,0.031,-0.028,-82.771,7.426,5.650
1747685380.82,-0.006,0.023,-0.015,0.050,0.048,-0.025,-82.739,7.316,5.518
1747685380.83,-0.036,0.012,-0.017,0.021,0.067,-0.011,-82.719,7.263,5.430
1747685380.84,-0.063,0.002,-0.010,0.003,0.085,-0.004,-82.713,7.273,5.398
1747685380.85,-0.072,-0.007,-0.011,0.003,0.132,0.006,-82.711,7.343,5.407
1747685380.86,-0.044,-0.011,0.007,0.018,0.183,0.012,-82.704,7.478,5.451
1747685380.87,-0.011,0.001,0.024,0.033,0.188,-0.007,-82.688,7.591,5.456
1747685380.88,-0.012,0.013,0.016,0.022,0.155,-0.017,-82.672,7.617,5.383
1747685380.89,-0.021,0.004,-0.007,0.003,0.125,-0.000,-82.665,7.644,5.330
1747685380.90,-0.010,-0.025,-0.026,0.001,0.132,0.011,-82.665,7.742,5.356
1747685380.91,0.019,-0.037,-0.026,0.025,0.164,-0.009,-82.657,7.814,5.345
1747685380.92,0.035,-0.014,-0.019,0.050,0.182,-0.041,-82.638,7.755,5.185
1747685380.93,0.019,0.016,-0.020,0.078,0.175,-0.066,-82.605,7.548,4.873
1747685380.94,-0.016,0.029,-0.028,0.091,0.147,-0.072,-82.563,7.267,4.497
1747685380.95,-0.046,0.026,-0.041,0.081,0.129,-0.061,-82.519,7.003,4.152
1747685380.96,-0.053,0.015,-0.046,0.058,0.150,-0.028,-82.484,6.844,3.913
1747685380.97,-0.033,-0.006,-0.039,0.039,0.203,-0.002,-82.458,6.836,3.803
1747685380.98,-0.002,-0.026,-0.026,0.028,0.244,0.025,-82.437,6.995,3.834
1747685380.99,0.027,-0.035,-0.022,0.012,0.232,0.047,-82.421,7.282,3.984
1747685381.00,0.057,-0.033,-0.027,0.005,0.169,0.058,-82.410,7.633,4.222
1747685381.01,0.083,-0.020,-0.042,-0.004,0.095,0.054,-82.406,7.945,4.461
1747685381.02,0.108,-0.004,-0.042,-0.001,0.025,0.041,-82.403,8.177,4.660
1747685381.03,0.124,0.013,-0.020,0.014,-0.038,0.023,-82.397,8.304,4.793
1747685381.04,0.113,0.023,-0.010,0.034,-0.090,-0.010,-82.382,8.266,4.792
1747685381.05,0.081,0.014,-0.016,0.031,-0.126,-0.020,-82.365,8.107,4.694
1747685381.06,0.050,-0.005,-0.015,0.030,-0.145,-0.012,-82.349,7.938,4.604
