Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1747665012.92,-0.038,0.037,0.031,0.002,0.052,-0.137,-77.314,-1.056,-14.243
1747665012.93,-0.036,0.033,0.043,0.008,0.038,-0.137,-77.307,-1.391,-14.613
1747665012.94,-0.032,0.029,0.053,0.023,0.025,-0.124,-77.294,-1.717,-14.964
1747665012.94,-0.025,0.018,0.057,0.027,0.018,-0.086,-77.276,-2.003,-15.270
1747665012.95,-0.015,0.010,0.049,0.012,0.020,0.010,-77.264,-2.066,-15.343
1747665012.96,0.005,0.042,0.045,-0.001,0.031,-0.043,-77.263,-2.093,-15.387
1747665012.97,-0.008,0.036,0.034,0.001,-0.002,-0.087,-77.266,-2.266,-15.574
1747665012.98,-0.005,-0.003,0.008,0.003,-0.024,-0.075,-77.266,-2.504,-15.807
1747665012.99,0.019,-0.019,-0.003,0.018,-0.040,-0.056,-77.264,-2.706,-15.994
1747665013.00,0.034,-0.021,-0.010,0.016,-0.036,-0.055,-77.259,-2.888,-16.157
1747665013.01,0.029,-0.012,-0.015,0.000,-0.023,-0.065,-77.262,-3.079,-16.333
1747665013.02,0.013,-0.012,-0.021,-0.002,0.019,-0.077,-77.273,-3.283,-16.540
1747665013.03,-0.005,-0.018,-0.032,0.003,0.049,-0.075,-77.280,-3.468,-16.749
1747665013.04,-0.015,-0.028,-0.041,0.027,0.058,-0.059,-77.276,-3.600,-16.918
1747665013.05,-0.002,-0.030,-0.047,0.033,0.079,-0.026,-77.261,-3.666,-17.024
1747665013.06,0.029,-0.024,-0.040,0.030,0.101,-0.015,-77.244,-3.645,-17.057
1747665013.07,0.059,-0.008,-0.030,0.030,0.098,-0.019,-77.225,-3.611,-17.083
1747665013.08,0.069,0.005,-0.023,0.024,0.059,-0.009,-77.208,-3.577,-17.096
1747665013.09,0.065,0.003,-0.013,0.018,0.020,-0.002,-77.195,-3.547,-17.089
1747665013.10,0.059,-0.009,-0.001,0.015,-0.026,0.004,-77.180,-3.532,-17.072
1747665013.11,0.057,-0.022,-0.005,0.019,-0.077,0.018,-77.164,-3.537,-17.046
1747665013.12,0.058,-0.032,-0.002,0.012,-0.120,0.033,-77.148,-3.537,-16.987
1747665013.13,0.065,-0.035,-0.009,0.024,-0.141,0.049,-77.130,-3.505,-16.876
1747665013.14,0.066,-0.023,-0.028,0.039,-0.129,0.040,-77.107,-3.441,-16.732
1747665013.15,0.040,-0.002,-0.035,0.060,-0.105,0.007,-77.076,-3.388,-16.611
1747665013.16,-0.016,0.021,-0.026,0.094,-0.078,-0.037,-77.029,-3.424,-16.597
1747665013.17,-0.091,0.036,-0.032,0.109,-0.028,-0.065,-76.967,-3.547,-16.692
1747665013.18,-0.146,0.038,-0.032,0.085,0.068,-0.066,-76.910,-3.679,-16.839
