Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1747663765.75,0.025,-0.005,-0.023,0.049,-0.064,0.024,-85.551,30.522,44.202
1747663765.77,0.020,0.011,-0.035,0.050,-0.086,0.025,-85.517,30.524,44.248
1747663765.78,0.005,0.008,-0.025,0.041,-0.056,0.025,-85.486,30.489,44.256
1747663765.78,0.002,-0.005,-0.004,0.016,0.002,0.031,-85.464,30.513,44.296
1747663765.79,0.000,0.001,0.008,0.004,0.038,0.027,-85.454,30.654,44.425
1747663765.80,-0.007,0.005,0.004,0.011,0.035,0.018,-85.450,30.781,44.530
1747663765.81,-0.005,0.003,-0.006,0.022,0.028,0.014,-85.441,30.855,44.587
1747663765.82,0.008,0.006,-0.001,0.026,0.025,0.021,-85.421,30.935,44.651
1747663765.83,0.009,0.008,0.005,0.028,0.006,0.022,-85.393,31.002,44.709
1747663765.84,-0.006,-0.001,0.003,0.030,-0.011,0.015,-85.364,31.000,44.709
1747663765.85,-0.015,-0.009,0.005,0.027,-0.002,0.009,-85.341,30.934,44.647
1747663765.86,-0.010,-0.009,0.006,0.028,0.024,0.008,-85.325,30.895,44.602
1747663765.87,-0.006,-0.002,0.001,0.035,0.045,0.003,-85.310,30.850,44.537
1747663765.88,-0.013,0.009,-0.003,0.045,0.045,-0.001,-85.293,30.721,44.382
1747663765.89,-0.015,0.011,0.001,0.038,0.044,-0.003,-85.273,30.545,44.180
1747663765.90,-0.007,0.004,0.012,0.015,0.031,0.006,-85.258,30.501,44.114
1747663765.91,0.002,-0.003,0.001,-0.008,-0.009,0.007,-85.255,30.569,44.176
1747663765.92,0.013,-0.017,-0.008,-0.010,-0.020,0.010,-85.259,30.647,44.265
1747663765.93,0.038,-0.026,-0.003,-0.001,-0.012,0.010,-85.262,30.686,44.313
1747663765.94,0.049,-0.012,-0.000,0.010,-0.022,0.017,-85.259,30.723,44.360
1747663765.95,0.038,0.005,-0.007,0.013,-0.044,0.007,-85.252,30.722,44.378
1747663765.96,0.009,0.015,-0.011,0.030,-0.064,-0.004,-85.242,30.592,44.280
1747663765.97,-0.006,0.013,-0.016,0.036,-0.049,-0.010,-85.229,30.369,44.089
1747663765.98,-0.009,0.008,-0.017,0.039,-0.033,-0.015,-85.218,30.166,43.908
1747663765.99,-0.004,-0.005,-0.020,0.050,-0.000,-0.021,-85.201,29.912,43.662
1747663766.00,-0.002,-0.018,-0.015,0.066,0.030,-0.018,-85.175,29.640,43.380
1747663766.01,-0.007,-0.027,-0.014,0.090,0.048,-0.016,-85.136,29.399,43.116
1747663766.02,-0.011,-0.009,-0.011,0.117,0.061,-0.005,-85.082,29.152,42.837
1747663766.03,-0.009,0.012,0.006,0.125,0.089,0.011,-85.016,28.908,42.549
1747663766.04,-0.009,0.016,0.019,0.144,0.080,0.036,-84.941,28.689,42.279
1747663766.05,-0.012,0.006,0.012,0.145,0.058,0.063,-84.853,28.522,42.071
1747663766.06,-0.011,-0.005,0.032,0.124,0.063,0.066,-84.766,28.481,41.995
1747663766.07,-0.017,-0.002,0.056,0.111,0.069,0.058,-84.688,28.487,41.963
1747663766.08,-0.027,0.008,0.052,0.107,0.067,0.043,-84.618,28.462,41.899
1747663766.09,-0.026,0.014,0.043,0.111,0.069,0.027,-84.553,28.349,41.747
1747663766.10,-0.011,0.009,0.043,0.107,0.043,0.016,-84.494,28.167,41.530
1747663766.11,0.010,0.005,0.032,0.119,0.008,0.011,-84.438,27.935,41.284
1747663766.12,0.028,0.006,0.019,0.134,-0.015,0.010,-84.377,27.650,41.000
1747663766.13,0.026,0.016,0.020,0.141,-0.049,-0.000,-84.312,27.276,40.642
1747663766.14,0.008,0.026,0.007,0.150,-0.073,0.011,-84.246,26.893,40.294
1747663766.15,-0.007,0.019,0.012,0.144,-0.044,0.026,-84.182,26.602,40.037
1747663766.16,-0.019,0.004,0.036,0.122,-0.026,0.024,-84.122,26.379,39.832
1747663766.17,-0.027,-0.008,0.029,0.105,-0.024,0.023,-84.071,26.204,39.671
1747663766.18,-0.013,-0.014,0.021,0.089,0.004,0.024,-84.028,26.104,39.576
1747663766.19,0.015,-0.016,0.023,0.079,0.022,0.026,-83.987,26.098,39.560
1747663766.20,0.028,-0.013,0.023,0.076,-0.013,0.026,-83.945,26.132,39.588
1747663766.21,0.034,-0.002,0.008,0.088,-0.070,0.029,-83.899,26.107,39.586
1747663766.22,0.040,0.005,-0.002,0.101,-0.127,0.029,-83.845,25.986,39.522
1747663766.23,0.040,0.011,-0.007,0.102,-0.152,0.030,-83.789,25.810,39.425
1747663766.24,0.027,0.012,-0.010,0.109,-0.173,0.024,-83.737,25.603,39.311
1747663766.25,0.012,0.010,-0.026,0.123,-0.174,0.025,-83.680,25.340,39.145
1747663766.26,-0.001,0.006,-0.019,0.118,-0.172,0.033,-83.617,25.113,39.015
1747663766.27,-0.008,-0.008,-0.004,0.110,-0.130,0.026,-83.554,24.965,38.955
1747663766.28,-0.004,-0.015,0.015,0.103,-0.083,0.027,-83.496,24.874,38.922
1747663766.29,-0.001,-0.012,0.015,0.099,-0.067,0.038,-83.436,24.842,38.931
1747663766.30,-0.003,-0.003,0.005,0.088,-0.052,0.045,-83.374,24.876,38.999
1747663766.31,-0.009,0.005,0.004,0.075,-0.052,0.049,-83.318,24.964,39.115
1747663766.32,-0.017,-0.001,-0.006,0.074,-0.073,0.042,-83.267,25.017,39.204
1747663766.33,-0.009,-0.005,-0.014,0.069,-0.056,0.037,-83.216,24.995,39.221
1747663766.34,0.024,-0.002,0.002,0.045,-0.043,0.038,-83.176,24.996,39.249
1747663766.35,0.041,0.004,0.007,0.056,-0.070,0.035,-83.144,25.009,39.294
1747663766.36,0.023,0.009,-0.015,0.074,-0.116,0.027,-83.107,24.967,39.305
