Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw,Altitude
1741962960.15,0.091,-0.076,0.044,-1.894,0.099,-0.362,-5.35,23.96,130.88,-0.45
1741962960.17,0.073,-0.117,0.032,-1.915,0.074,-0.246,-7.49,24.15,131.46,-0.45
1741962960.19,0.038,-0.166,0.011,-1.827,-0.043,-0.273,-9.57,24.27,132.10,-0.45
1741962960.21,-0.041,-0.160,0.029,-1.707,-0.168,-0.510,-11.57,24.21,132.53,-0.45
1741962960.23,-0.062,-0.159,-0.025,-1.832,-0.247,-0.546,-13.66,24.02,132.78,-0.45
1741962960.25,-0.019,-0.162,0.009,-1.853,0.115,-0.386,-15.81,24.03,133.17,-0.45
1741962960.27,-0.036,-0.154,0.025,-1.800,0.082,-0.422,-17.89,24.32,133.65,-0.45
1741962960.29,-0.045,-0.144,0.104,-1.735,0.086,-0.580,-19.97,24.50,133.98,-0.45
1741962960.31,-0.000,-0.120,0.015,-1.840,0.061,-0.547,-22.09,24.68,134.24,-0.45
1741962960.33,0.053,-0.073,0.015,-1.809,0.170,-0.418,-24.22,24.99,134.65,-0.45
1741962960.35,0.043,-0.063,-0.040,-1.845,0.131,-0.412,-26.30,25.36,135.17,-0.45
1741962960.37,0.060,-0.115,0.067,-1.836,0.286,-0.497,-28.43,25.86,135.67,-0.45
1741962960.39,0.102,-0.159,-0.018,-1.700,0.041,-0.497,-30.50,26.26,136.10,-0.45
1741962960.41,0.086,-0.146,0.055,-1.719,0.156,-0.550,-32.49,26.54,136.48,-0.45
1741962960.43,0.081,-0.129,0.013,-1.875,0.180,-0.554,-34.61,27.00,136.91,-0.45
1741962960.45,0.029,-0.063,0.067,-1.963,0.205,-0.580,-36.86,27.51,137.44,-0.45
1741962960.47,-0.036,-0.007,0.018,-1.850,0.080,-0.578,-39.11,28.06,137.99,-0.45
1741962960.49,-0.098,0.043,-0.060,-1.773,-0.225,-0.592,-41.24,28.27,138.50,-0.45
1741962960.51,-0.086,0.016,-0.037,-1.809,-0.127,-0.574,-43.35,28.37,139.01,-0.45
1741962960.53,-0.034,-0.033,0.029,-1.916,0.060,-0.527,-45.52,28.82,139.66,-0.45
1741962960.55,-0.041,-0.029,0.108,-1.852,-0.099,-0.508,-47.71,29.40,140.46,-0.45
1741962960.57,-0.037,-0.032,-0.025,-1.671,-0.366,-0.459,-49.72,29.70,141.22,-0.45
1741962960.59,0.008,-0.040,-0.011,-1.734,-0.364,-0.406,-51.63,29.89,142.06,-0.45
1741962960.61,0.036,-0.060,0.085,-1.868,-0.164,-0.381,-53.64,30.44,143.12,-0.45
1741962960.63,0.018,-0.064,0.091,-2.030,-0.149,-0.318,-55.75,31.40,144.49,-0.45
1741962960.65,0.003,-0.045,0.117,-2.118,-0.140,-0.180,-57.93,32.80,146.37,-0.49
1741962960.67,-0.005,-0.018,0.035,-1.918,-0.212,-0.032,-59.93,34.59,148.67,-0.49
1741962960.69,-0.044,-0.009,0.029,-1.730,-0.375,-0.040,-61.62,36.39,151.11,-0.49
1741962960.71,-0.094,-0.005,0.028,-1.628,-0.405,-0.311,-63.26,37.86,153.29,-0.49
1741962960.73,-0.085,0.002,0.005,-1.719,-0.323,-0.600,-65.07,39.00,155.03,-0.49
1741962960.75,-0.021,0.004,0.076,-1.922,-0.271,-0.687,-67.16,40.35,156.87,-0.49
1741962960.76,0.047,-0.013,0.167,-1.959,-0.177,-0.445,-69.29,42.55,159.52,-0.49
1741962960.78,0.049,-0.035,0.091,-1.722,-0.246,-0.073,-71.00,45.84,163.24,-0.49
1741962960.80,-0.011,-0.083,-0.076,-1.574,-0.292,-0.002,-72.27,49.67,167.63,-0.49
1741962960.82,-0.040,-0.108,-0.039,-1.508,-0.214,-0.152,-73.42,53.65,172.09,-0.49
1741962960.84,-0.030,-0.105,0.029,-1.574,0.006,-0.207,-74.59,58.16,176.93,-0.49
1741962960.86,-0.005,-0.088,0.026,-1.454,0.072,-0.149,-75.63,63.63,-177.50,-0.49
1741962960.88,-0.009,-0.071,-0.025,-1.244,-0.143,-0.058,-76.35,69.01,-171.90,-0.49
1741962960.90,-0.052,-0.034,-0.022,-1.205,0.139,-0.010,-76.82,74.45,-166.27,-0.49
1741962960.92,-0.108,0.001,-0.059,-1.098,0.462,-0.076,-77.15,80.41,-160.51,-0.49
1741962960.94,-0.130,0.030,-0.015,-0.903,0.626,-0.171,-77.43,85.99,-155.46,-0.49
1741962960.96,-0.121,0.031,-0.045,-0.746,0.542,-0.238,-77.69,90.89,-151.13,-0.49
1741962960.98,-0.079,0.005,-0.045,-0.673,0.612,-0.219,-77.92,95.29,-147.28,-0.49
1741962961.00,-0.027,0.000,-0.033,-0.608,0.835,-0.185,-78.05,99.70,-143.62,-0.49
1741962961.02,0.024,-0.005,-0.004,-0.511,0.914,-0.157,-78.11,103.84,-140.42,-0.49
1741962961.04,0.079,-0.012,-0.000,-0.437,0.848,-0.116,-78.12,107.55,-137.67,-0.49
1741962961.06,0.121,-0.017,0.031,-0.305,0.672,-0.003,-78.05,110.43,-135.62,-0.49
1741962961.08,0.130,-0.043,0.052,-0.220,0.523,0.144,-77.87,112.25,-134.46,-0.49
1741962961.10,0.086,-0.026,0.036,-0.247,0.379,0.281,-77.54,113.41,-133.81,-0.49
1741962961.12,-0.039,0.021,-0.028,-0.389,0.190,0.350,-77.05,114.52,-133.00,-0.49
1741962961.14,-0.152,0.063,-0.090,-0.382,0.020,0.173,-76.57,115.85,-131.75,-0.49
1741962961.16,-0.189,0.069,-0.103,-0.186,-0.014,0.029,-76.33,116.89,-130.65,-0.49
1741962961.18,-0.135,0.018,0.018,0.098,0.071,-0.003,-76.30,117.09,-130.49,-0.49
1741962961.20,-0.078,-0.003,0.116,0.199,0.065,-0.033,-76.41,116.51,-131.18,-0.49
1741962961.22,-0.043,-0.010,0.144,0.067,-0.032,-0.069,-76.53,116.01,-131.69,-0.49
1741962961.24,-0.004,-0.033,0.145,-0.163,-0.075,-0.067,-76.59,116.29,-131.30,-0.49
1741962961.26,0.039,-0.039,0.109,-0.371,-0.015,-0.032,-76.50,117.49,-129.98,-0.49
1741962961.28,0.068,-0.023,0.041,-0.478,0.037,0.013,-76.27,119.33,-128.07,-0.49
1741962961.30,0.029,0.013,-0.033,-0.448,0.012,0.072,-75.95,121.17,-126.19,-0.49
1741962961.32,-0.047,0.020,-0.095,-0.249,-0.103,0.015,-75.69,122.41,-124.85,-0.49
1741962961.34,-0.064,0.013,-0.051,-0.009,-0.205,-0.037,-75.63,122.71,-124.33,-0.49
1741962961.36,-0.037,0.002,0.024,0.004,-0.108,-0.035,-75.68,122.54,-124.26,-0.49
1741962961.38,-0.010,-0.007,0.045,-0.106,0.070,-0.046,-75.68,122.81,-123.94,-0.49
1741962961.40,0.015,-0.002,0.009,-0.146,0.066,-0.053,-75.65,123.52,-123.27,-0.49
1741962961.42,0.011,0.006,-0.031,-0.142,-0.032,-0.058,-75.61,124.22,-122.55,-0.49
1741962961.44,0.007,0.011,-0.039,-0.089,-0.141,-0.080,-75.60,124.75,-121.88,-0.49
1741962961.46,0.021,-0.008,0.000,-0.038,-0.134,-0.065,-75.63,125.01,-121.41,-0.49
1741962961.48,0.029,-0.009,0.025,-0.057,-0.065,-0.031,-75.64,125.17,-121.09,-0.49
1741962961.50,0.020,0.001,0.009,-0.111,-0.030,-0.010,-75.61,125.45,-120.72,-0.49
1741962961.52,-0.007,0.006,-0.020,-0.109,-0.089,0.004,-75.53,125.76,-120.31,-0.49
1741962961.54,-0.039,0.009,-0.025,-0.006,-0.170,-0.011,-75.49,125.80,-120.08,-0.49
1741962961.56,-0.045,0.012,0.005,0.091,-0.173,-0.007,-75.52,125.45,-120.20,-0.49
1741962961.58,-0.040,0.022,0.037,0.087,-0.061,-0.004,-75.58,124.97,-120.52,-0.49
1741962961.60,-0.037,0.017,0.041,0.057,0.041,-0.005,-75.63,124.73,-120.73,-0.49
1741962961.62,-0.034,-0.003,0.044,0.110,0.081,0.035,-75.68,124.48,-121.03,-0.49
1741962961.64,-0.041,-0.000,0.041,0.198,0.142,0.106,-75.73,123.91,-121.72,-0.49
1741962961.66,-0.056,0.040,0.032,0.297,0.227,0.165,-75.76,122.94,-122.91,-0.49
1741962961.68,-0.083,0.075,0.015,0.355,0.337,0.175,-75.80,121.70,-124.51,-0.49
1741962961.70,-0.113,0.071,-0.019,0.403,0.382,0.114,-75.88,120.39,-126.28,-0.49
1741962961.72,-0.120,0.027,-0.038,0.500,0.221,0.067,-76.04,118.78,-128.29,-0.49
1741962961.74,-0.092,-0.007,-0.008,0.645,-0.007,0.033,-76.30,116.43,-130.81,-0.49
1741962961.76,-0.051,-0.033,0.032,0.739,-0.129,0.014,-76.61,113.30,-133.93,-0.49
1741962961.78,-0.004,-0.037,0.056,0.743,-0.193,0.053,-76.89,109.68,-137.43,-0.49
1741962961.80,0.025,-0.012,0.046,0.694,-0.281,0.136,-77.04,105.89,-141.03,-0.49
1741962961.82,0.019,0.006,-0.008,0.708,-0.485,0.196,-77.04,101.92,-144.64,-0.49
1741962961.84,-0.023,-0.004,-0.038,0.843,-0.738,0.229,-76.95,97.30,-148.65,-0.49
1741962961.86,-0.081,-0.040,0.047,1.045,-0.762,0.213,-76.77,91.72,-153.45,-0.49
1741962961.88,-0.130,-0.053,0.172,1.196,-0.479,0.129,-76.54,85.58,-159.00,-0.49
1741962961.90,-0.149,-0.042,0.228,1.241,-0.061,0.041,-76.26,79.58,-164.83,-0.49
1741962961.92,-0.165,-0.030,0.267,1.183,0.375,-0.051,-75.95,74.27,-170.48,-0.49
1741962961.94,-0.170,0.001,0.286,0.990,0.569,-0.156,-75.68,69.96,-175.50,-0.49
1741962961.96,-0.144,0.056,0.256,0.548,0.473,-0.239,-75.55,66.95,-179.24,-0.49
1741962961.98,0.021,0.119,-0.268,0.183,-0.430,-0.268,-75.71,65.42,179.10,-0.49
1741962962.00,0.117,0.044,-0.229,0.880,-0.575,-0.127,-75.66,62.32,176.61,-0.49
1741962962.02,0.085,-0.042,0.021,1.394,0.136,-0.069,-75.07,57.41,171.78,-0.49
1741962962.04,0.106,-0.020,-0.054,1.491,0.516,0.039,-74.14,52.78,166.53,-0.49
1741962962.06,0.060,-0.050,-0.124,1.594,0.734,0.194,-72.92,49.17,162.03,-0.49
1741962962.08,0.018,-0.104,-0.053,1.549,0.801,0.202,-71.52,46.39,158.10,-0.49
1741962962.10,0.026,-0.127,-0.198,1.410,0.215,0.222,-70.18,44.04,154.99,-0.49
1741962962.12,0.116,-0.140,-0.047,1.525,0.370,0.325,-68.74,41.81,152.33,-0.49
1741962962.14,0.152,-0.156,0.031,1.431,0.420,0.566,-67.13,40.55,150.35,-0.49
1741962962.16,0.030,-0.110,-0.191,1.691,-0.253,0.636,-65.35,39.36,148.94,-0.49
1741962962.18,0.000,-0.076,-0.077,1.941,0.006,0.470,-63.29,37.41,147.07,-0.49
1741962962.20,0.062,-0.073,0.122,1.697,0.821,0.352,-61.32,36.17,145.09,-0.49
1741962962.22,0.094,-0.125,-0.013,1.270,0.318,0.582,-59.68,35.98,143.93,-0.49
1741962962.24,0.088,-0.101,0.129,1.378,-0.391,0.813,-58.00,35.48,143.53,-0.49
1741962962.26,0.129,-0.051,0.171,1.446,-0.216,0.896,-56.11,34.94,143.28,-0.49
1741962962.28,0.116,0.025,-0.037,1.578,-0.601,0.836,-54.12,34.29,143.02,-0.49
1741962962.30,0.015,0.092,0.024,1.649,-0.298,0.585,-52.12,33.23,142.44,-0.49
1741962962.32,-0.123,0.093,0.021,1.664,-0.222,0.349,-50.25,32.28,141.49,-0.49
1741962962.34,-0.194,0.013,-0.079,1.709,-0.486,0.378,-48.41,31.01,140.42,-0.49
1741962962.36,-0.059,-0.011,0.056,1.566,-0.140,0.529,-46.51,30.14,139.68,-0.49
1741962962.38,-0.043,0.040,0.132,1.415,-0.042,0.430,-44.76,29.67,139.15,-0.49
1741962962.40,-0.054,0.065,0.126,1.566,-0.257,0.437,-43.08,29.15,138.57,-0.49
1741962962.42,-0.052,0.045,-0.148,1.727,-0.523,0.596,-41.11,28.30,138.01,-0.49
1741962962.44,0.019,0.057,-0.037,1.476,-0.285,0.618,-39.14,27.63,137.67,-0.49
1741962962.46,0.008,-0.003,0.045,1.475,-0.398,0.506,-37.40,27.13,137.45,-0.49
1741962962.48,-0.135,-0.056,0.041,1.621,-0.241,0.311,-35.59,26.42,136.93,-0.49
1741962962.50,-0.120,-0.067,0.123,1.608,-0.008,0.310,-33.79,25.97,136.28,-0.49
1741962962.52,0.007,-0.017,0.029,1.805,-0.012,0.375,-31.87,25.65,135.66,-0.49
1741962962.54,0.092,0.039,-0.111,1.532,-0.035,0.359,-29.90,25.32,135.10,-0.49
1741962962.56,0.065,0.025,0.091,1.114,0.162,0.431,-28.39,25.29,134.80,-0.49
1741962962.58,0.007,0.048,0.104,1.315,-0.128,0.564,-26.92,25.30,134.73,-0.49
1741962962.60,-0.001,0.060,0.164,1.649,-0.406,0.521,-25.11,24.90,134.53,-0.49
1741962962.62,0.025,-0.037,0.028,1.730,-0.561,0.554,-23.08,24.23,134.22,-0.49
1741962962.64,0.038,-0.104,-0.183,1.542,-0.271,0.457,-21.09,23.58,133.93,-0.49
1741962962.66,-0.060,-0.138,0.008,1.312,-0.112,0.369,-19.46,23.34,133.66,-0.49
1741962962.68,-0.007,-0.082,0.193,1.488,-0.230,0.412,-17.83,23.06,133.41,-0.49
1741962962.70,-0.074,0.014,0.218,1.688,-0.317,0.545,-15.93,22.72,133.14,-0.49
1741962962.72,-0.173,-0.027,-0.159,1.665,-0.234,0.576,-13.91,22.27,133.00,-0.49
1741962962.74,-0.118,-0.176,-0.100,1.733,-0.016,0.357,-11.90,22.17,132.72,-0.49
1741962962.76,0.076,-0.215,0.065,1.636,-0.059,0.287,-9.98,22.02,132.23,-0.49
1741962962.78,0.154,-0.097,0.093,1.613,0.092,0.490,-8.12,21.99,131.95,-0.49
1741962962.80,0.075,0.224,0.221,1.560,-0.008,0.768,-6.15,22.04,131.93,-0.49
1741962962.82,-0.048,0.260,-0.066,1.593,-0.013,0.906,-4.10,22.05,132.16,-0.49
1741962962.84,0.017,-0.096,-0.167,1.553,-0.108,0.768,-2.11,22.01,132.39,-0.49
1741962962.86,0.091,-0.258,0.038,1.602,-0.304,0.636,-0.09,21.78,132.45,-0.49
1741962962.88,-0.078,-0.053,-0.022,1.585,-0.180,0.591,1.81,21.48,132.43,-0.49
1741962962.90,-0.151,0.236,-0.038,1.582,0.006,0.551,3.76,21.39,132.38,-0.49
1741962962.92,-0.098,0.160,-0.145,1.521,-0.064,0.318,5.59,21.38,132.21,-0.49
1741962962.94,0.192,-0.140,-0.163,1.614,-0.522,0.108,7.34,21.16,131.77,-0.49
1741962962.96,0.163,-0.103,0.041,1.546,-0.732,0.080,9.06,20.44,131.21,-0.49
1741962962.98,-0.081,0.080,-0.096,1.410,-0.314,0.186,10.72,19.92,130.75,-0.49
1741962963.00,0.086,0.154,-0.150,1.280,-0.009,0.197,12.24,19.83,130.44,-0.49
1741962963.02,0.292,-0.074,-0.100,1.224,-0.224,0.180,13.64,19.76,130.16,-0.49
1741962963.04,0.082,-0.129,-0.082,1.105,-0.121,0.095,14.97,19.60,129.85,-0.49
1741962963.06,-0.069,-0.122,-0.291,0.827,0.182,0.055,16.05,19.72,129.54,-0.49
1741962963.08,0.126,-0.182,-0.407,0.494,0.262,0.011,16.76,20.09,129.31,-0.49
1741962963.10,0.155,-0.163,-0.306,0.222,0.074,-0.080,17.14,20.32,129.14,-0.49
1741962963.12,0.131,-0.166,-0.344,-0.117,0.121,-0.178,17.14,20.47,128.95,-0.49
1741962963.14,0.170,-0.154,-0.429,-0.502,0.271,-0.108,16.76,20.68,128.90,-0.49
1741962963.16,0.152,-0.137,-0.297,-0.918,0.648,0.001,15.99,21.13,129.16,-0.49
1741962963.18,0.188,-0.181,-0.174,-1.247,0.887,0.016,14.83,21.91,129.64,-0.49
1741962963.20,0.248,-0.152,-0.269,-1.466,0.749,0.081,13.42,22.71,130.30,-0.49
1741962963.22,0.168,-0.058,-0.315,-1.681,0.605,0.035,11.79,23.30,131.09,-0.49
1741962963.24,0.017,-0.014,-0.244,-1.820,0.430,-0.083,9.93,23.75,131.90,-0.49
1741962963.26,-0.037,-0.001,-0.141,-1.834,0.320,-0.277,7.93,24.04,132.57,-0.49
1741962963.28,-0.075,-0.006,-0.114,-1.862,0.186,-0.397,5.84,24.29,133.08,-0.49
1741962963.30,-0.057,0.023,-0.190,-1.863,0.107,-0.508,3.68,24.40,133.50,-0.49
1741962963.32,-0.131,0.014,-0.105,-1.783,0.143,-0.765,1.49,24.53,133.71,-0.49
1741962963.34,-0.152,-0.048,-0.015,-1.793,0.189,-0.911,-0.76,24.73,133.66,-0.49
1741962963.36,-0.014,-0.085,0.002,-1.823,0.221,-0.718,-3.04,24.95,133.67,-0.49
1741962963.38,0.058,-0.047,0.019,-1.790,0.253,-0.614,-5.23,25.25,133.89,-0.49
1741962963.40,-0.034,-0.075,0.078,-1.703,0.263,-0.764,-7.36,25.56,134.04,-0.49
1741962963.42,-0.039,-0.159,0.017,-1.769,0.191,-0.737,-9.52,25.82,134.09,-0.49
1741962963.44,0.124,-0.182,0.104,-1.808,0.289,-0.425,-11.67,26.17,134.39,-0.49
1741962963.46,0.142,-0.138,0.044,-1.750,0.088,-0.308,-13.66,26.50,134.97,-0.49
1741962963.48,0.025,-0.125,0.104,-1.752,0.212,-0.551,-15.66,26.79,135.44,-0.52
1741962963.50,0.002,-0.180,-0.059,-1.757,0.022,-0.592,-17.75,27.02,135.77,-0.52
1741962963.52,0.031,-0.120,-0.014,-1.843,0.281,-0.555,-19.87,27.27,136.14,-0.52
1741962963.54,0.036,-0.066,0.055,-1.835,0.320,-0.598,-22.05,27.82,136.57,-0.52
1741962963.56,0.043,-0.037,0.043,-1.785,0.034,-0.668,-24.22,28.16,136.93,-0.52
1741962963.58,0.032,-0.006,0.005,-1.815,-0.049,-0.725,-26.40,28.25,137.22,-0.52
1741962963.60,0.053,0.007,0.027,-1.876,0.255,-0.732,-28.65,28.49,137.52,-0.52
1741962963.62,0.026,-0.050,0.012,-1.889,0.399,-0.647,-30.93,29.09,137.91,-0.52
1741962963.64,0.008,-0.103,-0.064,-1.760,0.144,-0.519,-33.07,29.71,138.44,-0.52
1741962963.66,-0.029,-0.127,-0.007,-1.778,0.003,-0.605,-35.12,30.07,138.99,-0.52
1741962963.68,-0.000,-0.164,0.039,-1.966,0.139,-0.745,-37.35,30.43,139.49,-0.52
1741962963.70,0.047,-0.164,0.013,-2.079,0.205,-0.715,-39.79,31.00,140.07,-0.52
1741962963.72,0.061,-0.107,0.017,-2.020,0.236,-0.601,-42.18,31.77,140.84,-0.52
1741962963.74,0.033,-0.059,-0.014,-1.921,0.051,-0.559,-44.43,32.56,141.72,-0.52
1741962963.76,0.009,-0.022,-0.001,-1.907,-0.127,-0.702,-46.64,33.09,142.56,-0.52
1741962963.78,0.009,-0.049,0.159,-1.933,-0.187,-0.842,-48.97,33.42,143.24,-0.52
1741962963.80,0.029,-0.067,0.102,-1.954,-0.408,-0.765,-51.33,33.62,143.93,-0.52
1741962963.82,0.054,-0.042,-0.092,-1.961,-0.738,-0.575,-53.63,33.76,144.93,-0.52
1741962963.84,0.026,-0.031,0.029,-1.880,-0.730,-0.415,-55.76,33.94,146.24,-0.52
1741962963.85,-0.041,-0.036,0.154,-1.928,-0.449,-0.332,-57.79,34.60,147.83,-0.52
1741962963.87,-0.102,-0.018,0.081,-2.026,-0.322,-0.342,-59.85,35.81,149.74,-0.52
1741962963.89,-0.122,-0.043,0.036,-2.078,-0.288,-0.384,-61.99,37.38,151.94,-0.52
1741962963.91,-0.055,-0.105,0.027,-2.031,-0.235,-0.392,-64.12,39.28,154.39,-0.52
1741962963.93,0.000,-0.114,-0.006,-1.771,-0.452,-0.403,-66.07,41.20,156.93,-0.52
1741962963.95,0.034,-0.045,0.090,-1.723,-0.334,-0.463,-67.86,42.92,159.34,-0.52
1741962963.97,0.030,0.040,0.102,-1.814,-0.083,-0.414,-69.67,45.37,162.21,-0.52
1741962963.99,-0.064,0.075,0.074,-1.770,-0.085,-0.361,-71.40,48.75,165.87,-0.52
1741962964.01,-0.152,0.016,-0.065,-1.573,-0.352,-0.384,-72.94,52.24,169.81,-0.52
1741962964.03,-0.137,-0.061,0.025,-1.471,-0.132,-0.397,-74.32,55.80,173.85,-0.52
1741962964.05,-0.126,-0.084,0.051,-1.341,0.284,-0.372,-75.55,60.07,178.17,-0.52
1741962964.07,-0.124,-0.088,0.010,-1.206,0.431,-0.268,-76.56,65.00,-177.19,-0.52
1741962964.09,-0.069,-0.099,0.027,-1.120,0.654,-0.161,-77.28,70.49,-172.17,-0.52
1741962964.11,-0.021,-0.108,0.025,-1.131,0.898,-0.148,-77.80,76.67,-166.76,-0.52
1741962964.13,0.035,-0.090,-0.061,-1.079,1.144,-0.171,-78.21,83.67,-160.80,-0.52
1741962964.15,0.103,-0.025,-0.143,-0.855,1.105,-0.105,-78.43,90.32,-155.37,-0.52
1741962964.17,0.090,0.029,-0.089,-0.709,0.769,-0.037,-78.46,95.72,-150.96,-0.52
1741962964.19,0.052,0.032,-0.076,-0.707,0.400,-0.022,-78.38,100.25,-147.01,-0.52
1741962964.21,0.018,0.005,-0.045,-0.695,0.179,-0.054,-78.24,104.41,-143.08,-0.52
1741962964.23,0.004,-0.040,-0.013,-0.607,0.069,-0.064,-78.11,108.06,-139.48,-0.52
1741962964.25,0.007,-0.033,0.020,-0.532,-0.002,-0.004,-77.93,111.03,-136.49,-0.52
1741962964.27,0.006,-0.016,0.019,-0.561,-0.059,0.071,-77.66,113.54,-133.88,-0.52
1741962964.29,-0.001,0.010,0.028,-0.609,-0.058,0.124,-77.28,116.02,-131.27,-0.52
1741962964.31,-0.029,0.051,0.018,-0.574,0.021,0.161,-76.81,118.31,-128.89,-0.52
1741962964.33,-0.064,0.062,0.013,-0.456,0.130,0.146,-76.37,120.19,-127.05,-0.52
1741962964.35,-0.102,0.016,0.016,-0.322,0.268,0.131,-76.01,121.63,-125.79,-0.52
1741962964.37,-0.116,-0.006,0.027,-0.158,0.364,0.150,-75.72,122.60,-125.17,-0.52
1741962964.39,-0.114,0.036,0.028,-0.013,0.394,0.166,-75.52,122.95,-125.24,-0.52
1741962964.41,-0.134,0.077,0.018,0.048,0.390,0.117,-75.39,122.96,-125.65,-0.52
1741962964.43,-0.138,0.051,0.021,0.050,0.269,0.004,-75.37,123.01,-125.95,-0.52
1741962964.45,-0.100,0.003,0.011,0.012,0.164,-0.044,-75.41,123.18,-125.98,-0.52
1741962964.47,-0.015,-0.019,-0.010,-0.011,0.152,-0.103,-75.49,123.55,-125.75,-0.52
1741962964.49,0.066,-0.045,-0.032,-0.010,0.077,-0.060,-75.56,123.95,-125.43,-0.52
1741962964.51,0.082,-0.057,-0.014,0.029,-0.073,0.000,-75.59,123.99,-125.37,-0.52
1741962964.53,0.042,-0.041,0.040,-0.001,-0.257,-0.009,-75.61,123.70,-125.42,-0.52
1741962964.55,-0.006,-0.010,0.081,-0.166,-0.199,-0.014,-75.57,123.73,-125.04,-0.52
1741962964.57,-0.036,0.039,0.050,-0.298,-0.069,-0.048,-75.44,124.55,-124.02,-0.52
1741962964.59,-0.052,0.037,0.004,-0.222,-0.111,-0.054,-75.31,125.56,-122.84,-0.52
1741962964.61,-0.048,0.023,-0.015,-0.047,-0.148,-0.020,-75.25,125.97,-122.23,-0.52
1741962964.63,-0.011,0.041,-0.010,0.045,-0.127,0.003,-75.26,125.80,-122.20,-0.52
1741962964.65,0.020,0.048,0.006,0.016,-0.005,0.033,-75.26,125.57,-122.33,-0.52
1741962964.67,0.004,0.029,-0.001,0.007,0.120,0.039,-75.24,125.58,-122.36,-0.52
1741962964.69,-0.044,-0.024,0.004,0.070,0.104,0.055,-75.24,125.48,-122.56,-0.52
1741962964.71,-0.079,-0.029,0.043,0.134,0.112,0.026,-75.27,125.13,-123.01,-0.52
1741962964.73,-0.050,-0.006,0.057,0.160,0.108,0.002,-75.36,124.69,-123.58,-0.52
1741962964.75,-0.000,0.002,0.067,0.111,0.094,0.027,-75.44,124.26,-124.10,-0.52
1741962964.77,0.015,-0.005,0.070,0.018,0.128,0.073,-75.44,124.05,-124.42,-0.52
1741962964.79,0.007,0.025,0.050,0.013,0.136,0.089,-75.37,124.04,-124.57,-0.52
1741962964.81,-0.027,-0.006,0.032,0.097,0.021,0.059,-75.34,123.84,-124.87,-0.52
1741962964.83,-0.047,-0.018,0.036,0.151,-0.060,0.072,-75.36,123.24,-125.44,-0.52
1741962964.85,-0.042,0.041,0.035,0.189,-0.078,0.099,-75.36,122.39,-126.22,-0.52
1741962964.87,-0.051,0.042,0.051,0.280,-0.040,0.097,-75.40,121.30,-127.25,-0.52
1741962964.89,-0.059,-0.014,0.077,0.402,0.004,0.140,-75.48,119.82,-128.76,-0.52
1741962964.91,-0.072,-0.022,0.090,0.497,0.001,0.186,-75.58,117.82,-130.82,-0.52
1741962964.93,-0.081,0.013,0.093,0.513,-0.021,0.240,-75.62,115.40,-133.30,-0.52
1741962964.95,-0.101,0.050,0.078,0.504,-0.064,0.207,-75.62,112.86,-135.87,-0.52
1741962964.97,-0.125,0.039,0.033,0.503,-0.196,0.141,-75.65,110.36,-138.31,-0.52
1741962964.99,-0.126,0.014,0.013,0.579,-0.335,0.101,-75.72,107.61,-140.81,-0.52
1741962965.01,-0.112,-0.015,0.027,0.705,-0.379,0.091,-75.82,104.30,-143.79,-0.52
1741962965.03,-0.090,-0.021,0.050,0.814,-0.342,0.060,-75.92,100.42,-147.36,-0.52
1741962965.05,-0.066,-0.036,0.069,0.896,-0.297,0.021,-76.01,96.17,-151.38,-0.52
1741962965.07,-0.044,-0.060,0.084,0.967,-0.277,0.032,-76.06,91.54,-155.81,-0.52
1741962965.09,-0.022,-0.062,0.091,0.933,-0.264,0.019,-76.00,86.84,-160.37,-0.52
1741962965.11,-0.004,-0.062,0.078,0.882,-0.339,-0.044,-75.92,82.39,-164.61,-0.52
1741962965.13,0.021,-0.065,0.059,0.879,-0.350,-0.085,-75.83,78.03,-168.72,-0.52
1741962965.15,0.067,-0.033,-0.093,1.033,-0.507,-0.030,-75.63,73.41,-173.01,-0.52
1741962965.17,0.038,0.019,-0.104,1.406,-0.383,0.032,-75.17,67.80,-178.24,-0.52
1741962965.19,-0.039,0.047,0.049,1.544,0.314,0.094,-74.38,62.08,175.92,-0.52
1741962965.21,-0.069,0.049,0.011,1.302,0.927,0.198,-73.41,58.22,171.08,-0.52
1741962965.23,-0.050,-0.017,-0.029,1.221,0.646,0.167,-72.46,55.70,167.44,-0.52
1741962965.25,0.000,-0.024,-0.160,1.457,0.247,0.117,-71.44,52.72,163.76,-0.52
1741962965.27,0.031,-0.015,-0.157,1.760,0.220,0.093,-70.19,49.03,159.60,-0.52
1741962965.29,0.025,-0.043,-0.162,1.706,0.327,0.162,-68.71,45.62,155.61,-0.52
1741962965.31,0.039,-0.094,-0.031,1.523,0.383,0.231,-67.25,43.30,152.63,-0.52
1741962965.33,0.054,-0.149,-0.058,1.521,0.051,0.313,-65.77,41.40,150.23,-0.52
1741962965.35,0.098,-0.160,-0.076,1.516,0.263,0.458,-64.16,39.80,148.35,-0.52
1741962965.37,0.107,-0.130,0.048,1.579,0.561,0.563,-62.42,38.97,146.84,-0.50
1741962965.39,0.133,-0.105,0.100,1.484,0.699,0.623,-60.61,38.64,145.62,-0.50
1741962965.41,0.043,-0.104,0.038,1.325,0.103,0.647,-58.92,38.50,144.76,-0.50
