Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Pitch,Roll,Yaw
1743395417.24,0.010,-0.096,0.004,-1.505,0.093,-0.613,37.997,26.105,-37.331,-32.208,29.116,15.396
1743395417.26,-0.018,-0.108,-0.041,-1.566,0.014,-0.658,37.560,27.682,-36.332,-34.071,29.316,15.662
1743395417.28,-0.031,-0.116,-0.013,-1.665,0.282,-0.733,37.609,29.140,-35.533,-36.072,29.616,15.923
1743395417.30,-0.031,-0.093,0.024,-1.712,0.483,-0.753,37.254,31.149,-34.349,-38.175,30.245,16.206
1743395417.32,-0.004,-0.064,0.024,-1.650,0.421,-0.712,37.203,32.911,-32.867,-40.262,30.992,16.538
1743395417.34,0.026,-0.072,-0.008,-1.578,0.228,-0.660,36.989,34.452,-31.547,-42.241,31.601,16.925
1743395417.36,0.041,-0.089,-0.022,-1.515,0.252,-0.671,36.777,36.014,-30.183,-44.137,32.140,17.324
1743395417.38,0.011,-0.083,0.042,-1.502,0.340,-0.746,36.536,37.538,-29.092,-46.015,32.717,17.660
1743395417.40,-0.030,-0.066,0.028,-1.549,0.257,-0.765,36.254,39.166,-27.540,-47.949,33.311,17.976
1743395417.42,-0.028,-0.048,-0.023,-1.583,0.152,-0.674,35.833,40.427,-26.181,-49.900,33.876,18.442
1743395417.44,0.021,-0.038,-0.040,-1.553,0.223,-0.595,35.534,41.990,-24.861,-51.786,34.583,19.088
1743395417.46,0.045,-0.044,0.037,-1.544,0.264,-0.574,35.266,43.059,-23.299,-53.613,35.501,19.876
1743395417.48,0.020,-0.021,0.060,-1.535,0.070,-0.616,34.922,44.277,-21.794,-55.431,36.395,20.709
1743395417.50,0.025,-0.014,0.022,-1.571,-0.140,-0.630,34.638,45.678,-20.147,-57.276,37.062,21.580
1743395417.52,0.019,-0.023,0.025,-1.575,-0.150,-0.564,34.148,46.593,-19.011,-59.127,37.764,22.625
1743395417.54,0.005,-0.043,0.029,-1.563,-0.224,-0.464,33.595,47.524,-17.895,-60.895,38.719,23.920
1743395417.56,-0.017,-0.050,-0.007,-1.607,-0.594,-0.447,32.933,48.356,-16.434,-62.611,39.621,25.487
1743395417.58,-0.052,-0.036,0.021,-1.707,-0.807,-0.561,32.681,49.451,-15.252,-64.430,40.392,27.260
1743395417.60,-0.092,-0.041,0.015,-1.602,-0.968,-0.738,31.804,50.541,-14.138,-66.361,40.843,28.875
1743395417.62,-0.088,-0.068,0.061,-1.534,-0.871,-0.768,30.762,51.250,-13.049,-68.273,40.945,30.163
1743395417.64,-0.076,-0.051,0.032,-1.678,-0.536,-0.662,29.811,52.201,-12.166,-70.200,41.690,31.831
1743395417.66,-0.071,-0.023,-0.084,-1.496,-0.269,-0.471,28.968,53.025,-10.949,-71.993,43.486,34.200
1743395417.68,-0.070,-0.051,-0.005,-1.262,-0.125,-0.373,28.431,53.948,-9.547,-73.436,45.741,36.781
1743395417.70,-0.046,-0.066,0.046,-1.202,-0.240,-0.401,28.102,54.453,-8.251,-74.702,48.047,39.382
1743395417.72,0.041,-0.068,0.072,-1.296,-0.095,-0.377,27.746,54.870,-7.100,-75.975,50.802,42.471
1743395417.74,0.089,-0.068,0.058,-1.376,0.358,-0.284,27.412,55.252,-5.834,-77.200,55.107,46.743
1743395417.76,0.081,-0.087,-0.012,-1.309,0.561,-0.160,26.948,55.699,-4.429,-78.241,61.121,52.316
1743395417.78,0.047,-0.081,-0.146,-1.094,0.402,-0.071,27.053,55.978,-2.359,-78.948,67.563,58.304
1743395417.80,0.011,-0.053,-0.162,-0.871,0.044,-0.057,26.960,56.059,-1.300,-79.392,73.225,63.793
1743395417.82,-0.044,-0.031,-0.138,-0.716,-0.458,-0.043,26.791,56.086,0.113,-79.673,77.608,68.484
1743395417.84,-0.083,-0.015,-0.117,-0.653,-0.919,-0.000,26.718,56.295,0.690,-79.842,80.994,72.742
1743395417.86,-0.072,0.004,-0.042,-0.726,-0.926,0.079,26.586,56.489,1.134,-79.899,84.229,77.155
1743395417.88,-0.050,0.034,0.011,-0.787,-0.534,0.142,26.944,55.941,1.485,-79.827,88.281,82.140
1743395417.90,-0.020,0.062,0.009,-0.761,0.087,0.138,27.160,56.020,2.232,-79.652,92.975,87.179
1743395417.92,0.000,0.044,0.004,-0.462,0.387,0.064,27.227,56.089,3.045,-79.467,97.177,91.107
1743395417.94,0.027,-0.052,0.030,-0.061,-0.023,0.048,27.322,55.966,3.588,-79.381,98.908,92.620
1743395417.96,0.037,-0.073,0.108,0.075,-0.399,0.271,27.689,56.033,3.486,-79.223,98.298,92.292
1743395417.98,-0.012,-0.007,0.165,-0.006,-0.214,0.438,27.953,55.842,2.994,-78.822,97.365,91.741
1743395418.00,-0.075,0.088,0.179,-0.205,0.362,0.505,28.438,55.490,3.234,-78.258,97.655,91.970
1743395418.02,-0.157,0.079,0.124,-0.305,0.794,0.409,28.854,55.279,3.875,-77.686,99.410,93.050
1743395418.04,-0.219,0.071,0.031,-0.234,0.726,0.268,29.202,54.983,4.512,-77.256,101.424,94.170
1743395418.06,-0.268,0.108,-0.063,-0.073,0.172,0.137,29.179,54.920,5.093,-76.990,102.519,94.747
1743395418.08,-0.254,0.098,-0.004,0.083,-0.144,-0.005,29.408,54.603,5.068,-76.917,102.362,94.621
1743395418.10,-0.186,0.055,0.094,0.142,0.028,-0.076,29.525,54.713,4.905,-77.000,101.731,94.072
1743395418.12,-0.096,0.009,0.110,0.111,0.290,-0.026,29.290,54.804,4.783,-77.096,101.364,93.497
1743395418.14,-0.070,0.016,0.092,0.154,0.425,0.033,29.157,54.710,4.994,-77.116,101.170,92.868
1743395418.16,-0.090,0.024,0.070,0.242,0.428,0.012,29.376,54.937,5.110,-77.128,100.655,91.828
1743395418.18,-0.072,0.026,0.048,0.273,0.413,-0.039,29.185,54.742,5.118,-77.197,99.851,90.515
1743395418.20,-0.009,0.016,0.037,0.270,0.426,-0.050,29.080,54.771,4.995,-77.303,99.029,89.180
1743395418.22,0.046,-0.009,0.027,0.300,0.322,0.032,29.027,54.756,5.091,-77.366,98.066,87.746
1743395418.24,0.043,-0.014,0.034,0.388,0.155,0.113,29.306,54.971,4.929,-77.332,96.584,85.947
1743395418.26,-0.014,0.005,0.061,0.513,-0.040,0.193,29.401,54.913,4.497,-77.205,94.308,83.543
1743395418.28,-0.103,0.023,0.059,0.544,-0.205,0.213,29.492,54.735,3.779,-76.993,91.416,80.724
1743395418.30,-0.158,0.054,0.019,0.369,-0.373,0.136,29.515,54.534,3.190,-76.789,88.788,78.360
1743395418.32,-0.173,0.068,-0.011,0.274,-0.514,-0.012,29.640,54.787,2.398,-76.701,86.842,76.895
1743395418.34,-0.132,0.019,0.003,0.521,-0.573,-0.151,29.658,54.624,1.808,-76.772,84.369,74.990
1743395418.36,-0.090,-0.034,0.039,0.801,-0.625,-0.171,29.606,54.761,0.604,-76.858,80.314,71.531
1743395418.38,-0.068,-0.036,0.072,0.841,-0.553,-0.155,29.422,54.744,-0.619,-76.840,75.441,67.235
1743395418.40,-0.057,-0.021,0.116,0.789,-0.285,-0.160,29.158,54.818,-1.857,-76.739,70.943,63.126
1743395418.42,-0.031,-0.012,0.131,0.839,0.227,-0.148,29.147,54.781,-2.656,-76.580,67.005,59.129
1743395418.44,0.014,0.001,0.076,1.057,0.833,-0.020,28.928,54.587,-3.183,-76.228,63.431,54.833
1743395418.46,0.021,-0.004,0.017,1.369,1.292,0.182,29.006,54.592,-3.767,-75.485,59.968,49.950
1743395418.48,-0.047,0.001,-0.098,1.347,0.851,0.273,29.352,54.278,-4.390,-74.416,56.780,45.318
1743395418.50,-0.117,0.025,-0.047,1.148,0.312,0.157,29.581,54.177,-5.442,-73.398,53.858,41.634
1743395418.52,-0.077,0.023,-0.003,1.189,0.293,-0.004,29.703,53.859,-6.244,-72.524,50.917,38.237
1743395418.54,-0.008,-0.052,-0.086,1.174,0.120,-0.016,29.550,53.552,-7.448,-71.664,47.947,34.814
1743395418.56,0.079,-0.103,-0.116,1.157,-0.002,0.136,29.538,53.277,-8.729,-70.712,45.256,31.965
1743395418.58,0.147,-0.110,-0.119,1.202,0.231,0.295,29.619,52.969,-9.793,-69.566,43.261,29.706
1743395418.60,0.168,-0.093,-0.129,1.159,0.229,0.405,29.945,52.679,-10.732,-68.300,41.970,27.994
1743395418.62,0.133,-0.048,-0.061,1.233,0.181,0.405,30.451,52.065,-11.728,-66.967,40.835,26.570
1743395418.64,0.119,-0.069,0.035,1.268,0.296,0.391,31.115,51.467,-12.820,-65.577,39.787,25.073
1743395418.66,0.096,-0.103,0.019,1.367,-0.069,0.456,31.345,50.712,-14.003,-64.139,38.774,23.764
1743395418.68,0.080,-0.090,-0.122,1.372,-0.530,0.591,31.711,49.954,-15.542,-62.482,37.350,22.582
1743395418.70,0.000,-0.030,-0.012,0.950,-0.397,0.555,32.053,49.115,-17.114,-61.025,36.240,22.036
1743395418.72,-0.048,-0.000,0.042,0.754,0.338,0.485,32.551,48.470,-17.921,-59.918,36.132,21.881
1743395418.74,-0.071,0.006,-0.048,0.938,-0.110,0.485,33.037,47.630,-18.637,-58.836,36.146,21.672
1743395418.76,-0.083,0.023,0.093,1.432,-0.451,0.393,33.386,46.982,-19.664,-57.449,35.211,20.982
1743395418.78,-0.180,0.007,-0.148,1.499,-1.047,0.338,33.349,45.976,-21.468,-55.764,33.368,19.765
1743395418.80,-0.207,0.002,-0.078,1.048,0.092,0.317,33.047,45.058,-23.336,-54.345,31.959,19.002
1743395418.82,-0.063,-0.022,0.083,0.943,0.765,0.243,33.372,44.314,-24.036,-53.230,32.234,18.432
1743395418.84,0.093,-0.061,0.094,1.248,-0.393,0.359,33.778,43.683,-24.559,-52.038,31.998,17.831
1743395418.86,0.150,-0.022,0.092,1.584,-0.667,0.428,33.771,42.581,-26.027,-50.385,30.710,17.104
1743395418.88,0.026,0.008,-0.138,1.486,-0.529,0.282,33.739,41.576,-27.707,-48.614,29.422,16.265
1743395418.90,0.024,0.032,-0.169,1.097,-0.398,0.188,33.554,40.479,-29.290,-47.203,28.298,15.534
1743395418.92,0.092,0.007,0.197,0.846,-0.228,0.341,33.348,39.884,-30.251,-46.115,27.735,15.158
1743395418.94,0.030,-0.034,0.139,1.077,-0.555,0.600,33.390,38.761,-31.118,-44.924,27.255,15.144
1743395418.96,-0.011,-0.025,0.072,1.336,-0.249,0.604,33.730,37.747,-32.295,-43.343,26.742,15.147
1743395418.98,0.012,-0.069,0.022,1.314,0.041,0.494,33.810,36.406,-33.556,-41.704,26.578,14.971
1743395419.00,0.166,-0.086,-0.099,1.211,-0.122,0.577,34.041,35.092,-34.302,-40.133,26.393,14.807
1743395419.02,0.237,-0.035,0.044,0.942,0.024,0.755,34.515,33.901,-35.139,-38.688,26.464,14.986
1743395419.04,0.008,0.006,0.117,0.784,-0.129,0.739,34.936,32.590,-35.736,-37.454,26.687,15.436
1743395419.06,-0.096,-0.042,0.105,1.107,-0.137,0.685,35.259,31.512,-36.488,-36.139,26.709,15.730
1743395419.08,-0.017,-0.107,0.083,1.340,-0.175,0.734,35.479,30.236,-37.249,-34.524,26.614,15.838
1743395419.10,0.068,-0.069,-0.086,1.394,-0.191,0.703,35.729,28.741,-38.289,-32.725,26.397,15.881
1743395419.12,-0.029,0.020,0.001,1.056,-0.153,0.633,36.056,27.113,-39.107,-31.120,26.246,15.929
1743395419.14,-0.101,0.063,0.045,1.020,-0.216,0.707,36.095,25.881,-39.762,-29.771,26.149,16.142
1743395419.16,-0.156,0.019,0.075,1.328,-0.285,0.673,36.266,24.530,-40.632,-28.218,25.938,16.286
1743395419.18,-0.144,-0.125,-0.053,1.503,-0.199,0.621,36.234,22.724,-41.322,-26.436,25.609,16.254
1743395419.20,-0.150,-0.076,-0.126,1.400,0.173,0.430,36.470,21.132,-42.126,-24.651,25.512,16.066
1743395419.22,-0.183,0.077,0.060,1.362,0.258,0.256,36.714,19.654,-42.619,-23.097,25.678,15.705
1743395419.24,0.023,0.116,0.038,1.538,-0.106,0.220,37.028,18.374,-42.728,-21.484,25.587,15.186
1743395419.26,0.165,0.060,0.091,1.586,-0.565,0.251,36.769,16.863,-43.404,-19.749,25.026,14.617
1743395419.28,0.061,-0.025,0.035,1.580,-0.676,0.292,36.444,15.819,-44.173,-17.961,24.071,14.109
1743395419.30,-0.172,-0.138,-0.092,1.513,-0.305,0.253,35.833,13.711,-45.230,-16.199,23.356,13.650
1743395419.32,-0.128,-0.046,-0.130,1.403,0.161,0.252,35.619,12.169,-45.730,-14.559,23.197,13.258
1743395419.34,0.141,0.041,0.035,1.306,-0.036,0.331,35.647,10.506,-46.075,-13.018,23.245,12.927
1743395419.36,0.298,0.000,0.115,1.341,-0.440,0.431,35.562,9.131,-46.425,-11.460,22.944,12.743
1743395419.38,0.126,-0.046,0.084,1.323,-0.669,0.492,35.421,7.513,-47.031,-9.847,22.244,12.639
1743395419.40,-0.089,-0.049,0.046,1.254,-0.494,0.527,34.891,5.978,-47.686,-8.267,21.515,12.631
1743395419.42,-0.095,-0.039,0.005,1.230,-0.144,0.534,34.375,4.266,-48.038,-6.718,21.194,12.677
1743395419.44,-0.039,-0.107,-0.019,1.238,0.073,0.469,34.118,2.545,-48.239,-5.204,21.164,12.706
1743395419.46,0.034,-0.055,-0.016,1.222,0.052,0.461,34.203,1.148,-48.117,-3.701,21.227,12.688
1743395419.48,0.084,-0.013,0.001,1.183,-0.077,0.519,34.126,-0.595,-48.379,-2.224,21.216,12.706
1743395419.50,0.074,0.065,-0.009,1.207,-0.106,0.604,34.153,-1.956,-48.284,-0.712,21.111,12.814
1743395419.52,-0.052,0.104,0.085,1.247,0.143,0.587,33.831,-3.707,-48.216,0.837,21.087,12.950
1743395419.54,-0.085,-0.028,-0.194,1.181,0.325,0.627,33.610,-5.173,-48.244,2.398,21.360,13.113
1743395419.56,-0.042,-0.095,-0.096,1.123,0.168,0.455,33.915,-6.536,-47.694,3.872,21.689,13.201
1743395419.58,0.244,-0.050,-0.188,1.021,-0.179,0.389,33.874,-8.268,-47.476,5.179,21.694,13.186
1743395419.60,0.012,0.042,-0.210,0.877,-0.219,0.334,33.730,-9.360,-47.278,6.346,21.433,13.182
1743395419.62,-0.253,0.014,-0.226,0.780,0.134,0.208,33.554,-10.568,-47.381,7.338,21.384,13.129
1743395419.64,-0.042,-0.046,-0.212,0.656,0.321,0.029,33.363,-11.397,-47.119,8.160,21.693,12.949
1743395419.66,0.130,-0.148,-0.299,0.500,0.153,-0.116,33.553,-12.143,-46.556,8.760,22.032,12.654
1743395419.68,0.175,-0.075,-0.260,0.251,0.071,-0.134,34.095,-12.208,-46.560,9.108,22.192,12.337
1743395419.70,-0.023,-0.064,-0.317,0.010,0.206,-0.176,33.986,-12.377,-46.345,9.184,22.358,12.119
1743395419.72,0.087,-0.091,-0.328,-0.255,0.305,-0.217,34.213,-12.213,-46.038,8.969,22.714,11.966
1743395419.74,0.236,-0.081,-0.364,-0.561,0.199,-0.219,34.293,-11.909,-45.886,8.449,22.999,11.915
1743395419.76,0.177,-0.066,-0.286,-0.880,0.235,-0.208,34.613,-11.185,-45.985,7.595,23.220,12.017
1743395419.78,0.136,-0.037,-0.283,-1.094,0.231,-0.269,35.059,-10.129,-45.996,6.448,23.463,12.227
1743395419.80,0.179,-0.072,-0.210,-1.307,0.179,-0.272,35.548,-9.212,-46.118,5.074,23.684,12.488
1743395419.82,0.116,-0.073,-0.162,-1.458,0.157,-0.311,35.832,-8.014,-46.112,3.484,23.833,12.826
1743395419.84,0.078,-0.096,-0.053,-1.588,0.217,-0.388,35.923,-6.266,-46.178,1.735,24.024,13.172
1743395419.86,0.045,-0.171,-0.066,-1.603,0.153,-0.450,36.285,-4.455,-46.233,-0.133,24.252,13.483
1743395419.88,0.066,-0.169,-0.089,-1.641,-0.094,-0.518,36.426,-2.709,-46.086,-2.031,24.284,13.744
1743395419.90,0.010,-0.126,-0.065,-1.701,-0.000,-0.637,36.643,-0.744,-46.243,-4.047,24.228,13.927
1743395419.92,0.013,-0.079,-0.044,-1.763,-0.047,-0.649,36.584,1.259,-46.338,-6.161,24.234,14.065
1743395419.94,0.019,-0.051,0.014,-1.740,-0.035,-0.629,36.664,3.101,-46.183,-8.290,24.192,14.224
1743395419.95,-0.068,-0.098,-0.013,-1.762,-0.033,-0.590,36.850,5.130,-46.109,-10.383,24.185,14.402
1743395419.97,-0.056,-0.090,0.030,-1.817,0.148,-0.614,36.738,7.568,-45.843,-12.538,24.293,14.633
1743395419.99,-0.036,-0.122,0.006,-1.731,0.118,-0.662,36.858,9.511,-45.598,-14.687,24.484,14.815
1743395420.01,-0.035,-0.104,0.030,-1.742,0.213,-0.725,36.943,11.431,-45.057,-16.806,24.712,14.909
1743395420.03,0.024,-0.063,0.030,-1.841,0.288,-0.681,36.952,13.762,-44.617,-19.010,25.019,15.045
1743395420.05,0.041,-0.053,0.019,-1.815,0.359,-0.616,36.985,15.746,-43.803,-21.218,25.490,15.287
1743395420.07,-0.017,-0.049,0.013,-1.744,0.176,-0.670,37.199,17.898,-42.833,-23.364,25.934,15.534
1743395420.09,-0.068,-0.046,-0.036,-1.695,0.113,-0.777,37.214,19.854,-42.050,-25.485,26.086,15.664
1743395420.11,-0.081,-0.043,0.020,-1.684,0.238,-0.836,36.833,21.673,-41.176,-27.633,26.315,15.684
1743395420.13,-0.061,-0.035,0.033,-1.578,0.216,-0.824,36.864,23.658,-40.215,-29.723,26.562,15.663
1743395420.15,-0.028,-0.032,-0.006,-1.517,0.341,-0.807,36.906,25.696,-39.398,-31.715,26.820,15.611
1743395420.17,0.015,-0.060,0.062,-1.479,0.794,-0.798,36.520,27.613,-38.093,-33.659,27.441,15.566
1743395420.19,0.044,-0.108,0.089,-1.535,0.851,-0.725,36.583,29.329,-36.994,-35.580,28.435,15.595
1743395420.21,0.073,-0.122,0.081,-1.663,0.777,-0.613,36.947,31.084,-35.142,-37.546,29.526,15.872
1743395420.23,0.087,-0.108,-0.026,-1.686,0.612,-0.581,37.202,32.936,-33.653,-39.544,30.626,16.358
1743395420.25,0.055,-0.048,0.043,-1.686,0.652,-0.633,37.210,34.399,-31.918,-41.553,31.698,16.896
1743395420.27,0.040,-0.012,-0.031,-1.582,0.504,-0.688,37.063,35.599,-30.619,-43.536,32.685,17.377
1743395420.29,0.048,-0.009,-0.028,-1.528,0.341,-0.694,36.938,37.244,-28.882,-45.457,33.452,17.803
1743395420.31,0.056,-0.031,0.039,-1.538,0.160,-0.626,36.679,38.755,-27.329,-47.322,34.122,18.292
1743395420.33,0.046,-0.055,0.041,-1.551,-0.241,-0.530,36.415,40.059,-26.017,-49.157,34.583,18.974
1743395420.35,0.053,-0.068,-0.013,-1.547,-0.432,-0.479,35.938,41.375,-24.922,-50.932,34.805,19.813
1743395420.37,0.044,-0.091,-0.019,-1.526,-0.188,-0.487,35.398,42.607,-23.927,-52.687,35.125,20.707
1743395420.39,0.006,-0.111,0.044,-1.548,0.002,-0.507,35.096,43.692,-22.856,-54.439,35.806,21.646
1743395420.41,-0.031,-0.124,0.046,-1.591,-0.206,-0.510,34.718,44.684,-21.634,-56.236,36.561,22.673
1743395420.43,-0.029,-0.105,0.060,-1.676,-0.450,-0.438,34.350,46.063,-20.293,-58.057,37.217,23.923
1743395420.45,-0.003,-0.056,0.076,-1.723,-0.445,-0.303,33.718,47.038,-18.948,-59.856,38.111,25.584
1743395420.47,-0.004,-0.001,0.029,-1.647,-0.490,-0.215,33.323,47.821,-17.844,-61.541,39.349,27.600
1743395420.49,-0.054,0.023,0.023,-1.576,-0.619,-0.347,33.025,48.591,-16.674,-63.139,40.527,29.642
1743395420.51,-0.105,0.031,0.036,-1.553,-0.642,-0.635,32.606,49.421,-15.300,-64.849,41.325,31.350
1743395420.53,-0.124,0.028,0.013,-1.485,-0.507,-0.813,31.887,50.282,-14.449,-66.718,41.796,32.611
1743395420.55,-0.069,0.028,-0.016,-1.330,-0.139,-0.644,31.013,51.358,-13.224,-68.492,42.496,33.775
1743395420.57,-0.031,-0.009,-0.031,-1.238,0.167,-0.337,29.998,52.315,-12.131,-69.935,44.104,35.460
1743395420.59,-0.033,-0.084,0.001,-1.218,0.216,-0.211,29.824,52.749,-10.793,-71.121,46.571,37.817
1743395420.61,-0.036,-0.156,0.051,-1.272,0.104,-0.248,29.602,53.242,-9.372,-72.265,49.425,40.633
1743395420.63,-0.023,-0.159,0.089,-1.285,0.079,-0.260,29.542,53.592,-8.095,-73.411,52.603,43.864
1743395420.65,-0.008,-0.084,0.065,-1.357,0.251,-0.236,29.424,54.024,-6.745,-74.516,56.448,47.688
1743395420.67,-0.008,-0.019,-0.017,-1.327,0.431,-0.224,29.332,54.714,-5.140,-75.538,61.317,52.318
1743395420.69,-0.008,0.003,-0.124,-1.094,0.504,-0.278,29.176,54.655,-3.758,-76.418,66.383,56.976
1743395420.71,-0.020,-0.005,-0.214,-0.769,0.402,-0.248,28.759,55.025,-2.213,-77.095,70.647,60.802
1743395420.73,-0.040,-0.032,-0.177,-0.528,0.045,-0.164,28.795,55.151,-0.935,-77.545,73.664,63.620
1743395420.75,-0.015,-0.061,-0.014,-0.421,-0.211,-0.013,28.475,55.327,-0.064,-77.786,75.750,65.876
1743395420.77,0.002,-0.050,0.057,-0.444,-0.235,0.125,28.498,55.385,0.374,-77.829,77.731,68.177
1743395420.79,-0.017,0.003,0.009,-0.507,-0.175,0.195,28.464,55.399,0.606,-77.748,80.118,70.861
1743395420.81,-0.054,0.051,-0.054,-0.474,-0.116,0.161,28.813,55.334,1.070,-77.627,82.711,73.684
1743395420.83,-0.087,0.067,-0.094,-0.256,-0.106,0.116,29.098,55.529,1.598,-77.518,84.623,75.759
1743395420.85,-0.103,0.049,-0.049,0.073,-0.254,0.146,29.234,55.254,1.670,-77.385,84.944,76.297
1743395420.87,-0.101,0.027,0.071,0.292,-0.195,0.146,29.305,55.018,1.605,-77.192,83.699,75.326
1743395420.89,-0.074,0.007,0.139,0.177,0.189,0.173,29.605,55.087,1.361,-76.974,82.514,74.124
1743395420.91,-0.059,0.012,0.150,0.057,0.468,0.138,29.662,55.053,1.084,-76.777,82.529,73.720
1743395420.93,-0.042,0.032,0.143,0.043,0.308,0.127,29.721,55.134,1.361,-76.632,82.801,73.518
1743395420.95,-0.082,0.060,0.121,-0.211,0.200,0.226,29.992,54.677,1.408,-76.440,83.479,73.936
1743395420.97,-0.139,0.066,0.086,-0.416,0.214,0.144,30.094,54.568,1.694,-76.246,85.381,75.645
1743395420.99,-0.172,0.045,0.033,-0.349,0.054,-0.055,30.303,54.523,2.213,-76.234,87.411,77.559
1743395421.01,-0.165,0.020,0.016,-0.233,-0.112,-0.094,30.387,54.502,2.679,-76.342,88.696,78.929
1743395421.03,-0.117,0.026,0.031,-0.173,-0.054,-0.103,30.351,54.462,2.966,-76.455,89.520,79.892
1743395421.05,-0.054,0.028,0.027,-0.096,0.056,-0.115,30.070,54.364,3.017,-76.588,90.172,80.552
1743395421.07,-0.031,0.017,0.017,-0.070,0.126,-0.028,30.108,54.483,3.172,-76.673,90.649,80.941
1743395421.09,-0.063,0.016,0.018,-0.068,0.237,0.027,29.961,54.639,3.231,-76.670,91.182,81.278
1743395421.11,-0.080,0.020,-0.017,-0.031,0.250,0.012,29.950,54.781,3.489,-76.635,91.758,81.563
1743395421.13,-0.067,0.034,-0.026,0.087,0.114,-0.054,30.029,54.800,3.800,-76.669,91.857,81.440
1743395421.15,-0.043,0.017,0.002,0.129,-0.027,-0.051,29.762,54.717,3.734,-76.746,91.334,80.862
1743395421.17,-0.019,0.016,0.009,0.059,0.033,-0.058,29.662,54.686,3.451,-76.836,90.885,80.399
1743395421.19,0.011,0.011,-0.005,0.050,-0.030,-0.065,29.600,54.784,3.712,-76.965,90.701,80.185
1743395421.21,0.026,0.001,-0.025,0.155,-0.288,-0.007,29.589,54.797,3.266,-77.051,89.988,79.627
1743395421.23,-0.007,0.002,-0.033,0.232,-0.545,0.076,29.733,54.918,2.916,-77.024,88.515,78.615
1743395421.25,-0.077,-0.000,-0.020,0.296,-0.663,0.095,29.742,54.704,2.130,-76.916,86.580,77.350
1743395421.27,-0.111,0.001,0.022,0.409,-0.575,0.051,29.705,54.599,1.535,-76.797,84.165,75.612
1743395421.29,-0.118,0.026,0.031,0.513,-0.416,0.009,30.036,54.529,0.627,-76.699,81.398,73.353
1743395421.31,-0.109,0.051,0.012,0.625,-0.294,-0.019,29.938,54.733,-0.088,-76.590,78.306,70.585
1743395421.33,-0.105,0.037,-0.011,0.757,-0.199,-0.023,29.894,54.813,-0.909,-76.430,74.813,67.284
1743395421.35,-0.109,0.023,0.043,0.923,0.024,-0.065,29.683,54.587,-1.883,-76.186,70.871,63.349
1743395421.37,-0.082,-0.025,0.087,0.978,0.297,-0.159,29.730,54.650,-2.775,-75.909,66.795,58.944
1743395421.39,-0.022,-0.071,0.070,1.091,0.361,-0.189,29.548,54.540,-3.477,-75.603,62.661,54.288
1743395421.41,0.024,-0.077,0.109,1.422,0.533,-0.010,29.516,54.397,-4.562,-75.020,58.175,49.145
1743395421.43,0.028,-0.064,0.117,1.457,0.730,0.182,29.546,54.383,-5.785,-73.960,54.032,44.061
1743395421.45,0.031,-0.021,0.013,1.001,0.397,0.121,29.639,53.847,-6.789,-72.977,51.353,40.578
1743395421.47,0.047,-0.049,-0.089,1.255,0.223,0.101,29.731,53.612,-7.647,-72.109,48.926,37.711
1743395421.49,0.056,-0.022,0.047,1.571,0.525,0.164,30.026,53.406,-8.954,-70.868,45.981,34.154
1743395421.51,0.048,-0.003,0.094,1.117,0.262,0.303,30.064,52.879,-10.034,-69.569,43.918,31.377
1743395421.53,-0.029,0.001,-0.084,1.067,-0.334,0.514,30.501,52.311,-11.142,-68.401,42.636,30.146
1743395421.55,-0.047,-0.014,-0.165,1.646,-0.091,0.473,30.889,51.508,-12.553,-66.851,40.909,28.581
1743395421.57,0.021,-0.052,-0.062,1.837,0.230,0.331,31.273,50.971,-14.203,-65.003,38.887,26.264
1743395421.59,-0.025,-0.020,-0.100,1.584,0.143,0.139,31.544,50.167,-15.860,-63.266,37.069,23.964
1743395421.61,-0.035,0.013,0.036,1.373,0.462,0.034,31.685,49.641,-17.140,-61.879,35.566,21.939
1743395421.63,0.071,-0.051,0.095,1.368,0.782,0.276,31.933,48.647,-17.780,-60.530,34.974,20.365
1743395421.65,0.119,-0.071,0.101,1.551,0.243,0.536,32.514,47.942,-18.902,-58.884,34.634,19.247
1743395421.67,0.007,-0.037,-0.095,1.483,-0.656,0.569,32.893,47.053,-20.336,-57.065,33.640,18.397
1743395421.69,0.014,-0.029,-0.076,1.215,-0.424,0.425,32.955,46.117,-22.115,-55.442,32.368,17.737
1743395421.71,0.052,-0.042,0.090,1.003,0.226,0.333,33.260,45.476,-23.040,-54.166,31.910,17.193
1743395421.73,0.113,-0.072,0.048,1.070,-0.577,0.418,33.470,44.769,-24.065,-52.965,31.431,16.761
1743395421.75,0.204,-0.087,0.171,1.250,-1.004,0.674,33.602,43.863,-25.565,-51.515,30.225,16.504
1743395421.77,0.162,-0.090,-0.169,1.308,-0.889,0.823,33.317,42.321,-27.354,-49.768,29.178,16.570
1743395421.79,0.090,-0.023,-0.092,0.999,-0.199,0.528,33.446,41.225,-28.890,-48.225,28.563,16.642
1743395421.81,-0.025,0.008,0.108,0.910,0.168,0.410,33.849,40.342,-29.811,-47.061,28.554,16.550
1743395421.83,-0.130,-0.010,0.110,1.135,-0.114,0.595,34.316,39.362,-30.386,-45.783,28.552,16.471
1743395421.85,-0.151,-0.039,-0.046,1.416,-0.170,0.682,34.489,38.160,-31.521,-44.121,28.304,16.420
