Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Pitch,Roll,Yaw
1743395412.62,0.017,0.002,-0.175,1.624,0.069,-0.134,27.653,54.751,-5.426,-74.909,49.541,37.598
1743395412.64,0.046,-0.029,-0.105,1.636,-0.014,-0.091,27.642,54.651,-7.054,-73.723,44.275,32.151
1743395412.66,0.077,-0.086,-0.055,1.357,0.274,0.164,27.367,54.498,-8.540,-72.442,40.641,28.232
1743395412.68,0.122,-0.147,-0.011,1.381,0.956,0.479,27.658,53.885,-9.800,-71.028,39.204,26.034
1743395412.70,0.108,-0.162,0.148,1.521,1.473,0.615,28.344,53.309,-10.528,-69.344,39.155,24.391
1743395412.72,0.120,-0.145,0.018,1.634,0.556,0.720,29.207,52.513,-11.296,-67.457,39.024,22.881
1743395412.74,0.144,-0.041,-0.205,1.319,-0.641,0.653,29.785,51.680,-12.702,-65.583,37.811,21.737
1743395412.76,0.122,0.041,0.088,1.041,-0.076,0.464,30.442,50.973,-14.297,-64.175,36.722,21.086
1743395412.78,0.074,0.047,0.138,1.036,0.310,0.422,31.074,50.357,-15.207,-62.922,36.314,20.374
1743395412.80,0.011,0.038,0.014,1.355,-0.508,0.421,31.407,49.708,-16.206,-61.579,35.571,19.583
1743395412.82,-0.065,0.057,0.011,1.926,-0.501,0.334,31.460,48.979,-17.914,-59.753,33.531,18.081
1743395412.84,-0.198,0.002,-0.235,1.526,-0.424,0.396,31.590,47.941,-19.895,-57.798,31.845,16.558
1743395412.86,-0.153,-0.072,-0.085,0.833,0.130,0.583,31.694,47.155,-21.569,-56.408,31.170,16.217
1743395412.88,-0.139,-0.088,0.277,0.793,1.021,0.613,32.330,46.440,-22.149,-55.274,32.156,16.418
1743395412.90,-0.040,-0.121,0.154,1.088,0.155,0.722,32.981,45.739,-22.344,-54.010,33.031,16.575
1743395412.92,0.158,-0.024,0.206,1.702,0.013,0.577,33.583,44.691,-23.331,-52.221,32.681,16.166
1743395412.94,0.231,0.027,-0.082,1.524,-0.304,0.533,34.221,43.419,-24.394,-50.303,31.977,15.363
1743395412.96,0.280,0.071,-0.059,1.209,-0.455,0.635,34.425,42.188,-25.884,-48.627,31.193,14.987
1743395412.98,0.149,-0.001,-0.018,1.198,-1.067,0.653,34.555,40.884,-27.385,-47.107,30.354,14.932
1743395413.00,-0.003,-0.069,0.014,1.529,-1.319,0.568,34.435,39.775,-29.098,-45.390,28.693,14.696
1743395413.02,-0.210,-0.148,0.088,1.511,-0.517,0.534,33.987,38.303,-31.135,-43.566,27.397,14.293
1743395413.04,-0.314,-0.169,-0.171,1.289,-0.169,0.726,34.038,37.201,-32.696,-41.776,26.853,14.153
1743395413.06,-0.087,-0.002,0.102,0.914,0.665,0.672,34.395,35.533,-33.656,-40.307,27.360,14.365
1743395413.08,0.192,0.071,0.109,1.057,0.027,0.715,35.154,34.331,-34.025,-38.994,27.977,14.622
1743395413.10,0.194,0.073,0.039,1.343,-0.408,0.707,35.494,33.201,-34.495,-37.376,27.795,14.714
1743395413.12,0.069,-0.027,-0.083,1.350,-0.565,0.619,35.737,31.581,-35.785,-35.649,27.184,14.660
1743395413.14,-0.015,-0.123,-0.048,1.248,-0.436,0.617,35.590,30.085,-36.863,-34.007,26.556,14.596
1743395413.16,-0.051,-0.084,0.009,1.168,-0.334,0.571,35.699,28.755,-38.090,-32.472,26.133,14.595
1743395413.18,-0.053,0.011,0.044,1.099,-0.181,0.579,35.687,27.385,-38.828,-31.029,25.840,14.626
1743395413.20,-0.060,0.055,0.075,1.179,-0.210,0.591,35.977,26.109,-39.513,-29.579,25.675,14.680
1743395413.22,-0.018,-0.007,-0.035,1.283,-0.428,0.675,36.077,24.666,-40.403,-27.979,25.309,14.724
1743395413.24,-0.005,-0.022,-0.102,1.171,-0.284,0.608,35.840,23.122,-41.474,-26.380,24.914,14.810
1743395413.26,-0.138,0.001,0.003,1.055,-0.032,0.489,35.851,21.919,-42.139,-24.983,24.725,14.855
1743395413.28,-0.125,-0.031,0.078,1.230,-0.007,0.464,35.954,20.332,-42.603,-23.590,24.738,14.800
1743395413.30,0.004,-0.096,0.108,1.452,-0.076,0.422,36.160,19.141,-42.984,-21.974,24.592,14.595
1743395413.32,-0.030,-0.083,0.026,1.529,-0.116,0.454,36.035,17.440,-43.743,-20.206,24.380,14.310
1743395413.34,-0.003,0.014,-0.037,1.340,0.043,0.624,36.159,15.871,-44.175,-18.449,24.249,14.171
1743395413.36,0.052,-0.079,0.037,1.223,0.087,0.747,36.307,14.192,-44.558,-16.805,24.384,14.310
1743395413.38,0.052,-0.079,0.116,1.263,0.053,0.673,36.567,12.653,-44.849,-15.175,24.528,14.472
1743395413.40,0.077,-0.070,0.087,1.370,-0.059,0.673,36.749,10.857,-45.366,-13.489,24.495,14.512
1743395413.42,-0.003,0.083,-0.024,1.292,-0.021,0.816,36.696,9.037,-45.567,-11.748,24.468,14.673
1743395413.44,-0.114,-0.041,-0.016,1.369,-0.181,0.768,36.682,7.365,-45.807,-9.992,24.393,14.896
1743395413.46,-0.045,-0.198,0.020,1.377,-0.194,0.650,36.548,5.457,-46.213,-8.227,24.203,14.969
1743395413.48,0.067,-0.191,-0.052,1.332,-0.224,0.557,36.471,3.561,-46.437,-6.522,23.923,14.958
1743395413.50,-0.045,0.090,-0.026,1.273,-0.073,0.521,36.265,1.995,-46.602,-4.918,23.761,14.921
1743395413.52,-0.089,0.201,0.022,1.262,-0.096,0.567,36.152,0.340,-46.357,-3.346,23.698,14.902
1743395413.54,0.051,0.083,-0.072,1.361,-0.189,0.539,36.172,-1.388,-46.589,-1.731,23.552,14.886
1743395413.56,-0.027,-0.070,-0.083,1.395,-0.291,0.413,35.801,-2.785,-46.761,-0.048,23.260,14.758
1743395413.58,-0.040,-0.115,-0.072,1.321,-0.170,0.308,35.316,-4.803,-46.901,1.535,22.996,14.528
1743395413.60,0.078,0.006,-0.091,1.254,-0.152,0.229,34.998,-6.008,-47.041,3.008,22.837,14.237
1743395413.62,0.136,0.157,-0.152,1.213,-0.293,0.204,34.971,-7.341,-46.825,4.409,22.614,13.913
1743395413.64,-0.022,0.080,-0.152,1.143,-0.378,0.178,34.736,-8.597,-46.920,5.747,22.244,13.595
1743395413.66,-0.030,-0.134,-0.104,1.081,-0.237,0.042,34.258,-9.836,-47.046,6.964,21.945,13.250
1743395413.68,0.075,-0.206,-0.045,0.968,-0.122,-0.020,33.964,-10.672,-46.896,8.050,21.781,12.801
1743395413.70,0.060,-0.103,-0.097,0.791,0.120,0.025,33.763,-11.833,-46.838,8.990,21.846,12.425
1743395413.72,0.098,0.062,-0.235,0.596,0.076,0.076,33.874,-12.581,-46.550,9.773,22.046,12.171
1743395413.74,0.310,-0.095,-0.304,0.364,0.002,0.117,33.776,-13.418,-46.326,10.308,22.100,12.073
1743395413.76,0.030,-0.074,-0.229,0.115,-0.073,0.069,33.675,-13.734,-46.191,10.601,22.032,12.077
1743395413.78,-0.079,-0.104,-0.238,-0.039,0.151,-0.010,33.538,-13.923,-46.018,10.664,22.080,12.093
1743395413.80,0.006,-0.102,-0.277,-0.231,0.211,-0.100,33.691,-13.580,-46.300,10.496,22.298,12.093
1743395413.82,0.092,-0.093,-0.324,-0.446,0.130,-0.193,33.805,-13.484,-46.110,10.079,22.505,12.086
1743395413.84,0.071,-0.116,-0.243,-0.631,0.052,-0.303,34.225,-13.210,-45.862,9.403,22.607,12.064
1743395413.86,0.082,-0.125,-0.195,-0.789,0.094,-0.375,34.215,-12.353,-46.010,8.495,22.684,12.014
1743395413.88,0.120,-0.121,-0.208,-0.983,0.140,-0.314,34.510,-11.514,-46.054,7.418,22.817,12.024
1743395413.90,0.173,-0.055,-0.204,-1.226,0.267,-0.249,34.775,-10.494,-46.177,6.125,23.025,12.227
1743395413.92,0.116,-0.031,-0.153,-1.392,0.273,-0.204,34.978,-9.220,-46.364,4.647,23.313,12.585
1743395413.94,0.075,-0.034,-0.098,-1.485,0.320,-0.239,35.392,-7.784,-46.434,3.040,23.627,13.016
1743395413.96,0.022,-0.071,-0.134,-1.533,0.247,-0.322,35.606,-6.377,-46.421,1.338,23.949,13.418
1743395413.98,0.020,-0.072,-0.085,-1.584,0.153,-0.423,36.204,-4.764,-46.215,-0.463,24.193,13.756
1743395414.00,-0.017,-0.052,-0.057,-1.557,0.076,-0.512,36.583,-2.909,-46.322,-2.319,24.303,14.009
1743395414.02,-0.058,-0.054,-0.071,-1.532,0.063,-0.601,36.694,-1.055,-46.219,-4.188,24.383,14.151
1743395414.04,-0.062,-0.038,-0.014,-1.537,0.144,-0.649,36.731,0.737,-46.285,-6.080,24.519,14.226
1743395414.06,-0.058,-0.057,-0.035,-1.519,0.099,-0.721,36.944,2.563,-46.229,-7.986,24.656,14.247
1743395414.08,-0.055,-0.071,-0.041,-1.492,0.099,-0.815,37.031,4.498,-45.861,-9.917,24.778,14.163
1743395414.10,0.012,-0.052,-0.038,-1.518,0.063,-0.856,37.237,6.637,-45.533,-11.875,24.833,14.011
1743395414.12,0.026,-0.022,0.053,-1.540,0.113,-0.852,37.518,8.630,-45.279,-13.876,24.904,13.864
1743395414.13,-0.052,-0.051,-0.006,-1.464,-0.019,-0.861,37.286,10.749,-44.995,-15.843,24.929,13.697
1743395414.15,-0.099,-0.118,-0.065,-1.476,-0.076,-0.909,37.146,12.685,-44.521,-17.781,24.774,13.477
1743395414.17,-0.042,-0.115,-0.059,-1.588,0.030,-0.899,37.059,14.464,-43.966,-19.801,24.677,13.251
1743395414.19,0.074,-0.095,0.049,-1.675,0.297,-0.825,36.752,16.515,-43.627,-21.907,24.824,13.126
1743395414.21,0.114,-0.077,0.089,-1.728,0.284,-0.739,36.555,18.735,-42.813,-24.049,25.192,13.149
1743395414.23,0.078,-0.047,0.018,-1.723,0.138,-0.706,36.609,20.657,-41.954,-26.181,25.464,13.259
1743395414.25,0.034,-0.049,0.053,-1.761,0.221,-0.655,36.682,22.591,-41.098,-28.316,25.726,13.431
1743395414.27,0.028,-0.079,0.041,-1.789,0.321,-0.565,36.508,24.670,-40.065,-30.440,26.197,13.736
1743395414.29,0.021,-0.094,0.020,-1.839,0.249,-0.520,36.441,26.303,-38.889,-32.569,26.768,14.174
1743395414.31,-0.022,-0.097,0.002,-1.751,0.193,-0.548,36.290,28.049,-37.660,-34.678,27.277,14.660
1743395414.33,-0.075,-0.108,0.005,-1.747,0.245,-0.634,36.283,29.885,-36.392,-36.746,27.739,15.050
1743395414.35,-0.058,-0.139,0.010,-1.787,0.612,-0.651,36.251,31.529,-35.344,-38.874,28.448,15.424
1743395414.37,-0.017,-0.148,0.053,-1.823,0.758,-0.652,36.441,33.438,-34.076,-41.039,29.547,15.885
1743395414.39,-0.001,-0.129,0.054,-1.811,0.651,-0.629,36.239,35.349,-31.990,-43.215,30.748,16.437
1743395414.41,0.007,-0.070,-0.022,-1.730,0.408,-0.614,36.374,36.758,-30.123,-45.311,31.791,17.063
1743395414.43,0.035,-0.022,-0.043,-1.655,0.357,-0.626,35.985,38.408,-28.418,-47.312,32.649,17.684
1743395414.45,0.031,-0.028,0.074,-1.732,0.439,-0.675,35.902,39.856,-26.860,-49.327,33.604,18.338
1743395414.47,0.035,-0.063,0.043,-1.711,0.181,-0.683,35.592,41.358,-25.089,-51.411,34.550,19.062
1743395414.49,0.043,-0.047,0.028,-1.584,-0.194,-0.590,35.393,42.864,-23.519,-53.376,35.163,19.851
1743395414.51,0.032,0.002,-0.017,-1.461,-0.425,-0.561,34.828,44.056,-22.353,-55.160,35.433,20.657
1743395414.53,0.024,0.011,0.004,-1.509,-0.219,-0.630,34.041,45.200,-21.277,-56.928,35.658,21.424
1743395414.55,0.008,-0.025,0.052,-1.572,-0.022,-0.655,33.728,46.068,-20.167,-58.796,36.260,22.244
1743395414.57,0.009,-0.074,0.046,-1.528,-0.218,-0.541,33.145,47.266,-18.688,-60.629,36.996,23.233
1743395414.59,0.008,-0.082,0.030,-1.500,-0.571,-0.384,32.741,48.361,-17.299,-62.319,37.721,24.554
1743395414.61,0.006,-0.068,0.023,-1.571,-0.780,-0.313,32.138,49.325,-16.320,-63.930,38.428,26.257
1743395414.63,-0.007,-0.067,0.089,-1.662,-0.668,-0.354,31.650,50.107,-15.287,-65.604,39.453,28.324
1743395414.65,-0.030,-0.034,0.095,-1.589,-0.457,-0.505,31.149,50.789,-14.309,-67.347,40.723,30.413
1743395414.67,-0.041,0.021,0.024,-1.491,-0.218,-0.667,30.652,51.625,-12.836,-69.113,41.944,32.148
1743395414.69,-0.006,0.019,0.077,-1.376,-0.029,-0.510,29.895,52.507,-11.500,-70.797,43.462,33.895
1743395414.71,-0.031,0.025,0.008,-1.320,0.018,-0.340,29.399,53.069,-10.176,-72.210,45.678,36.224
1743395414.73,-0.061,-0.016,0.023,-1.336,0.045,-0.308,28.898,53.610,-8.911,-73.511,48.504,39.150
1743395414.75,-0.055,-0.061,0.014,-1.342,0.149,-0.326,28.851,54.363,-7.390,-74.764,51.944,42.618
1743395414.77,-0.029,-0.096,0.031,-1.297,0.292,-0.374,28.606,54.827,-6.043,-75.983,55.974,46.523
1743395414.79,-0.014,-0.097,0.004,-1.139,0.350,-0.331,28.244,54.940,-4.477,-77.072,60.411,50.698
1743395414.81,-0.023,-0.073,-0.041,-0.929,0.340,-0.180,27.498,55.729,-1.935,-77.878,64.884,54.872
1743395414.83,-0.059,-0.044,-0.093,-0.777,0.257,-0.015,27.506,55.524,-0.799,-78.351,69.304,59.039
1743395414.85,-0.124,-0.052,-0.088,-0.651,0.247,-0.006,27.542,55.780,0.258,-78.609,73.313,62.847
1743395414.87,-0.156,-0.050,-0.103,-0.697,0.247,-0.073,27.466,55.702,1.098,-78.836,77.187,66.513
1743395414.89,-0.105,-0.004,-0.097,-0.775,0.309,-0.186,27.321,55.774,1.911,-79.142,81.730,70.814
1743395414.91,0.010,0.017,-0.005,-0.518,0.279,-0.180,27.328,56.063,2.953,-79.445,85.932,74.739
1743395414.93,0.091,0.017,0.043,-0.280,0.252,-0.093,27.157,56.087,3.349,-79.624,88.554,77.101
1743395414.95,0.107,-0.013,0.044,-0.271,0.220,0.028,27.035,56.136,4.014,-79.670,90.442,78.736
1743395414.97,0.069,-0.023,0.028,-0.465,0.054,0.189,27.197,56.173,4.564,-79.532,92.784,80.948
1743395414.99,0.004,0.005,-0.034,-0.702,-0.145,0.241,27.451,55.964,5.064,-79.216,96.247,84.521
1743395415.01,-0.056,0.025,-0.063,-0.664,-0.349,0.180,27.698,55.716,5.482,-78.865,99.901,88.541
1743395415.03,-0.052,0.026,-0.008,-0.431,-0.353,0.186,27.812,55.578,5.964,-78.547,102.409,91.529
1743395415.05,-0.059,0.038,0.054,-0.213,-0.108,0.269,28.132,55.435,5.993,-78.215,103.529,92.963
1743395415.07,-0.114,0.050,0.045,-0.132,0.323,0.301,28.465,55.155,6.335,-77.842,104.099,93.433
1743395415.09,-0.132,0.062,0.018,-0.032,0.524,0.206,28.659,55.157,6.598,-77.528,104.773,93.573
1743395415.11,-0.122,0.073,-0.001,0.144,0.181,0.127,28.778,54.873,6.933,-77.370,104.691,93.046
1743395415.13,-0.154,0.083,-0.011,0.102,-0.213,0.112,28.890,54.907,6.794,-77.278,103.754,92.127
1743395415.15,-0.192,0.079,0.000,-0.100,-0.246,0.003,29.074,55.010,6.442,-77.201,103.419,92.083
1743395415.17,-0.159,0.026,0.050,0.008,-0.077,-0.121,28.989,54.869,6.509,-77.256,103.675,92.535
1743395415.19,-0.070,-0.026,0.094,0.282,-0.012,-0.109,28.860,54.869,6.595,-77.436,103.047,91.930
1743395415.21,-0.015,-0.044,0.137,0.386,-0.040,0.000,28.724,54.992,6.118,-77.587,101.308,90.176
1743395415.23,0.006,0.003,0.135,0.251,0.035,0.124,28.762,55.092,5.731,-77.583,99.500,88.352
1743395415.25,-0.003,0.064,0.075,-0.047,0.210,0.110,29.047,55.044,5.741,-77.456,99.058,87.747
1743395415.27,-0.030,0.037,0.018,-0.028,0.063,0.083,28.984,55.073,5.674,-77.347,99.541,88.047
1743395415.29,-0.081,0.001,0.002,0.249,-0.294,0.141,29.257,54.887,5.635,-77.241,98.860,87.484
1743395415.31,-0.136,-0.004,0.041,0.478,-0.430,0.189,29.451,54.805,5.042,-77.109,96.429,85.444
1743395415.33,-0.167,0.030,0.065,0.528,-0.325,0.184,29.609,54.976,4.404,-76.940,93.338,82.730
1743395415.35,-0.184,0.067,0.070,0.494,-0.144,0.091,29.654,54.597,3.700,-76.795,90.549,80.135
1743395415.37,-0.163,0.076,0.067,0.529,-0.037,-0.018,29.792,54.502,3.098,-76.750,88.003,77.619
1743395415.39,-0.140,0.041,0.067,0.638,0.012,-0.053,29.707,54.619,2.467,-76.760,85.163,74.710
1743395415.41,-0.141,0.005,0.057,0.729,0.009,-0.056,29.641,54.561,1.716,-76.735,81.839,71.278
1743395415.43,-0.132,-0.006,0.036,0.758,-0.006,-0.107,29.453,54.719,0.884,-76.674,78.210,67.548
1743395415.45,-0.103,-0.016,-0.003,0.733,0.002,-0.205,29.361,54.829,0.047,-76.644,74.528,63.774
1743395415.47,-0.061,-0.017,-0.019,0.808,0.125,-0.291,29.054,54.938,-0.591,-76.667,70.764,59.838
1743395415.49,-0.022,-0.042,-0.004,0.993,0.348,-0.224,28.720,55.061,-1.387,-76.578,66.491,55.169
1743395415.51,-0.007,-0.069,-0.007,1.017,0.495,-0.115,28.588,54.900,-2.045,-76.244,62.293,50.346
1743395415.53,-0.007,-0.040,-0.060,1.030,0.348,-0.075,28.414,54.834,-3.011,-75.777,58.586,46.015
1743395415.55,0.034,-0.031,-0.250,1.373,0.072,0.068,28.411,54.905,-3.922,-75.041,54.467,41.496
1743395415.57,0.087,0.040,-0.350,1.549,0.106,0.162,28.385,54.682,-5.589,-73.872,49.925,36.782
1743395415.59,0.122,0.017,0.068,1.366,0.919,0.026,28.479,54.309,-6.935,-72.670,46.607,32.700
1743395415.61,0.175,-0.069,0.216,1.225,1.014,0.078,28.716,53.901,-7.576,-71.635,44.639,29.361
1743395415.63,0.166,-0.127,-0.019,1.528,0.554,0.382,28.943,53.702,-8.392,-70.342,42.964,26.670
1743395415.65,0.042,-0.117,-0.121,1.780,0.030,0.548,29.322,53.037,-9.561,-68.537,40.969,24.162
1743395415.67,0.023,-0.048,-0.138,1.567,-0.170,0.459,29.638,52.333,-11.430,-66.664,38.894,22.083
1743395415.69,0.077,-0.018,0.089,1.076,0.145,0.326,30.196,51.675,-12.816,-65.203,37.542,20.608
1743395415.71,0.160,-0.053,0.111,0.927,0.135,0.450,30.362,51.225,-13.702,-64.078,37.041,19.866
1743395415.73,0.126,-0.048,0.147,1.169,0.180,0.632,30.685,50.371,-15.000,-62.757,36.797,19.379
1743395415.75,0.049,-0.046,0.060,1.345,-0.053,0.777,31.567,49.668,-15.941,-61.112,36.496,18.927
1743395415.77,-0.043,-0.021,-0.156,1.169,-0.649,0.777,32.026,48.787,-17.286,-59.388,35.852,18.638
1743395415.79,-0.028,0.016,-0.009,1.034,-0.205,0.599,32.313,47.802,-18.672,-57.923,35.131,18.508
1743395415.81,-0.014,0.021,0.069,1.066,0.034,0.442,32.867,46.798,-19.889,-56.618,34.836,18.136
1743395415.83,-0.050,-0.015,0.036,1.453,-0.587,0.411,33.068,46.202,-21.020,-55.189,33.932,17.420
1743395415.85,-0.102,-0.085,-0.051,1.518,-0.919,0.582,33.320,45.261,-22.792,-53.420,32.384,16.554
1743395415.87,-0.056,-0.061,-0.192,1.278,-0.433,0.655,33.379,44.181,-24.567,-51.660,31.150,16.192
1743395415.89,-0.058,0.002,0.107,1.026,0.191,0.387,33.661,43.094,-25.885,-50.222,30.991,15.935
1743395415.91,0.003,0.022,0.095,1.115,-0.446,0.385,33.915,42.002,-26.641,-49.017,30.525,15.547
1743395415.93,0.058,0.047,0.095,1.484,-0.368,0.554,34.085,41.155,-28.001,-47.446,29.734,15.129
1743395415.95,-0.060,0.017,-0.028,1.544,-0.640,0.481,34.210,40.063,-29.474,-45.617,28.781,14.654
1743395415.97,-0.071,-0.047,-0.152,1.373,-0.385,0.442,34.029,38.701,-31.185,-43.895,27.834,14.172
1743395415.99,-0.019,-0.015,0.074,0.989,0.294,0.424,34.190,37.485,-32.239,-42.461,27.616,13.901
1743395416.01,0.035,0.020,0.127,0.910,-0.047,0.602,34.486,36.592,-32.527,-41.285,27.847,13.937
1743395416.03,0.052,0.000,0.110,1.190,-0.318,0.694,34.848,35.502,-33.579,-39.867,27.683,14.090
1743395416.05,0.031,-0.088,0.052,1.361,-0.078,0.637,35.079,33.965,-34.454,-38.221,27.444,14.078
1743395416.07,0.050,-0.116,-0.200,1.339,0.045,0.607,35.230,32.558,-35.356,-36.495,27.363,13.998
1743395416.09,-0.008,0.011,0.077,1.067,0.195,0.460,35.521,31.386,-36.095,-34.984,27.476,13.855
1743395416.11,-0.077,0.073,-0.044,0.943,-0.190,0.563,36.023,30.065,-36.667,-33.736,27.455,13.845
1743395416.13,-0.059,0.084,-0.059,1.004,-0.176,0.551,36.237,28.996,-37.141,-32.437,27.287,13.940
1743395416.15,0.012,-0.056,0.105,1.133,-0.189,0.405,36.445,27.855,-38.014,-31.117,27.045,13.863
1743395416.17,0.054,-0.239,0.070,1.303,-0.388,0.342,36.393,26.622,-39.033,-29.680,26.584,13.564
1743395416.19,0.083,-0.183,0.021,1.292,-0.361,0.396,36.233,25.093,-39.702,-28.157,25.933,13.225
1743395416.21,-0.029,-0.062,0.011,1.211,-0.070,0.503,36.012,23.748,-40.965,-26.650,25.593,13.054
1743395416.23,-0.069,-0.004,0.113,1.189,0.032,0.613,36.152,22.562,-41.351,-25.149,25.578,13.037
1743395416.25,0.029,-0.005,0.129,1.366,-0.135,0.694,36.392,21.237,-41.912,-23.524,25.577,13.081
1743395416.27,0.065,-0.064,-0.047,1.417,-0.222,0.661,36.461,19.497,-42.616,-21.733,25.325,13.105
1743395416.29,0.082,-0.047,-0.020,1.261,-0.212,0.647,36.630,17.831,-43.263,-20.022,25.118,13.121
1743395416.31,0.084,0.009,0.095,1.270,-0.287,0.671,36.524,16.206,-43.747,-18.417,24.832,13.212
1743395416.33,-0.010,0.007,0.124,1.336,-0.153,0.696,36.389,14.443,-44.478,-16.731,24.592,13.302
1743395416.35,-0.075,-0.013,0.135,1.400,-0.077,0.788,36.561,12.624,-44.914,-14.967,24.536,13.421
1743395416.37,-0.015,0.001,-0.029,1.438,-0.115,0.900,36.488,10.980,-45.232,-13.073,24.455,13.630
1743395416.39,-0.021,-0.051,-0.153,1.355,-0.009,0.854,36.510,8.910,-45.479,-11.210,24.441,13.894
1743395416.41,-0.055,-0.061,-0.008,1.235,0.179,0.823,36.626,6.993,-45.715,-9.465,24.608,14.162
1743395416.43,-0.013,-0.083,0.020,1.209,0.302,0.803,36.497,5.027,-45.947,-7.822,24.921,14.424
1743395416.45,0.008,0.047,-0.039,1.139,0.221,0.814,36.869,3.427,-45.762,-6.190,25.295,14.679
1743395416.47,0.066,0.110,-0.175,1.045,0.078,0.837,36.925,1.649,-45.450,-4.674,25.488,15.000
1743395416.49,0.035,0.056,-0.176,0.989,0.014,0.717,37.153,0.169,-45.525,-3.237,25.551,15.316
1743395416.51,-0.090,-0.005,-0.075,1.030,-0.114,0.563,37.048,-1.419,-45.435,-1.891,25.503,15.481
1743395416.53,-0.093,0.076,-0.060,1.113,-0.277,0.467,37.061,-2.777,-45.470,-0.536,25.277,15.484
1743395416.55,-0.107,0.086,-0.144,1.189,-0.349,0.352,36.794,-4.006,-45.707,0.863,24.917,15.343
1743395416.57,-0.157,0.060,-0.065,1.205,-0.384,0.224,36.180,-5.318,-45.863,2.252,24.507,15.075
1743395416.59,-0.111,-0.132,-0.121,1.226,-0.408,0.024,35.868,-6.680,-45.799,3.581,24.072,14.634
1743395416.61,0.124,-0.162,-0.155,1.095,-0.454,-0.110,35.563,-7.573,-46.215,4.776,23.623,14.037
1743395416.63,0.138,0.064,-0.049,1.008,-0.498,0.027,35.299,-8.915,-46.314,5.849,23.121,13.506
1743395416.65,-0.023,-0.019,-0.025,0.920,-0.159,0.081,34.857,-9.736,-46.308,6.888,22.758,13.131
1743395416.67,0.041,-0.083,-0.084,0.777,0.129,0.110,34.398,-10.793,-46.421,7.839,22.796,12.853
1743395416.69,0.250,-0.119,-0.262,0.545,0.297,0.109,34.681,-11.410,-46.129,8.584,23.096,12.664
1743395416.71,0.191,-0.016,-0.256,0.246,0.184,0.187,34.648,-11.917,-45.716,9.067,23.376,12.635
1743395416.73,0.098,-0.036,-0.243,0.033,0.182,0.181,34.831,-12.526,-45.631,9.299,23.540,12.787
1743395416.75,-0.013,-0.154,-0.200,-0.166,0.243,0.085,34.938,-12.804,-45.467,9.292,23.761,12.953
1743395416.77,0.126,-0.120,-0.305,-0.370,0.181,0.018,35.009,-12.702,-45.460,9.032,23.978,13.134
1743395416.79,0.108,-0.102,-0.327,-0.599,0.147,-0.067,35.251,-12.241,-45.158,8.515,24.124,13.336
1743395416.81,0.061,-0.046,-0.229,-0.783,0.253,-0.189,35.290,-11.637,-45.022,7.731,24.332,13.535
1743395416.83,0.052,-0.092,-0.200,-0.917,0.219,-0.268,35.579,-10.772,-45.103,6.734,24.588,13.699
1743395416.85,0.126,-0.057,-0.209,-1.038,0.151,-0.363,35.909,-9.913,-44.945,5.583,24.796,13.831
1743395416.87,0.171,-0.059,-0.212,-1.236,0.100,-0.362,35.974,-8.917,-45.148,4.226,24.920,13.998
1743395416.89,0.135,-0.000,-0.111,-1.354,0.104,-0.403,36.531,-7.478,-45.389,2.693,25.031,14.245
1743395416.91,0.019,-0.049,-0.068,-1.411,-0.004,-0.467,36.657,-6.037,-45.495,1.053,25.091,14.453
1743395416.93,0.002,-0.046,-0.160,-1.492,0.015,-0.486,36.789,-4.386,-45.454,-0.675,25.072,14.657
1743395416.95,-0.005,-0.000,-0.116,-1.593,0.073,-0.554,36.897,-2.777,-45.524,-2.526,25.128,14.879
1743395416.97,-0.026,-0.038,-0.070,-1.578,-0.060,-0.681,37.065,-0.959,-45.579,-4.475,25.147,15.022
1743395416.99,-0.103,-0.051,-0.036,-1.504,-0.102,-0.799,37.290,1.174,-45.691,-6.427,25.030,14.994
1743395417.00,-0.131,-0.072,-0.087,-1.497,0.045,-0.831,37.131,3.242,-45.715,-8.364,24.941,14.867
1743395417.02,-0.069,-0.028,-0.003,-1.579,0.271,-0.812,37.059,5.055,-45.366,-10.362,25.126,14.761
1743395417.04,-0.028,0.015,0.027,-1.508,0.294,-0.838,37.303,7.258,-45.043,-12.361,25.440,14.666
1743395417.06,0.020,0.009,0.078,-1.493,0.336,-0.848,37.479,9.073,-44.636,-14.323,25.771,14.530
1743395417.08,0.055,-0.054,0.063,-1.432,0.367,-0.791,37.660,11.128,-43.965,-16.240,26.141,14.409
1743395417.10,0.094,-0.136,0.003,-1.455,0.383,-0.722,37.948,13.195,-43.429,-18.087,26.540,14.361
1743395417.12,0.090,-0.160,-0.042,-1.558,0.281,-0.717,38.091,14.732,-42.766,-19.986,26.962,14.410
1743395417.14,0.076,-0.137,0.024,-1.653,0.261,-0.774,38.073,16.451,-42.091,-22.011,27.274,14.495
1743395417.16,0.036,-0.154,0.004,-1.613,0.196,-0.769,38.307,18.573,-41.227,-24.082,27.580,14.580
1743395417.18,0.054,-0.139,0.018,-1.646,0.306,-0.767,38.222,20.522,-40.615,-26.124,27.876,14.671
1743395417.20,0.080,-0.103,0.093,-1.727,0.344,-0.721,38.114,22.275,-39.600,-28.230,28.367,14.848
1743395417.22,0.043,-0.088,0.059,-1.629,0.205,-0.649,38.021,24.325,-38.562,-30.301,28.824,15.125
