Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1747663015.01,0.009,0.011,0.018,0.018,0.013,0.023,-88.305,145.065,177.292
1747663015.02,0.006,-0.014,0.006,0.013,-0.010,0.018,-88.313,144.495,176.720
1747663015.03,0.002,-0.014,-0.010,0.013,-0.020,0.022,-88.317,143.950,176.184
1747663015.03,0.003,-0.010,-0.018,0.022,-0.022,0.021,-88.324,143.379,175.624
1747663015.04,0.001,-0.007,-0.027,0.021,-0.010,0.009,-88.336,142.729,174.984
1747663015.05,-0.006,-0.002,-0.022,-0.000,0.007,-0.006,-88.343,142.419,174.674
1747663015.06,-0.013,0.000,-0.017,-0.002,0.005,-0.004,-88.343,142.441,174.693
1747663015.07,-0.011,0.001,-0.019,0.017,0.016,0.014,-88.341,142.287,174.534
1747663015.08,0.003,0.001,-0.010,0.017,0.026,0.038,-88.335,141.701,173.935
1747663015.09,0.014,0.004,-0.008,0.011,0.019,0.041,-88.325,140.973,173.193
1747663015.10,0.015,-0.003,-0.009,0.008,0.002,0.041,-88.316,140.205,172.420
1747663015.11,0.012,-0.010,-0.003,0.018,-0.007,0.034,-88.311,139.368,171.585
1747663015.12,-0.000,-0.006,-0.002,0.010,-0.000,0.029,-88.310,138.602,170.821
1747663015.13,-0.014,-0.008,0.002,-0.001,0.012,0.042,-88.303,137.949,170.164
1747663015.14,-0.022,-0.014,0.007,-0.000,0.022,0.039,-88.292,137.381,169.587
1747663015.15,-0.017,0.003,0.008,0.003,0.030,0.035,-88.282,136.862,169.052
1747663015.16,-0.007,0.011,0.017,0.005,0.042,0.025,-88.274,136.368,168.538
1747663015.17,0.005,0.011,0.018,0.003,0.031,0.021,-88.266,135.927,168.074
1747663015.18,0.001,0.007,0.009,0.004,-0.008,0.016,-88.259,135.559,167.699
1747663015.19,-0.009,0.004,0.000,0.011,-0.045,0.014,-88.256,135.191,167.347
1747663015.20,-0.011,0.003,-0.009,0.022,-0.034,0.007,-88.259,134.814,166.994
1747663015.21,-0.010,0.001,-0.002,0.017,0.017,0.013,-88.266,134.489,166.675
1747663015.22,-0.002,-0.006,0.027,-0.008,0.052,0.024,-88.262,134.369,166.533
