Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1747653215.54,-0.006,-0.013,-0.004,0.002,0.016,-0.010,-87.270,-35.990,-18.772
1747653215.55,-0.016,-0.010,0.005,0.008,0.009,-0.008,-87.261,-36.002,-18.792
1747653215.56,-0.022,-0.006,0.008,0.003,0.004,-0.012,-87.252,-36.032,-18.824
1747653215.57,-0.020,-0.001,0.014,-0.012,0.004,-0.014,-87.250,-36.167,-18.961
1747653215.58,-0.018,0.018,0.011,-0.005,0.016,-0.020,-87.249,-36.380,-19.180
1747653215.59,-0.016,0.031,0.008,0.001,0.023,-0.024,-87.243,-36.607,-19.420
1747653215.60,-0.017,0.018,0.012,-0.006,0.026,-0.030,-87.236,-36.875,-19.703
1747653215.61,-0.025,-0.003,0.004,-0.020,0.050,-0.045,-87.228,-37.264,-20.111
1747653215.62,-0.033,-0.011,-0.001,-0.064,0.088,-0.082,-87.225,-38.191,-21.082
1747653215.63,-0.037,-0.014,0.002,-0.049,0.075,-0.062,-87.223,-39.296,-22.235
1747653215.64,-0.033,-0.007,0.014,-0.038,0.059,-0.032,-87.224,-40.037,-23.015
1747653215.65,-0.023,0.001,0.012,-0.039,0.057,-0.029,-87.230,-40.610,-23.620
1747653215.66,-0.003,-0.003,0.008,-0.051,0.077,-0.027,-87.239,-41.204,-24.254
1747653215.67,0.023,-0.018,0.004,-0.060,0.058,-0.014,-87.254,-41.812,-24.902
1747653215.68,0.043,-0.029,-0.010,-0.057,0.040,0.002,-87.278,-42.340,-25.458
1747653215.69,0.060,-0.026,-0.021,-0.047,0.038,0.014,-87.302,-42.674,-25.815
1747653215.70,0.065,-0.014,-0.021,-0.029,0.017,0.025,-87.323,-42.818,-25.976
1747653215.71,0.053,0.000,-0.027,-0.024,-0.009,0.030,-87.343,-42.787,-25.947
1747653215.72,0.035,0.010,-0.033,-0.007,-0.033,0.036,-87.362,-42.655,-25.803
1747653215.73,0.015,0.012,-0.039,0.021,-0.051,0.032,-87.371,-42.367,-25.490
1747653215.74,0.003,-0.004,-0.036,0.043,-0.038,0.035,-87.371,-41.812,-24.908
1747653215.75,-0.003,-0.025,-0.023,0.043,-0.018,0.043,-87.368,-41.102,-24.181
1747653215.76,-0.009,-0.017,-0.016,0.042,0.004,0.051,-87.369,-40.276,-23.350
1747653215.77,-0.020,-0.000,-0.011,0.037,0.010,0.059,-87.373,-39.361,-22.438
1747653215.78,-0.033,0.016,-0.014,0.038,0.006,0.047,-87.377,-38.495,-21.576
1747653215.79,-0.032,0.018,-0.011,0.029,0.008,0.041,-87.377,-37.732,-20.817
1747653215.80,-0.014,0.005,0.002,0.004,0.022,0.043,-87.384,-37.127,-20.219
1747653215.81,0.002,-0.007,0.016,-0.009,0.044,0.042,-87.399,-36.683,-19.793
1747653215.82,0.008,-0.013,0.016,-0.013,0.039,0.025,-87.415,-36.380,-19.514
1747653215.83,0.008,-0.012,0.019,-0.011,0.013,0.007,-87.424,-36.282,-19.431
1747653215.84,0.015,-0.011,0.019,-0.009,-0.014,0.006,-87.429,-36.294,-19.442
1747653215.85,0.025,-0.007,0.021,-0.005,-0.036,-0.001,-87.432,-36.360,-19.492
1747653215.86,0.023,0.006,0.011,0.003,-0.050,-0.017,-87.426,-36.530,-19.638
1747653215.87,0.015,0.021,-0.002,0.005,-0.058,-0.029,-87.412,-36.825,-19.903
1747653215.88,0.003,0.024,-0.002,-0.006,-0.091,-0.033,-87.400,-37.254,-20.289
1747653215.89,-0.012,0.019,-0.009,-0.005,-0.111,-0.035,-87.392,-37.738,-20.715
1747653215.90,-0.017,0.007,-0.020,0.009,-0.105,-0.029,-87.382,-38.112,-21.028
1747653215.91,-0.013,-0.011,-0.018,0.008,-0.073,-0.007,-87.374,-38.259,-21.122
1747653215.92,-0.007,-0.024,0.002,-0.013,-0.047,0.010,-87.379,-38.286,-21.116
1747653215.93,-0.014,-0.028,0.002,-0.015,-0.035,0.007,-87.393,-38.317,-21.124
1747653215.94,-0.026,-0.023,-0.011,-0.016,-0.024,0.001,-87.404,-38.377,-21.168
1747653215.95,-0.026,-0.007,-0.017,-0.022,-0.011,-0.003,-87.414,-38.498,-21.279
1747653215.96,-0.022,0.019,-0.017,-0.019,0.009,-0.012,-87.421,-38.709,-21.490
1747653215.97,-0.017,0.033,-0.010,-0.010,0.018,-0.016,-87.420,-38.947,-21.737
1747653215.98,-0.006,0.028,-0.005,0.008,0.011,-0.007,-87.413,-39.053,-21.851
1747653215.99,0.003,0.013,-0.007,0.008,0.001,-0.001,-87.405,-39.017,-21.818
1747653216.00,0.006,-0.005,0.001,0.002,-0.001,0.001,-87.401,-39.008,-21.809
1747653216.01,0.006,-0.016,0.009,-0.009,-0.012,0.009,-87.403,-39.024,-21.821
1747653216.02,-0.003,-0.023,0.013,-0.030,-0.026,0.011,-87.412,-39.100,-21.886
1747653216.03,-0.018,-0.021,0.020,-0.048,-0.044,0.010,-87.431,-39.348,-22.113
