Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1747653276.35,-0.006,-0.006,-0.033,0.075,0.155,0.014,-86.774,-54.209,-36.419
1747653276.36,0.011,-0.004,-0.014,0.082,0.156,-0.035,-86.738,-53.490,-35.790
1747653276.37,-0.004,0.015,-0.014,0.079,0.080,-0.039,-86.690,-52.953,-35.321
1747653276.37,-0.040,0.023,-0.044,0.078,0.024,-0.025,-86.645,-52.449,-34.844
1747653276.38,-0.064,0.012,-0.032,0.061,0.016,-0.016,-86.609,-51.976,-34.380
1747653276.38,-0.048,-0.002,-0.011,0.022,0.030,-0.009,-86.586,-51.726,-34.144
1747653276.40,-0.004,-0.015,-0.003,0.000,0.030,0.007,-86.577,-51.636,-34.072
1747653276.41,0.044,-0.025,-0.014,-0.009,0.023,0.042,-86.585,-51.504,-33.955
1747653276.41,0.087,-0.030,-0.029,-0.025,0.030,0.084,-86.619,-51.198,-33.664
1747653276.42,0.110,-0.032,-0.027,-0.004,0.033,0.075,-86.661,-50.790,-33.274
1747653276.43,0.082,0.001,-0.031,0.007,0.021,0.053,-86.687,-50.352,-32.851
1747653276.44,0.037,0.022,-0.035,-0.003,0.000,0.052,-86.707,-50.011,-32.517
1747653276.45,0.002,0.026,-0.022,0.014,-0.036,0.064,-86.728,-49.623,-32.118
1747653276.46,-0.019,0.022,-0.035,0.015,-0.048,0.076,-86.751,-49.061,-31.529
1747653276.48,-0.020,0.006,-0.027,-0.028,-0.016,0.083,-86.787,-48.596,-31.043
1747653276.48,-0.002,-0.017,0.008,-0.049,0.014,0.100,-86.841,-48.268,-30.716
1747653276.49,0.025,-0.038,0.019,-0.036,-0.004,0.114,-86.905,-47.797,-30.250
1747653276.50,0.041,-0.036,0.004,-0.031,-0.057,0.107,-86.966,-47.200,-29.635
1747653276.51,0.035,-0.022,0.005,-0.026,-0.091,0.074,-87.016,-46.747,-29.139
1747653276.52,0.020,-0.004,0.014,-0.016,-0.100,0.033,-87.046,-46.546,-28.885
1747653276.53,-0.002,0.002,0.021,-0.019,-0.125,0.006,-87.060,-46.604,-28.879
1747653276.54,-0.034,-0.003,0.018,-0.017,-0.163,-0.005,-87.065,-46.831,-29.024
1747653276.56,-0.052,-0.008,0.001,-0.022,-0.172,0.003,-87.069,-47.107,-29.204
1747653276.56,-0.034,-0.007,-0.007,-0.033,-0.177,0.016,-87.083,-47.356,-29.353
1747653276.57,0.003,-0.001,-0.004,-0.034,-0.190,0.020,-87.107,-47.603,-29.497
1747653276.58,0.031,0.011,0.003,-0.011,-0.185,0.017,-87.125,-47.727,-29.512
1747653276.59,0.043,0.020,-0.002,-0.001,-0.170,0.013,-87.135,-47.714,-29.397
1747653276.60,0.041,0.013,0.010,0.014,-0.134,0.013,-87.140,-47.638,-29.234
1747653276.61,0.026,-0.001,0.015,0.037,-0.123,0.011,-87.136,-47.400,-28.923
1747653276.62,-0.003,-0.005,0.007,0.045,-0.109,0.009,-87.122,-47.118,-28.574
1747653276.63,-0.038,-0.001,0.003,0.046,-0.082,0.001,-87.104,-46.820,-28.221
1747653276.64,-0.062,0.005,-0.005,0.044,-0.066,0.002,-87.085,-46.517,-27.875
1747653276.66,-0.071,0.003,-0.021,0.030,-0.015,0.014,-87.074,-46.179,-27.512
1747653276.66,-0.046,-0.009,-0.009,0.012,0.032,0.034,-87.077,-45.796,-27.135
1747653276.67,-0.012,-0.014,0.014,-0.007,0.050,0.042,-87.093,-45.420,-26.782
1747653276.68,0.002,-0.006,0.021,-0.014,0.053,0.035,-87.115,-45.146,-26.539
1747653276.69,-0.005,0.007,0.013,-0.003,0.053,0.026,-87.133,-44.939,-26.361
1747653276.71,-0.022,0.015,0.008,-0.004,0.071,0.018,-87.143,-44.769,-26.226
1747653276.71,-0.032,0.014,0.015,-0.005,0.065,0.006,-87.147,-44.690,-26.187
1747653276.72,-0.034,0.010,0.011,-0.009,0.056,-0.000,-87.148,-44.734,-26.264
1747653276.73,-0.027,0.005,0.003,-0.031,0.068,-0.003,-87.150,-44.920,-26.485
