Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1747600922.61,0.027,-0.018,-0.003,0.024,0.039,0.013,-83.379,-4.859,-11.359
1747600922.62,0.014,-0.030,-0.024,0.008,-0.013,0.020,-83.354,-4.774,-11.288
1747600922.64,-0.009,0.005,-0.017,0.014,-0.014,0.015,-83.352,-4.651,-11.141
1747600922.66,-0.014,0.009,-0.010,0.014,-0.002,0.003,-83.332,-4.568,-11.045
1747600922.68,-0.010,-0.003,-0.010,0.008,0.006,-0.001,-83.318,-4.476,-10.964
1747600922.70,0.003,-0.016,-0.013,0.001,0.010,0.007,-83.298,-4.362,-10.856
1747600922.72,0.022,0.002,-0.012,0.030,-0.004,0.006,-83.262,-4.284,-10.787
1747600922.74,0.014,0.017,-0.015,0.033,-0.026,-0.000,-83.213,-4.293,-10.770
1747600922.76,-0.007,0.001,-0.010,-0.011,-0.010,0.003,-83.189,-4.353,-10.801
1747600922.78,-0.004,-0.018,0.013,-0.044,0.017,0.016,-83.215,-4.271,-10.734
1747600922.80,0.010,-0.012,0.006,-0.019,-0.022,0.013,-83.247,-4.061,-10.520
1747600922.82,-0.002,0.011,-0.001,0.005,-0.029,-0.003,-83.245,-3.985,-10.413
1747600922.84,-0.017,0.014,-0.011,0.014,-0.014,-0.025,-83.220,-4.145,-10.548
1747600922.86,-0.017,0.008,-0.016,-0.000,0.039,-0.018,-83.209,-4.399,-10.817
1747600922.88,-0.015,-0.006,0.007,-0.027,0.061,0.014,-83.230,-4.331,-10.815
1747600922.90,-0.005,-0.002,0.012,-0.036,0.066,0.022,-83.272,-4.079,-10.637
1747600922.92,0.007,-0.004,0.015,-0.016,0.047,0.006,-83.293,-3.951,-10.572
1747600922.94,0.000,0.013,0.006,-0.011,0.041,-0.016,-83.296,-4.019,-10.692
1747600922.96,-0.009,0.011,0.009,-0.007,0.044,-0.018,-83.303,-4.246,-10.965
1747600922.98,-0.002,-0.001,0.013,-0.008,-0.008,-0.018,-83.319,-4.421,-11.165
1747600923.00,0.001,-0.007,0.020,-0.029,-0.041,-0.001,-83.351,-4.537,-11.253
1747600923.02,0.002,-0.004,0.010,-0.050,-0.040,-0.017,-83.398,-4.690,-11.355
1747600923.04,0.008,-0.012,0.027,-0.042,-0.094,-0.024,-83.462,-5.058,-11.647
1747600923.06,0.015,0.006,0.003,-0.006,-0.159,-0.041,-83.494,-5.561,-12.008
1747600923.08,0.024,0.019,-0.012,0.014,-0.195,-0.031,-83.493,-6.139,-12.378
1747600923.10,0.019,-0.007,-0.002,0.013,-0.172,-0.013,-83.489,-6.499,-12.530
1747600923.12,-0.008,-0.023,-0.016,0.019,-0.171,-0.011,-83.481,-6.715,-12.559
1747600923.14,-0.003,-0.014,-0.018,0.038,-0.170,-0.008,-83.462,-6.982,-12.627
1747600923.16,0.015,0.004,-0.017,0.093,-0.148,0.009,-83.380,-6.955,-12.422
1747600923.18,0.004,0.005,-0.019,0.094,-0.117,0.017,-83.273,-6.778,-12.093
