Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1746584646.38,0.025,-0.016,0.128,-0.058,0.161,0.024,13.934,1.027,12.745
1746584646.39,-0.024,-0.028,0.250,-0.333,0.267,0.074,13.718,1.377,12.826
1746584646.41,0.028,-0.135,0.057,-0.204,0.394,0.140,13.355,1.663,12.951
1746584646.43,0.015,0.082,0.257,0.214,1.745,0.067,13.391,2.950,13.050
1746584646.45,-0.062,0.003,0.018,0.086,1.299,0.081,13.614,4.857,13.109
1746584646.47,-0.032,-0.022,-0.198,-0.112,0.253,0.208,13.593,5.628,13.288
1746584646.49,-0.016,0.027,0.009,-0.219,0.397,0.260,13.413,5.849,13.585
1746584646.51,-0.049,0.051,0.137,-0.229,0.685,0.258,13.184,6.507,13.911
1746584646.53,-0.096,0.062,-0.004,-0.225,0.252,0.240,12.936,6.986,14.242
1746584646.55,-0.093,0.117,-0.161,-0.377,-0.281,0.188,12.685,6.861,14.533
1746584646.57,0.006,0.071,-0.063,-0.370,-0.107,0.166,12.287,6.436,14.745
1746584646.59,-0.004,-0.047,0.046,-0.343,0.309,0.239,11.924,6.453,15.035
1746584646.61,-0.052,0.046,0.203,-0.368,0.969,0.199,11.547,7.154,15.333
1746584646.63,-0.070,0.100,0.182,-0.264,1.376,0.197,11.202,8.402,15.605
1746584646.65,-0.061,0.055,0.049,-0.234,1.786,0.294,11.010,10.176,15.927
1746584646.67,-0.046,-0.001,0.041,-0.495,2.004,0.291,10.658,12.273,16.367
1746584646.69,-0.013,0.078,-0.022,-0.482,1.982,0.100,10.151,14.479,16.750
1746584646.71,-0.198,0.182,0.033,0.147,0.040,-0.146,9.753,16.281,16.754
1746584646.73,-0.359,0.237,0.587,-0.580,0.038,0.202,9.724,16.217,16.676
1746584646.75,-0.362,0.222,0.520,-1.970,0.802,0.558,8.403,16.578,17.525
1746584646.77,-0.256,0.231,0.325,-2.684,1.384,1.104,6.084,17.588,19.174
1746584646.79,-0.051,0.219,0.583,-4.104,1.262,1.986,3.150,18.926,22.065
1746584646.81,-0.590,0.620,0.330,-4.547,0.085,1.253,-1.129,19.545,25.640
1746584646.83,-0.513,0.636,-0.194,-2.661,0.481,0.556,-4.726,19.706,27.913
1746584646.85,-0.127,0.516,0.369,-3.239,2.066,0.465,-7.361,21.361,29.540
1746584646.87,0.064,0.614,0.439,-5.101,3.327,0.022,-11.722,24.830,31.753
1746584646.89,-0.059,0.484,-0.114,-5.107,3.636,-0.303,-17.112,29.627,34.408
1746584646.91,-0.136,0.317,-0.502,-4.130,2.013,-0.370,-21.849,33.835,36.991
1746584646.93,-0.041,0.226,-0.591,-2.738,0.738,-0.147,-25.242,36.119,39.197
1746584646.95,0.086,0.285,-0.324,-2.151,1.058,-0.369,-27.525,37.679,40.775
1746584646.97,0.485,0.376,-0.066,-2.411,2.767,-0.573,-29.914,40.453,42.126
1746584646.99,0.562,0.229,-0.111,-2.526,3.679,-0.644,-32.480,45.123,43.799
1746584647.01,0.454,0.149,-0.169,-2.453,3.379,-0.619,-34.925,50.367,45.714
1746584647.03,0.517,0.041,-0.180,-2.503,2.251,-0.484,-37.165,54.865,47.993
1746584647.05,0.764,0.051,-0.132,-2.630,1.683,0.092,-38.969,58.877,50.922
1746584647.07,0.846,-0.047,-0.079,-2.888,1.827,0.584,-40.132,63.271,54.754
1746584647.09,0.720,-0.245,-0.200,-2.830,2.330,0.833,-40.728,68.500,59.164
1746584647.11,0.445,-0.379,-0.323,-2.362,2.564,0.855,-40.763,74.055,63.300
1746584647.13,0.250,-0.508,-0.390,-2.008,1.944,0.745,-40.444,78.939,66.763
1746584647.15,0.202,-0.545,-0.458,-1.562,1.276,0.575,-40.019,82.568,69.596
1746584647.17,0.271,-0.415,-0.338,-1.154,1.231,0.354,-39.682,85.267,71.615
1746584647.19,0.439,-0.331,-0.151,-1.249,0.919,0.548,-39.278,87.672,73.377
1746584647.21,0.359,-0.334,-0.182,-1.423,0.201,0.904,-38.465,89.573,75.414
1746584647.23,0.037,-0.390,-0.390,-0.841,0.079,0.699,-37.454,90.705,77.222
1746584647.25,-0.601,-0.095,-1.117,1.573,1.233,-0.259,-37.242,91.204,76.636
1746584647.27,-0.231,-0.059,-0.467,1.621,0.637,0.318,-37.353,90.879,74.251
1746584647.29,-0.377,-0.021,-0.784,2.420,-0.214,-0.008,-37.050,89.169,71.431
1746584647.31,-0.349,-0.197,-0.176,1.954,0.979,-0.692,-37.373,87.577,68.136
1746584647.33,-0.230,-0.178,-0.267,1.564,1.099,-1.187,-38.415,87.298,65.592
1746584647.35,0.075,0.017,0.015,1.141,0.188,-0.824,-39.538,86.775,63.457
1746584647.37,0.253,0.200,0.389,0.638,-0.610,-0.415,-40.155,85.583,62.149
1746584647.39,0.265,0.222,0.492,0.319,-0.734,-0.427,-40.551,84.313,61.308
1746584647.41,0.196,-0.043,0.466,-0.644,-1.481,-0.441,-41.071,83.181,61.472
1746584647.43,-0.036,-0.099,-0.081,-0.087,-1.139,-0.487,-41.681,82.026,62.264
1746584647.45,-0.109,-0.068,-0.329,0.784,-1.231,-0.700,-42.244,80.194,61.410
1746584647.47,-0.115,0.068,-0.172,0.862,-1.289,-1.024,-43.014,77.734,59.911
1746584647.49,-0.185,-0.087,-0.147,0.758,-1.374,-1.720,-44.283,74.982,58.059
1746584647.51,-0.122,0.159,0.056,-0.053,-1.451,-1.842,-46.211,72.350,56.708
1746584647.53,-0.065,0.043,-0.002,-0.397,-0.740,-1.494,-48.100,70.668,56.144
1746584647.55,-0.001,0.249,0.173,-1.078,-0.269,-1.251,-49.828,70.524,56.580
1746584647.57,0.135,0.495,0.121,-1.007,-0.353,-1.391,-51.647,71.016,57.727
1746584647.59,0.264,0.230,0.095,-0.642,-0.507,-1.166,-53.355,71.073,58.361
1746584647.61,0.274,-0.032,0.147,-0.815,-0.186,-0.859,-54.655,71.208,58.989
1746584647.63,0.031,-0.053,-0.010,-1.068,-0.251,-1.074,-56.014,72.081,60.315
1746584647.65,-0.044,-0.085,-0.117,-0.870,0.120,-1.535,-57.792,72.826,61.410
1746584647.67,-0.012,-0.010,-0.019,-0.548,0.664,-1.227,-59.604,73.897,61.993
1746584647.69,-0.096,-0.015,0.033,-0.686,0.550,-0.840,-60.868,75.010,62.542
1746584647.71,-0.137,-0.004,0.020,-1.871,0.640,-0.938,-62.139,77.814,64.933
1746584647.73,-0.065,-0.087,0.013,-3.058,0.587,-1.308,-63.864,83.641,70.701
1746584647.75,-0.057,-0.123,0.195,-3.329,1.735,-1.704,-65.717,92.737,79.284
1746584647.77,-0.066,-0.308,0.140,-3.224,1.933,-1.957,-67.259,104.289,89.436
1746584647.79,-0.056,-0.364,-0.036,-2.641,0.320,-1.671,-68.108,115.274,99.762
1746584647.81,-0.070,-0.388,-0.054,-1.320,-1.623,-1.302,-68.457,121.535,107.435
1746584647.83,-0.030,-0.365,-0.262,0.638,-2.147,-1.095,-69.395,121.975,110.319
1746584647.85,-0.062,-0.242,-0.040,1.157,-2.178,-1.146,-71.084,118.484,109.234
1746584647.87,0.083,0.297,0.008,0.261,-1.802,-0.671,-72.517,115.233,108.232
1746584647.88,0.297,0.942,0.231,-1.437,-1.181,0.612,-72.271,115.501,110.302
1746584647.90,0.248,1.446,0.349,-2.226,-0.695,0.730,-70.384,118.998,115.140
1746584647.92,-0.060,0.550,-0.215,-0.960,-0.739,-0.688,-69.339,122.893,120.042
1746584647.95,0.056,-0.227,-0.332,-0.049,-1.875,-1.434,-70.201,124.365,123.132
1746584647.96,0.093,-0.221,0.004,-0.167,-2.524,-1.208,-71.434,124.533,126.067
1746584647.98,-0.086,-0.084,0.133,-0.318,-1.895,-0.603,-72.132,124.411,128.737
1746584648.00,-0.103,-0.075,0.028,-0.405,-0.974,-0.060,-72.193,124.538,130.451
1746584648.02,-0.009,0.026,-0.128,-0.359,-0.931,-0.115,-71.958,124.713,131.768
1746584648.04,0.005,-0.056,-0.074,-0.488,-0.957,-0.723,-72.011,125.564,133.809
1746584648.06,0.027,0.148,-0.006,-0.274,-1.102,-0.788,-72.529,127.145,136.729
1746584648.08,0.013,0.079,-0.012,-0.348,-0.926,-0.549,-72.898,128.414,139.285
1746584648.10,0.079,0.040,-0.055,-0.054,-0.859,-0.747,-73.277,129.349,141.359
