Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1747597776.99,-0.013,-0.005,0.016,-0.016,0.074,-0.042,-83.668,-41.397,-52.519
1747597777.01,-0.000,-0.004,-0.010,-0.010,0.044,-0.021,-83.654,-41.635,-52.825
1747597777.03,0.007,-0.006,-0.009,-0.025,0.082,-0.005,-83.655,-41.688,-52.948
1747597777.05,0.004,-0.002,-0.002,-0.045,0.101,-0.002,-83.675,-41.817,-53.188
1747597777.07,-0.005,-0.001,0.004,-0.054,0.096,-0.006,-83.721,-42.111,-53.600
1747597777.09,-0.010,0.008,-0.000,-0.052,0.111,-0.015,-83.754,-42.440,-54.049
1747597777.11,-0.008,-0.003,-0.002,-0.053,0.134,-0.010,-83.786,-42.740,-54.490
1747597777.13,0.001,-0.009,-0.014,-0.060,0.127,0.015,-83.832,-42.974,-54.879
1747597777.15,0.015,-0.025,-0.031,-0.067,0.102,0.012,-83.898,-43.158,-55.200
1747597777.17,0.022,0.018,-0.028,-0.059,0.057,-0.002,-83.953,-43.531,-55.664
1747597777.19,0.025,0.002,-0.027,-0.040,0.037,-0.009,-83.984,-43.902,-56.091
1747597777.21,0.021,-0.009,-0.028,-0.027,0.019,-0.028,-83.995,-44.257,-56.484
1747597777.23,0.024,-0.012,-0.039,0.002,-0.036,-0.060,-83.967,-44.626,-56.849
1747597777.25,0.023,-0.001,-0.047,0.057,-0.122,-0.087,-83.884,-44.981,-57.116
1747597777.27,0.011,0.004,-0.070,0.139,-0.196,-0.109,-83.726,-45.068,-57.025
1747597777.29,0.016,0.028,-0.083,0.203,-0.279,-0.113,-83.499,-44.834,-56.518
1747597777.31,0.024,0.085,-0.076,0.301,-0.349,-0.144,-83.194,-44.300,-55.619
1747597777.33,0.017,0.133,-0.078,0.409,-0.512,-0.142,-82.788,-43.449,-54.282
1747597777.35,-0.001,0.098,-0.098,0.475,-0.754,-0.136,-82.304,-42.400,-52.491
1747597777.37,-0.029,0.002,-0.096,0.486,-0.791,-0.181,-81.773,-41.612,-50.782
1747597777.39,-0.060,-0.022,-0.041,0.442,-0.654,-0.207,-81.220,-41.196,-49.518
1747597777.41,-0.047,-0.020,-0.029,0.401,-0.601,-0.121,-80.744,-40.952,-48.585
1747597777.43,-0.036,-0.012,-0.052,0.572,-0.805,-0.017,-80.277,-39.910,-46.703
1747597777.45,-0.010,0.042,0.032,0.513,-0.792,-0.030,-79.768,-38.662,-44.497
1747597777.47,-0.005,-0.074,0.138,0.362,-0.617,-0.043,-79.341,-37.934,-42.914
1747597777.49,-0.042,-0.186,0.223,-0.008,-0.240,-0.073,-79.129,-37.988,-42.463
1747597777.51,-0.080,-0.198,0.241,-0.328,0.099,-0.116,-79.228,-39.203,-43.635
1747597777.53,-0.116,-0.122,0.219,-0.407,0.158,-0.099,-79.480,-41.048,-45.689
1747597777.55,-0.123,-0.094,0.143,-0.429,0.078,-0.037,-79.779,-42.936,-47.752
1747597777.57,-0.111,-0.092,0.083,-0.517,0.033,0.017,-80.158,-45.031,-49.912
1747597777.59,-0.066,-0.074,0.060,-0.562,0.229,0.058,-80.626,-47.386,-52.459
1747597777.61,-0.108,-0.034,-0.002,-0.483,0.345,0.038,-81.068,-49.607,-55.029
1747597777.63,-0.173,-0.004,-0.042,-0.345,0.679,0.009,-81.396,-51.357,-57.387
1747597777.65,-0.189,0.008,-0.131,-0.025,0.816,0.054,-81.549,-51.441,-58.372
1747597777.67,-0.139,0.112,-0.168,-0.241,0.542,0.163,-81.700,-50.590,-58.299
1747597777.69,0.018,0.160,-0.081,-0.440,0.914,0.294,-82.178,-51.104,-59.606
1747597777.71,0.193,0.006,-0.055,-0.272,0.590,0.363,-82.742,-50.638,-60.142
