Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw
1747603800.33,0.028,-0.017,-0.007,0.034,-0.096,0.041,-82.948,19.751,36.274
1747603800.35,0.001,-0.009,-0.004,0.024,-0.146,0.070,-82.887,20.020,36.687
1747603800.37,-0.026,0.008,-0.003,0.034,-0.060,0.047,-82.836,20.377,37.166
1747603800.39,-0.025,0.022,-0.007,0.059,0.008,0.056,-82.761,20.673,37.490
1747603800.41,-0.014,0.006,0.006,0.065,0.051,0.012,-82.676,20.885,37.668
1747603800.43,0.002,-0.002,0.009,0.084,0.054,0.010,-82.597,20.768,37.479
1747603800.45,-0.011,-0.002,0.002,0.063,0.071,0.031,-82.518,20.708,37.372
1747603800.47,-0.006,-0.004,0.008,0.062,0.033,0.046,-82.437,20.867,37.475
1747603800.49,0.030,-0.016,0.004,0.056,0.035,0.057,-82.356,21.163,37.728
1747603800.51,0.006,0.019,-0.011,0.100,0.042,0.030,-82.259,21.290,37.821
1747603800.53,0.013,0.001,0.011,0.082,0.042,0.031,-82.151,21.264,37.733
1747603800.55,0.030,-0.000,-0.023,0.090,-0.054,0.028,-82.054,21.231,37.706
1747603800.57,0.060,-0.013,0.007,0.079,-0.069,0.028,-81.954,21.172,37.725
1747603800.59,0.027,-0.005,0.008,0.091,-0.110,0.031,-81.849,21.066,37.718
1747603800.61,0.008,0.016,-0.010,0.089,-0.114,0.029,-81.743,20.938,37.727
1747603800.63,-0.013,0.012,-0.015,0.088,-0.090,0.020,-81.630,20.801,37.705
1747603800.65,-0.033,-0.027,0.017,0.073,-0.029,0.028,-81.531,20.744,37.711
1747603800.67,-0.012,-0.002,-0.014,0.069,-0.026,0.039,-81.442,20.817,37.819
1747603800.69,0.020,0.012,-0.001,0.068,-0.008,0.043,-81.356,20.921,37.934
1747603800.71,-0.003,0.015,-0.005,0.085,-0.028,0.027,-81.255,20.906,37.947
1747603800.73,-0.022,0.002,0.000,0.086,0.010,0.012,-81.165,20.764,37.814
1747603800.75,0.009,-0.012,-0.011,0.041,0.014,0.003,-81.096,20.628,37.655
1747603800.77,0.021,0.009,-0.019,0.038,-0.012,0.002,-81.058,20.541,37.574
1747603800.79,0.025,0.002,-0.012,0.035,-0.029,0.017,-81.014,20.486,37.544
1747603800.81,0.025,-0.011,-0.014,0.014,-0.029,0.012,-80.984,20.479,37.570
1747603800.83,0.009,-0.001,-0.016,0.011,-0.045,-0.004,-80.968,20.423,37.567
1747603800.85,-0.001,0.010,-0.017,0.010,-0.056,-0.004,-80.949,20.338,37.531
1747603800.87,0.004,-0.017,-0.011,-0.022,-0.013,-0.007,-80.949,20.290,37.526
1747603800.89,0.002,-0.006,-0.010,-0.002,-0.026,-0.014,-80.961,20.267,37.515
1747603800.91,0.017,0.004,-0.022,0.009,-0.024,-0.006,-80.955,20.156,37.440
